uf,municipio,data_referencia,ano,mes,total_violencia_grave,homicidio_doloso,latrocinio,tentativa_homicidio,lesao_corporal_seguida_morte,feminicidio,meses_historico,media_historica_ate_mes_anterior,alto_risco_violencia_grave
PR,MALLET,2016-05-01,2016,5,0,0,0,0,0,0,16,0.0,0
PR,MALLET,2016-06-01,2016,6,0,0,0,0,0,0,17,0.0,0
PR,MALLET,2016-07-01,2016,7,0,0,0,0,0,0,18,0.0,0
PR,MALLET,2016-08-01,2016,8,0,0,0,0,0,0,19,0.0,0
PR,MALLET,2016-09-01,2016,9,0,0,0,0,0,0,20,0.0,0
PR,MALLET,2016-10-01,2016,10,0,0,0,0,0,0,21,0.0,0
PR,MALLET,2016-11-01,2016,11,0,0,0,0,0,0,22,0.0,0
PR,MALLET,2016-12-01,2016,12,0,0,0,0,0,0,23,0.0,0
PR,MALLET,2017-01-01,2017,1,0,0,0,0,0,0,24,0.0,0
PR,MALLET,2017-02-01,2017,2,0,0,0,0,0,0,25,0.0,0
PR,MALLET,2017-03-01,2017,3,0,0,0,0,0,0,26,0.0,0
PR,MALLET,2017-04-01,2017,4,0,0,0,0,0,0,27,0.0,0
PR,MALLET,2017-05-01,2017,5,0,0,0,0,0,0,28,0.0,0
PR,MALLET,2017-06-01,2017,6,0,0,0,0,0,0,29,0.0,0
PR,MALLET,2017-07-01,2017,7,0,0,0,0,0,0,30,0.0,0
PR,MALLET,2017-08-01,2017,8,0,0,0,0,0,0,31,0.0,0
PR,MALLET,2017-09-01,2017,9,0,0,0,0,0,0,32,0.0,0
PR,MALLET,2017-10-01,2017,10,0,0,0,0,0,0,33,0.0,0
PR,MALLET,2017-11-01,2017,11,0,0,0,0,0,0,34,0.0,0
PR,MALLET,2017-12-01,2017,12,0,0,0,0,0,0,35,0.0,0
PR,MALLET,2018-01-01,2018,1,0,0,0,0,0,0,36,0.0,0
PR,MALLET,2018-02-01,2018,2,0,0,0,0,0,0,37,0.0,0
PR,MALLET,2018-03-01,2018,3,0,0,0,0,0,0,38,0.0,0
PR,MALLET,2018-04-01,2018,4,0,0,0,0,0,0,39,0.0,0
PR,MALLET,2018-05-01,2018,5,0,0,0,0,0,0,40,0.0,0
PR,MALLET,2018-06-01,2018,6,2,0,0,2,0,0,41,0.0,1
PR,MALLET,2018-07-01,2018,7,0,0,0,0,0,0,42,0.047619047619047616,0
PR,MALLET,2018-08-01,2018,8,0,0,0,0,0,0,43,0.046511627906976744,0
PR,MALLET,2018-09-01,2018,9,1,0,1,0,0,0,44,0.045454545454545456,1
PR,MALLET,2018-10-01,2018,10,0,0,0,0,0,0,45,0.06666666666666667,0
PR,MALLET,2018-11-01,2018,11,0,0,0,0,0,0,46,0.06521739130434782,0
PR,MALLET,2018-12-01,2018,12,0,0,0,0,0,0,47,0.06382978723404255,0
PR,MALLET,2019-01-01,2019,1,0,0,0,0,0,0,48,0.0625,0
PR,MALLET,2019-02-01,2019,2,0,0,0,0,0,0,49,0.061224489795918366,0
PR,MALLET,2019-03-01,2019,3,0,0,0,0,0,0,50,0.06,0
PR,MALLET,2019-04-01,2019,4,0,0,0,0,0,0,51,0.058823529411764705,0
PR,MALLET,2019-05-01,2019,5,2,0,0,2,0,0,52,0.057692307692307696,1
PR,MALLET,2019-06-01,2019,6,0,0,0,0,0,0,53,0.09433962264150944,0
PR,MALLET,2019-07-01,2019,7,0,0,0,0,0,0,54,0.09259259259259259,0
PR,MALLET,2019-08-01,2019,8,0,0,0,0,0,0,55,0.09090909090909091,0
PR,MALLET,2019-09-01,2019,9,1,0,0,1,0,0,56,0.08928571428571429,1
PR,MALLET,2019-10-01,2019,10,0,0,0,0,0,0,57,0.10526315789473684,0
PR,MALLET,2019-11-01,2019,11,0,0,0,0,0,0,58,0.10344827586206896,0
PR,MALLET,2019-12-01,2019,12,1,0,0,1,0,0,59,0.1016949152542373,1
PR,MALLET,2020-01-01,2020,1,0,0,0,0,0,0,60,0.11666666666666667,0
PR,MALLET,2020-02-01,2020,2,0,0,0,0,0,0,61,0.11475409836065574,0
PR,MALLET,2020-03-01,2020,3,0,0,0,0,0,0,62,0.11290322580645161,0
PR,MALLET,2020-04-01,2020,4,0,0,0,0,0,0,63,0.1111111111111111,0
PR,MALLET,2020-05-01,2020,5,0,0,0,0,0,0,64,0.109375,0
PR,MALLET,2020-06-01,2020,6,0,0,0,0,0,0,65,0.1076923076923077,0
PR,MALLET,2020-07-01,2020,7,0,0,0,0,0,0,66,0.10606060606060606,0
PR,MALLET,2020-08-01,2020,8,0,0,0,0,0,0,67,0.1044776119402985,0
PR,MALLET,2020-09-01,2020,9,0,0,0,0,0,0,68,0.10294117647058823,0
PR,MALLET,2020-10-01,2020,10,0,0,0,0,0,0,69,0.10144927536231885,0
PR,MALLET,2020-11-01,2020,11,2,0,1,1,0,0,70,0.1,1
PR,MALLET,2020-12-01,2020,12,0,0,0,0,0,0,71,0.1267605633802817,0
PR,MALLET,2021-01-01,2021,1,0,0,0,0,0,0,72,0.125,0
PR,MALLET,2021-02-01,2021,2,0,0,0,0,0,0,73,0.1232876712328767,0
PR,MALLET,2021-03-01,2021,3,0,0,0,0,0,0,74,0.12162162162162163,0
PR,MALLET,2021-04-01,2021,4,0,0,0,0,0,0,75,0.12,0
PR,MALLET,2021-05-01,2021,5,0,0,0,0,0,0,76,0.11842105263157894,0
PR,MALLET,2021-06-01,2021,6,1,0,1,0,0,0,77,0.11688311688311688,1
PR,MALLET,2021-07-01,2021,7,0,0,0,0,0,0,78,0.1282051282051282,0
PR,MALLET,2021-08-01,2021,8,0,0,0,0,0,0,79,0.12658227848101267,0
PR,MALLET,2021-09-01,2021,9,0,0,0,0,0,0,80,0.125,0
PR,MALLET,2021-10-01,2021,10,0,0,0,0,0,0,81,0.12345679012345678,0
PR,MALLET,2021-11-01,2021,11,0,0,0,0,0,0,82,0.12195121951219512,0
PR,MALLET,2021-12-01,2021,12,0,0,0,0,0,0,83,0.12048192771084337,0
PR,MALLET,2022-01-01,2022,1,0,0,0,0,0,0,84,0.11904761904761904,0
PR,MALLET,2022-02-01,2022,2,0,0,0,0,0,0,85,0.11764705882352941,0
PR,MALLET,2022-03-01,2022,3,0,0,0,0,0,0,86,0.11627906976744186,0
PR,MALLET,2022-04-01,2022,4,0,0,0,0,0,0,87,0.11494252873563218,0
PR,MALLET,2022-05-01,2022,5,0,0,0,0,0,0,88,0.11363636363636363,0
PR,MALLET,2022-06-01,2022,6,0,0,0,0,0,0,89,0.11235955056179775,0
PR,MALLET,2022-07-01,2022,7,0,0,0,0,0,0,90,0.1111111111111111,0
PR,MALLET,2022-08-01,2022,8,0,0,0,0,0,0,91,0.10989010989010989,0
PR,MALLET,2022-09-01,2022,9,1,0,1,0,0,0,92,0.10869565217391304,1
PR,MALLET,2022-10-01,2022,10,0,0,0,0,0,0,93,0.11827956989247312,0
PR,MALLET,2022-11-01,2022,11,0,0,0,0,0,0,94,0.11702127659574468,0
PR,MALLET,2022-12-01,2022,12,0,0,0,0,0,0,95,0.11578947368421053,0
PR,MALLET,2023-01-01,2023,1,1,0,0,1,0,0,96,0.11458333333333333,1
PR,MALLET,2023-02-01,2023,2,0,0,0,0,0,0,97,0.12371134020618557,0
PR,MALLET,2023-03-01,2023,3,1,0,0,1,0,0,98,0.12244897959183673,1
PR,MALLET,2023-04-01,2023,4,0,0,0,0,0,0,99,0.13131313131313133,0
PR,MALLET,2023-05-01,2023,5,0,0,0,0,0,0,100,0.13,0
PR,MALLET,2023-06-01,2023,6,0,0,0,0,0,0,101,0.12871287128712872,0
PR,MALLET,2023-07-01,2023,7,2,1,0,1,0,0,102,0.12745098039215685,1
PR,MALLET,2023-08-01,2023,8,0,0,0,0,0,0,103,0.14563106796116504,0
PR,MALLET,2023-09-01,2023,9,1,0,0,1,0,0,104,0.14423076923076922,1
PR,MALLET,2023-10-01,2023,10,0,0,0,0,0,0,105,0.1523809523809524,0
PR,MALLET,2023-11-01,2023,11,0,0,0,0,0,0,106,0.1509433962264151,0
PR,MALLET,2023-12-01,2023,12,0,0,0,0,0,0,107,0.14953271028037382,0
PR,MALLET,2024-01-01,2024,1,0,0,0,0,0,0,108,0.14814814814814814,0
PR,MALLET,2024-02-01,2024,2,0,0,0,0,0,0,109,0.14678899082568808,0
PR,MALLET,2024-03-01,2024,3,0,0,0,0,0,0,110,0.14545454545454545,0
PR,MALLET,2024-04-01,2024,4,0,0,0,0,0,0,111,0.14414414414414414,0
PR,MALLET,2024-05-01,2024,5,0,0,0,0,0,0,112,0.14285714285714285,0
PR,MALLET,2024-06-01,2024,6,0,0,0,0,0,0,113,0.1415929203539823,0
PR,MALLET,2024-07-01,2024,7,0,0,0,0,0,0,114,0.14035087719298245,0
PR,MALLET,2024-08-01,2024,8,0,0,0,0,0,0,115,0.1391304347826087,0
PR,MALLET,2024-09-01,2024,9,0,0,0,0,0,0,116,0.13793103448275862,0
PR,MALLET,2024-10-01,2024,10,0,0,0,0,0,0,117,0.13675213675213677,0
PR,MALLET,2024-11-01,2024,11,0,0,0,0,0,0,118,0.13559322033898305,0
PR,MALLET,2024-12-01,2024,12,0,0,0,0,0,0,119,0.13445378151260504,0
PR,MALLET,2025-01-01,2025,1,0,0,0,0,0,0,120,0.13333333333333333,0
PR,MALLET,2025-02-01,2025,2,0,0,0,0,0,0,121,0.1322314049586777,0
PR,MALLET,2025-03-01,2025,3,0,0,0,0,0,0,122,0.13114754098360656,0
PR,MALLET,2025-04-01,2025,4,0,0,0,0,0,0,123,0.13008130081300814,0
PR,MALLET,2025-05-01,2025,5,0,0,0,0,0,0,124,0.12903225806451613,0
PR,MALLET,2025-06-01,2025,6,0,0,0,0,0,0,125,0.128,0
PR,MALLET,2025-07-01,2025,7,0,0,0,0,0,0,126,0.12698412698412698,0
PR,MALLET,2025-08-01,2025,8,0,0,0,0,0,0,127,0.12598425196850394,0
PR,MALLET,2025-09-01,2025,9,0,0,0,0,0,0,128,0.125,0
PR,MALLET,2025-10-01,2025,10,0,0,0,0,0,0,129,0.12403100775193798,0
PR,MALLET,2025-11-01,2025,11,0,0,0,0,0,0,130,0.12307692307692308,0
PR,MALLET,2025-12-01,2025,12,0,0,0,0,0,0,131,0.12213740458015267,0
PR,MAMBORE,2015-01-01,2015,1,0,0,0,0,0,0,0,,
PR,MAMBORE,2015-02-01,2015,2,0,0,0,0,0,0,1,0.0,0
PR,MAMBORE,2015-03-01,2015,3,0,0,0,0,0,0,2,0.0,0
PR,MAMBORE,2015-04-01,2015,4,0,0,0,0,0,0,3,0.0,0
PR,MAMBORE,2015-05-01,2015,5,0,0,0,0,0,0,4,0.0,0
PR,MAMBORE,2015-06-01,2015,6,0,0,0,0,0,0,5,0.0,0
PR,MAMBORE,2015-07-01,2015,7,0,0,0,0,0,0,6,0.0,0
PR,MAMBORE,2015-08-01,2015,8,0,0,0,0,0,0,7,0.0,0
PR,MAMBORE,2015-09-01,2015,9,0,0,0,0,0,0,8,0.0,0
PR,MAMBORE,2015-10-01,2015,10,0,0,0,0,0,0,9,0.0,0
PR,MAMBORE,2015-11-01,2015,11,0,0,0,0,0,0,10,0.0,0
PR,MAMBORE,2015-12-01,2015,12,0,0,0,0,0,0,11,0.0,0
PR,MAMBORE,2016-01-01,2016,1,0,0,0,0,0,0,12,0.0,0
PR,MAMBORE,2016-02-01,2016,2,0,0,0,0,0,0,13,0.0,0
PR,MAMBORE,2016-03-01,2016,3,0,0,0,0,0,0,14,0.0,0
PR,MAMBORE,2016-04-01,2016,4,0,0,0,0,0,0,15,0.0,0
PR,MAMBORE,2016-05-01,2016,5,0,0,0,0,0,0,16,0.0,0
PR,MAMBORE,2016-06-01,2016,6,0,0,0,0,0,0,17,0.0,0
PR,MAMBORE,2016-07-01,2016,7,0,0,0,0,0,0,18,0.0,0
PR,MAMBORE,2016-08-01,2016,8,0,0,0,0,0,0,19,0.0,0
PR,MAMBORE,2016-09-01,2016,9,0,0,0,0,0,0,20,0.0,0
PR,MAMBORE,2016-10-01,2016,10,0,0,0,0,0,0,21,0.0,0
PR,MAMBORE,2016-11-01,2016,11,0,0,0,0,0,0,22,0.0,0
PR,MAMBORE,2016-12-01,2016,12,0,0,0,0,0,0,23,0.0,0
PR,MAMBORE,2017-01-01,2017,1,0,0,0,0,0,0,24,0.0,0
PR,MAMBORE,2017-02-01,2017,2,0,0,0,0,0,0,25,0.0,0
PR,MAMBORE,2017-03-01,2017,3,0,0,0,0,0,0,26,0.0,0
PR,MAMBORE,2017-04-01,2017,4,0,0,0,0,0,0,27,0.0,0
PR,MAMBORE,2017-05-01,2017,5,0,0,0,0,0,0,28,0.0,0
PR,MAMBORE,2017-06-01,2017,6,0,0,0,0,0,0,29,0.0,0
PR,MAMBORE,2017-07-01,2017,7,0,0,0,0,0,0,30,0.0,0
PR,MAMBORE,2017-08-01,2017,8,0,0,0,0,0,0,31,0.0,0
PR,MAMBORE,2017-09-01,2017,9,0,0,0,0,0,0,32,0.0,0
PR,MAMBORE,2017-10-01,2017,10,0,0,0,0,0,0,33,0.0,0
PR,MAMBORE,2017-11-01,2017,11,0,0,0,0,0,0,34,0.0,0
PR,MAMBORE,2017-12-01,2017,12,0,0,0,0,0,0,35,0.0,0
PR,MAMBORE,2018-01-01,2018,1,0,0,0,0,0,0,36,0.0,0
PR,MAMBORE,2018-02-01,2018,2,0,0,0,0,0,0,37,0.0,0
PR,MAMBORE,2018-03-01,2018,3,0,0,0,0,0,0,38,0.0,0
PR,MAMBORE,2018-04-01,2018,4,0,0,0,0,0,0,39,0.0,0
PR,MAMBORE,2018-05-01,2018,5,0,0,0,0,0,0,40,0.0,0
PR,MAMBORE,2018-06-01,2018,6,0,0,0,0,0,0,41,0.0,0
PR,MAMBORE,2018-07-01,2018,7,0,0,0,0,0,0,42,0.0,0
PR,MAMBORE,2018-08-01,2018,8,0,0,0,0,0,0,43,0.0,0
PR,MAMBORE,2018-09-01,2018,9,0,0,0,0,0,0,44,0.0,0
PR,MAMBORE,2018-10-01,2018,10,0,0,0,0,0,0,45,0.0,0
PR,MAMBORE,2018-11-01,2018,11,0,0,0,0,0,0,46,0.0,0
PR,MAMBORE,2018-12-01,2018,12,0,0,0,0,0,0,47,0.0,0
PR,MAMBORE,2019-01-01,2019,1,0,0,0,0,0,0,48,0.0,0
PR,MAMBORE,2019-02-01,2019,2,1,0,0,1,0,0,49,0.0,1
PR,MAMBORE,2019-03-01,2019,3,0,0,0,0,0,0,50,0.02,0
PR,MAMBORE,2019-04-01,2019,4,0,0,0,0,0,0,51,0.0196078431372549,0
PR,MAMBORE,2019-05-01,2019,5,0,0,0,0,0,0,52,0.019230769230769232,0
PR,MAMBORE,2019-06-01,2019,6,0,0,0,0,0,0,53,0.018867924528301886,0
PR,MAMBORE,2019-07-01,2019,7,0,0,0,0,0,0,54,0.018518518518518517,0
PR,MAMBORE,2019-08-01,2019,8,0,0,0,0,0,0,55,0.01818181818181818,0
PR,MAMBORE,2019-09-01,2019,9,0,0,0,0,0,0,56,0.017857142857142856,0
PR,MAMBORE,2019-10-01,2019,10,0,0,0,0,0,0,57,0.017543859649122806,0
PR,MAMBORE,2019-11-01,2019,11,0,0,0,0,0,0,58,0.017241379310344827,0
PR,MAMBORE,2019-12-01,2019,12,0,0,0,0,0,0,59,0.01694915254237288,0
PR,MAMBORE,2020-01-01,2020,1,0,0,0,0,0,0,60,0.016666666666666666,0
PR,MAMBORE,2020-02-01,2020,2,0,0,0,0,0,0,61,0.01639344262295082,0
PR,MAMBORE,2020-03-01,2020,3,0,0,0,0,0,0,62,0.016129032258064516,0
PR,MAMBORE,2020-04-01,2020,4,0,0,0,0,0,0,63,0.015873015873015872,0
PR,MAMBORE,2020-05-01,2020,5,0,0,0,0,0,0,64,0.015625,0
PR,MAMBORE,2020-06-01,2020,6,0,0,0,0,0,0,65,0.015384615384615385,0
PR,MAMBORE,2020-07-01,2020,7,0,0,0,0,0,0,66,0.015151515151515152,0
PR,MAMBORE,2020-08-01,2020,8,0,0,0,0,0,0,67,0.014925373134328358,0
PR,MAMBORE,2020-09-01,2020,9,1,0,0,1,0,0,68,0.014705882352941176,1
PR,MAMBORE,2020-10-01,2020,10,0,0,0,0,0,0,69,0.028985507246376812,0
PR,MAMBORE,2020-11-01,2020,11,0,0,0,0,0,0,70,0.02857142857142857,0
PR,MAMBORE,2020-12-01,2020,12,0,0,0,0,0,0,71,0.028169014084507043,0
PR,MAMBORE,2021-01-01,2021,1,0,0,0,0,0,0,72,0.027777777777777776,0
PR,MAMBORE,2021-02-01,2021,2,0,0,0,0,0,0,73,0.0273972602739726,0
PR,MAMBORE,2021-03-01,2021,3,0,0,0,0,0,0,74,0.02702702702702703,0
PR,MAMBORE,2021-04-01,2021,4,0,0,0,0,0,0,75,0.02666666666666667,0
PR,MAMBORE,2021-05-01,2021,5,0,0,0,0,0,0,76,0.02631578947368421,0
PR,MAMBORE,2021-06-01,2021,6,1,1,0,0,0,0,77,0.025974025974025976,1
PR,MAMBORE,2021-07-01,2021,7,0,0,0,0,0,0,78,0.038461538461538464,0
PR,MAMBORE,2021-08-01,2021,8,0,0,0,0,0,0,79,0.0379746835443038,0
PR,MAMBORE,2021-09-01,2021,9,0,0,0,0,0,0,80,0.0375,0
PR,MAMBORE,2021-10-01,2021,10,0,0,0,0,0,0,81,0.037037037037037035,0
PR,MAMBORE,2021-11-01,2021,11,1,1,0,0,0,0,82,0.036585365853658534,1
PR,MAMBORE,2021-12-01,2021,12,0,0,0,0,0,0,83,0.04819277108433735,0
PR,MAMBORE,2022-01-01,2022,1,0,0,0,0,0,0,84,0.047619047619047616,0
PR,MAMBORE,2022-02-01,2022,2,0,0,0,0,0,0,85,0.047058823529411764,0
PR,MAMBORE,2022-03-01,2022,3,0,0,0,0,0,0,86,0.046511627906976744,0
PR,MAMBORE,2022-04-01,2022,4,0,0,0,0,0,0,87,0.04597701149425287,0
PR,MAMBORE,2022-05-01,2022,5,1,0,0,1,0,0,88,0.045454545454545456,1
PR,MAMBORE,2022-06-01,2022,6,0,0,0,0,0,0,89,0.056179775280898875,0
PR,MAMBORE,2022-07-01,2022,7,0,0,0,0,0,0,90,0.05555555555555555,0
PR,MAMBORE,2022-08-01,2022,8,0,0,0,0,0,0,91,0.054945054945054944,0
PR,MAMBORE,2022-09-01,2022,9,0,0,0,0,0,0,92,0.05434782608695652,0
PR,MAMBORE,2022-10-01,2022,10,3,3,0,0,0,0,93,0.053763440860215055,1
PR,MAMBORE,2022-11-01,2022,11,0,0,0,0,0,0,94,0.0851063829787234,0
PR,MAMBORE,2022-12-01,2022,12,0,0,0,0,0,0,95,0.08421052631578947,0
PR,MAMBORE,2023-01-01,2023,1,0,0,0,0,0,0,96,0.08333333333333333,0
PR,MAMBORE,2023-02-01,2023,2,1,0,0,1,0,0,97,0.08247422680412371,1
PR,MAMBORE,2023-03-01,2023,3,0,0,0,0,0,0,98,0.09183673469387756,0
PR,MAMBORE,2023-04-01,2023,4,2,1,1,0,0,0,99,0.09090909090909091,1
PR,MAMBORE,2023-05-01,2023,5,0,0,0,0,0,0,100,0.11,0
PR,MAMBORE,2023-06-01,2023,6,0,0,0,0,0,0,101,0.10891089108910891,0
PR,MAMBORE,2023-07-01,2023,7,0,0,0,0,0,0,102,0.10784313725490197,0
PR,MAMBORE,2023-08-01,2023,8,0,0,0,0,0,0,103,0.10679611650485436,0
PR,MAMBORE,2023-09-01,2023,9,0,0,0,0,0,0,104,0.10576923076923077,0
PR,MAMBORE,2023-10-01,2023,10,1,1,0,0,0,0,105,0.10476190476190476,1
PR,MAMBORE,2023-11-01,2023,11,0,0,0,0,0,0,106,0.11320754716981132,0
PR,MAMBORE,2023-12-01,2023,12,0,0,0,0,0,0,107,0.11214953271028037,0
PR,MAMBORE,2024-01-01,2024,1,1,1,0,0,0,0,108,0.1111111111111111,1
PR,MAMBORE,2024-02-01,2024,2,1,1,0,0,0,0,109,0.11926605504587157,1
PR,MAMBORE,2024-03-01,2024,3,0,0,0,0,0,0,110,0.12727272727272726,0
PR,MAMBORE,2024-04-01,2024,4,0,0,0,0,0,0,111,0.12612612612612611,0
PR,MAMBORE,2024-05-01,2024,5,0,0,0,0,0,0,112,0.125,0
PR,MAMBORE,2024-06-01,2024,6,0,0,0,0,0,0,113,0.12389380530973451,0
PR,MAMBORE,2024-07-01,2024,7,0,0,0,0,0,0,114,0.12280701754385964,0
PR,MAMBORE,2024-08-01,2024,8,0,0,0,0,0,0,115,0.12173913043478261,0
PR,MAMBORE,2024-09-01,2024,9,0,0,0,0,0,0,116,0.1206896551724138,0
PR,MAMBORE,2024-10-01,2024,10,0,0,0,0,0,0,117,0.11965811965811966,0
PR,MAMBORE,2024-11-01,2024,11,0,0,0,0,0,0,118,0.11864406779661017,0
PR,MAMBORE,2024-12-01,2024,12,0,0,0,0,0,0,119,0.11764705882352941,0
PR,MAMBORE,2025-01-01,2025,1,1,1,0,0,0,0,120,0.11666666666666667,1
PR,MAMBORE,2025-02-01,2025,2,1,1,0,0,0,0,121,0.12396694214876033,1
PR,MAMBORE,2025-03-01,2025,3,0,0,0,0,0,0,122,0.13114754098360656,0
PR,MAMBORE,2025-04-01,2025,4,0,0,0,0,0,0,123,0.13008130081300814,0
PR,MAMBORE,2025-05-01,2025,5,0,0,0,0,0,0,124,0.12903225806451613,0
PR,MAMBORE,2025-06-01,2025,6,0,0,0,0,0,0,125,0.128,0
PR,MAMBORE,2025-07-01,2025,7,0,0,0,0,0,0,126,0.12698412698412698,0
PR,MAMBORE,2025-08-01,2025,8,1,1,0,0,0,0,127,0.12598425196850394,1
PR,MAMBORE,2025-09-01,2025,9,0,0,0,0,0,0,128,0.1328125,0
PR,MAMBORE,2025-10-01,2025,10,0,0,0,0,0,0,129,0.13178294573643412,0
PR,MAMBORE,2025-11-01,2025,11,0,0,0,0,0,0,130,0.13076923076923078,0
PR,MAMBORE,2025-12-01,2025,12,0,0,0,0,0,0,131,0.1297709923664122,0
PR,MANDAGUACU,2015-01-01,2015,1,0,0,0,0,0,0,0,,
PR,MANDAGUACU,2015-02-01,2015,2,0,0,0,0,0,0,1,0.0,0
PR,MANDAGUACU,2015-03-01,2015,3,0,0,0,0,0,0,2,0.0,0
PR,MANDAGUACU,2015-04-01,2015,4,0,0,0,0,0,0,3,0.0,0
PR,MANDAGUACU,2015-05-01,2015,5,0,0,0,0,0,0,4,0.0,0
PR,MANDAGUACU,2015-06-01,2015,6,0,0,0,0,0,0,5,0.0,0
PR,MANDAGUACU,2015-07-01,2015,7,0,0,0,0,0,0,6,0.0,0
PR,MANDAGUACU,2015-08-01,2015,8,0,0,0,0,0,0,7,0.0,0
PR,MANDAGUACU,2015-09-01,2015,9,0,0,0,0,0,0,8,0.0,0
PR,MANDAGUACU,2015-10-01,2015,10,0,0,0,0,0,0,9,0.0,0
PR,MANDAGUACU,2015-11-01,2015,11,0,0,0,0,0,0,10,0.0,0
PR,MANDAGUACU,2015-12-01,2015,12,0,0,0,0,0,0,11,0.0,0
PR,MANDAGUACU,2016-01-01,2016,1,0,0,0,0,0,0,12,0.0,0
PR,MANDAGUACU,2016-02-01,2016,2,0,0,0,0,0,0,13,0.0,0
PR,MANDAGUACU,2016-03-01,2016,3,0,0,0,0,0,0,14,0.0,0
PR,MANDAGUACU,2016-04-01,2016,4,0,0,0,0,0,0,15,0.0,0
PR,MANDAGUACU,2016-05-01,2016,5,0,0,0,0,0,0,16,0.0,0
PR,MANDAGUACU,2016-06-01,2016,6,0,0,0,0,0,0,17,0.0,0
PR,MANDAGUACU,2016-07-01,2016,7,0,0,0,0,0,0,18,0.0,0
PR,MANDAGUACU,2016-08-01,2016,8,0,0,0,0,0,0,19,0.0,0
PR,MANDAGUACU,2016-09-01,2016,9,0,0,0,0,0,0,20,0.0,0
PR,MANDAGUACU,2016-10-01,2016,10,0,0,0,0,0,0,21,0.0,0
PR,MANDAGUACU,2016-11-01,2016,11,0,0,0,0,0,0,22,0.0,0
PR,MANDAGUACU,2016-12-01,2016,12,0,0,0,0,0,0,23,0.0,0
PR,MANDAGUACU,2017-01-01,2017,1,0,0,0,0,0,0,24,0.0,0
PR,MANDAGUACU,2017-02-01,2017,2,0,0,0,0,0,0,25,0.0,0
PR,MANDAGUACU,2017-03-01,2017,3,0,0,0,0,0,0,26,0.0,0
PR,MANDAGUACU,2017-04-01,2017,4,0,0,0,0,0,0,27,0.0,0
PR,MANDAGUACU,2017-05-01,2017,5,0,0,0,0,0,0,28,0.0,0
PR,MANDAGUACU,2017-06-01,2017,6,0,0,0,0,0,0,29,0.0,0
PR,MANDAGUACU,2017-07-01,2017,7,0,0,0,0,0,0,30,0.0,0
PR,MANDAGUACU,2017-08-01,2017,8,0,0,0,0,0,0,31,0.0,0
PR,MANDAGUACU,2017-09-01,2017,9,0,0,0,0,0,0,32,0.0,0
PR,MANDAGUACU,2017-10-01,2017,10,3,1,0,2,0,0,33,0.0,1
PR,MANDAGUACU,2017-11-01,2017,11,0,0,0,0,0,0,34,0.08823529411764706,0
PR,MANDAGUACU,2017-12-01,2017,12,2,2,0,0,0,0,35,0.08571428571428572,1
PR,MANDAGUACU,2018-01-01,2018,1,0,0,0,0,0,0,36,0.1388888888888889,0
PR,MANDAGUACU,2018-02-01,2018,2,0,0,0,0,0,0,37,0.13513513513513514,0
PR,MANDAGUACU,2018-03-01,2018,3,0,0,0,0,0,0,38,0.13157894736842105,0
PR,MANDAGUACU,2018-04-01,2018,4,1,1,0,0,0,0,39,0.1282051282051282,1
PR,MANDAGUACU,2018-05-01,2018,5,0,0,0,0,0,0,40,0.15,0
PR,MANDAGUACU,2018-06-01,2018,6,0,0,0,0,0,0,41,0.14634146341463414,0
PR,MANDAGUACU,2018-07-01,2018,7,1,1,0,0,0,0,42,0.14285714285714285,1
PR,MANDAGUACU,2018-08-01,2018,8,2,2,0,0,0,0,43,0.16279069767441862,1
PR,MANDAGUACU,2018-09-01,2018,9,0,0,0,0,0,0,44,0.20454545454545456,0
PR,MANDAGUACU,2018-10-01,2018,10,3,1,0,1,1,0,45,0.2,1
PR,MANDAGUACU,2018-11-01,2018,11,1,1,0,0,0,0,46,0.2608695652173913,1
PR,MANDAGUACU,2018-12-01,2018,12,0,0,0,0,0,0,47,0.2765957446808511,0
PR,MANDAGUACU,2019-01-01,2019,1,0,0,0,0,0,0,48,0.2708333333333333,0
PR,MANDAGUACU,2019-02-01,2019,2,2,2,0,0,0,0,49,0.2653061224489796,1
PR,MANDAGUACU,2019-03-01,2019,3,0,0,0,0,0,0,50,0.3,0
PR,MANDAGUACU,2019-04-01,2019,4,0,0,0,0,0,0,51,0.29411764705882354,0
PR,MANDAGUACU,2019-05-01,2019,5,1,0,1,0,0,0,52,0.28846153846153844,1
PR,MANDAGUACU,2019-06-01,2019,6,0,0,0,0,0,0,53,0.3018867924528302,0
PR,MANDAGUACU,2019-07-01,2019,7,0,0,0,0,0,0,54,0.2962962962962963,0
PR,MANDAGUACU,2019-08-01,2019,8,0,0,0,0,0,0,55,0.2909090909090909,0
PR,MANDAGUACU,2019-09-01,2019,9,0,0,0,0,0,0,56,0.2857142857142857,0
PR,MANDAGUACU,2019-10-01,2019,10,0,0,0,0,0,0,57,0.2807017543859649,0
PR,MANDAGUACU,2019-11-01,2019,11,0,0,0,0,0,0,58,0.27586206896551724,0
PR,MANDAGUACU,2019-12-01,2019,12,0,0,0,0,0,0,59,0.2711864406779661,0
PR,MANDAGUACU,2020-01-01,2020,1,0,0,0,0,0,0,60,0.26666666666666666,0
PR,MANDAGUACU,2020-02-01,2020,2,0,0,0,0,0,0,61,0.26229508196721313,0
PR,MANDAGUACU,2020-03-01,2020,3,1,1,0,0,0,0,62,0.25806451612903225,1
