uf,municipio,data_referencia,total_violencia_grave,maximo_historico_ate_mes_anterior,alto_risco_violencia_grave,probabilidade_alerta,alerta_previsto
PR,ABATIA,2024-01-01,0,1.0,0,0.25310565002833557,1
PR,ABATIA,2024-02-01,0,1.0,0,0.23685899300586855,1
PR,ABATIA,2024-03-01,0,1.0,0,0.22327138002997557,1
PR,ABATIA,2024-04-01,0,1.0,0,0.20218260941601696,1
PR,ABATIA,2024-05-01,0,1.0,0,0.15810308052763028,0
PR,ABATIA,2024-06-01,0,1.0,0,0.13978882424992398,0
PR,ABATIA,2024-07-01,0,1.0,0,0.12659691733921305,0
PR,ABATIA,2024-08-01,1,1.0,0,0.10928303450849866,0
PR,ABATIA,2024-09-01,0,1.0,0,0.2182716143485884,1
PR,ABATIA,2024-10-01,0,1.0,0,0.16710397519212966,0
PR,ABATIA,2024-11-01,0,1.0,0,0.17314945491243136,0
PR,ABATIA,2024-12-01,0,1.0,0,0.18117791710753445,1
PR,ABATIA,2025-01-01,0,1.0,0,0.1928979929510183,1
PR,ABATIA,2025-02-01,0,1.0,0,0.19468817347929865,1
PR,ABATIA,2025-03-01,1,1.0,0,0.16311073575885612,0
PR,ABATIA,2025-04-01,0,1.0,0,0.2666931500044805,1
PR,ABATIA,2025-05-01,0,1.0,0,0.1677191148209384,0
PR,ABATIA,2025-06-01,0,1.0,0,0.14714874729489177,0
PR,ABATIA,2025-07-01,0,1.0,0,0.12743918405115473,0
PR,ABATIA,2025-08-01,0,1.0,0,0.12321150569725661,0
PR,ABATIA,2025-09-01,0,1.0,0,0.12099416699383204,0
PR,ABATIA,2025-10-01,0,1.0,0,0.11920714922744886,0
PR,ABATIA,2025-11-01,0,1.0,0,0.13548509860577956,0
PR,ABATIA,2025-12-01,0,1.0,0,0.15148329099986713,0
PR,ADRIANOPOLIS,2024-01-01,1,2.0,0,0.08431017582499223,0
PR,ADRIANOPOLIS,2024-02-01,0,2.0,0,0.1622872008477698,0
PR,ADRIANOPOLIS,2024-03-01,0,2.0,0,0.11896653779901138,0
PR,ADRIANOPOLIS,2024-04-01,0,2.0,0,0.10442292604087973,0
PR,ADRIANOPOLIS,2024-05-01,0,2.0,0,0.08430632219837227,0
PR,ADRIANOPOLIS,2024-06-01,0,2.0,0,0.07379123434844279,0
PR,ADRIANOPOLIS,2024-07-01,0,2.0,0,0.0684231419251671,0
PR,ADRIANOPOLIS,2024-08-01,0,2.0,0,0.05921489150138936,0
PR,ADRIANOPOLIS,2024-09-01,0,2.0,0,0.06278722467728838,0
PR,ADRIANOPOLIS,2024-10-01,1,2.0,0,0.07034757670670218,0
PR,ADRIANOPOLIS,2024-11-01,2,2.0,0,0.12214689531946582,0
PR,ADRIANOPOLIS,2024-12-01,0,2.0,0,0.27866649575543073,1
PR,ADRIANOPOLIS,2025-01-01,0,2.0,0,0.18603869773707188,1
PR,ADRIANOPOLIS,2025-02-01,1,2.0,0,0.16573186766754647,0
PR,ADRIANOPOLIS,2025-03-01,0,2.0,0,0.13113651529007617,0
PR,ADRIANOPOLIS,2025-04-01,0,2.0,0,0.1409803072372856,0
PR,ADRIANOPOLIS,2025-05-01,0,2.0,0,0.12795398065532815,0
PR,ADRIANOPOLIS,2025-06-01,0,2.0,0,0.09490796256276897,0
PR,ADRIANOPOLIS,2025-07-01,0,2.0,0,0.08733879118569716,0
PR,ADRIANOPOLIS,2025-08-01,0,2.0,0,0.08689866485215458,0
PR,ADRIANOPOLIS,2025-09-01,0,2.0,0,0.08103044575560701,0
PR,ADRIANOPOLIS,2025-10-01,1,2.0,0,0.08870626589352668,0
PR,ADRIANOPOLIS,2025-11-01,0,2.0,0,0.11339096281903295,0
PR,ADRIANOPOLIS,2025-12-01,0,2.0,0,0.12517630180154496,0
PR,AGUDOS DO SUL,2024-01-01,0,3.0,0,0.12236622189421104,0
PR,AGUDOS DO SUL,2024-02-01,0,3.0,0,0.12137074427547657,0
PR,AGUDOS DO SUL,2024-03-01,0,3.0,0,0.10704219981085862,0
PR,AGUDOS DO SUL,2024-04-01,0,3.0,0,0.08785278744010717,0
PR,AGUDOS DO SUL,2024-05-01,0,3.0,0,0.05086175723396774,0
PR,AGUDOS DO SUL,2024-06-01,0,3.0,0,0.03879916532103192,0
PR,AGUDOS DO SUL,2024-07-01,0,3.0,0,0.035529166638857655,0
PR,AGUDOS DO SUL,2024-08-01,0,3.0,0,0.03499618778094682,0
PR,AGUDOS DO SUL,2024-09-01,0,3.0,0,0.03635423979285414,0
PR,AGUDOS DO SUL,2024-10-01,0,3.0,0,0.037369363228526666,0
PR,AGUDOS DO SUL,2024-11-01,0,3.0,0,0.04208495799019894,0
PR,AGUDOS DO SUL,2024-12-01,0,3.0,0,0.03857606463271427,0
PR,AGUDOS DO SUL,2025-01-01,1,3.0,0,0.041539455190462114,0
PR,AGUDOS DO SUL,2025-02-01,0,3.0,0,0.05318180735305491,0
PR,AGUDOS DO SUL,2025-03-01,0,3.0,0,0.06309528216194114,0
PR,AGUDOS DO SUL,2025-04-01,0,3.0,0,0.05495586211164346,0
PR,AGUDOS DO SUL,2025-05-01,1,3.0,0,0.04390171722393645,0
PR,AGUDOS DO SUL,2025-06-01,0,3.0,0,0.0534737686097677,0
PR,AGUDOS DO SUL,2025-07-01,1,3.0,0,0.04362662032392656,0
PR,AGUDOS DO SUL,2025-08-01,0,3.0,0,0.05725212920429176,0
PR,AGUDOS DO SUL,2025-09-01,1,3.0,0,0.04989140695575411,0
PR,AGUDOS DO SUL,2025-10-01,0,3.0,0,0.07820614074424,0
PR,AGUDOS DO SUL,2025-11-01,0,3.0,0,0.06778520123996594,0
PR,AGUDOS DO SUL,2025-12-01,0,3.0,0,0.07701603186317632,0
PR,ALMIRANTE TAMANDARE,2024-01-01,1,17.0,0,0.001839980919214649,0
PR,ALMIRANTE TAMANDARE,2024-02-01,6,17.0,0,0.0006121573387467465,0
PR,ALMIRANTE TAMANDARE,2024-03-01,2,17.0,0,0.0010535352705104304,0
PR,ALMIRANTE TAMANDARE,2024-04-01,4,17.0,0,0.00046206037862789724,0
PR,ALMIRANTE TAMANDARE,2024-05-01,5,17.0,0,0.0006785328692363076,0
PR,ALMIRANTE TAMANDARE,2024-06-01,6,17.0,0,0.0007523965045951448,0
PR,ALMIRANTE TAMANDARE,2024-07-01,0,17.0,0,0.00066638577374955,0
PR,ALMIRANTE TAMANDARE,2024-08-01,5,17.0,0,0.00032660110270022456,0
PR,ALMIRANTE TAMANDARE,2024-09-01,2,17.0,0,0.0007089932506528263,0
PR,ALMIRANTE TAMANDARE,2024-10-01,3,17.0,0,0.0003270758307827284,0
PR,ALMIRANTE TAMANDARE,2024-11-01,2,17.0,0,0.0004984192987391129,0
PR,ALMIRANTE TAMANDARE,2024-12-01,5,17.0,0,0.00031057290493056425,0
PR,ALMIRANTE TAMANDARE,2025-01-01,0,17.0,0,0.0005005922902461704,0
PR,ALMIRANTE TAMANDARE,2025-02-01,3,17.0,0,0.0001866354900182957,0
PR,ALMIRANTE TAMANDARE,2025-03-01,1,17.0,0,0.00014384264747060904,0
PR,ALMIRANTE TAMANDARE,2025-04-01,1,17.0,0,0.00010898049876590228,0
PR,ALMIRANTE TAMANDARE,2025-05-01,1,17.0,0,9.362037516538329e-05,0
PR,ALMIRANTE TAMANDARE,2025-06-01,0,17.0,0,5.032800119502931e-05,0
PR,ALMIRANTE TAMANDARE,2025-07-01,0,17.0,0,2.5236713382324364e-05,0
PR,ALMIRANTE TAMANDARE,2025-08-01,2,17.0,0,2.0961410231560684e-05,0
PR,ALMIRANTE TAMANDARE,2025-09-01,5,17.0,0,1.785934321062925e-05,0
PR,ALMIRANTE TAMANDARE,2025-10-01,5,17.0,0,9.046262247020341e-05,0
PR,ALMIRANTE TAMANDARE,2025-11-01,3,17.0,0,0.00025383723754631023,0
PR,ALMIRANTE TAMANDARE,2025-12-01,2,17.0,0,0.0001602084777720548,0
PR,ALTAMIRA DO PARANA,2024-01-01,0,2.0,0,0.10643533513730818,0
PR,ALTAMIRA DO PARANA,2024-02-01,0,2.0,0,0.10440048422656623,0
PR,ALTAMIRA DO PARANA,2024-03-01,0,2.0,0,0.07866862954098935,0
PR,ALTAMIRA DO PARANA,2024-04-01,0,2.0,0,0.06935021362944019,0
PR,ALTAMIRA DO PARANA,2024-05-01,0,2.0,0,0.059652753637117174,0
PR,ALTAMIRA DO PARANA,2024-06-01,0,2.0,0,0.05203783310216399,0
PR,ALTAMIRA DO PARANA,2024-07-01,0,2.0,0,0.047707456336115395,0
PR,ALTAMIRA DO PARANA,2024-08-01,0,2.0,0,0.04700069175221743,0
PR,ALTAMIRA DO PARANA,2024-09-01,0,2.0,0,0.049875227477615906,0
PR,ALTAMIRA DO PARANA,2024-10-01,0,2.0,0,0.05597367261371521,0
PR,ALTAMIRA DO PARANA,2024-11-01,0,2.0,0,0.06424680605521295,0
PR,ALTAMIRA DO PARANA,2024-12-01,0,2.0,0,0.07253893815817265,0
PR,ALTAMIRA DO PARANA,2025-01-01,0,2.0,0,0.07789994024715002,0
PR,ALTAMIRA DO PARANA,2025-02-01,0,2.0,0,0.07799517318066645,0
PR,ALTAMIRA DO PARANA,2025-03-01,0,2.0,0,0.07265329671043234,0
PR,ALTAMIRA DO PARANA,2025-04-01,0,2.0,0,0.06399791217719036,0
PR,ALTAMIRA DO PARANA,2025-05-01,0,2.0,0,0.05500464666833578,0
PR,ALTAMIRA DO PARANA,2025-06-01,0,2.0,0,0.04795281843064541,0
PR,ALTAMIRA DO PARANA,2025-07-01,0,2.0,0,0.04394662075152129,0
PR,ALTAMIRA DO PARANA,2025-08-01,0,2.0,0,0.04329303834666452,0
PR,ALTAMIRA DO PARANA,2025-09-01,0,2.0,0,0.04595174991021665,0
PR,ALTAMIRA DO PARANA,2025-10-01,0,2.0,0,0.051596507866762405,0
PR,ALTAMIRA DO PARANA,2025-11-01,0,2.0,0,0.05926329326292879,0
PR,ALTAMIRA DO PARANA,2025-12-01,1,2.0,0,0.06695824404209325,0
PR,ALTO PARAISO,2024-01-01,0,4.0,0,0.023658559297845518,0
PR,ALTO PARAISO,2024-02-01,0,4.0,0,0.02368918550654213,0
PR,ALTO PARAISO,2024-03-01,0,4.0,0,0.021978056672949164,0
PR,ALTO PARAISO,2024-04-01,0,4.0,0,0.019234533210144643,0
PR,ALTO PARAISO,2024-05-01,0,4.0,0,0.01642125473996087,0
PR,ALTO PARAISO,2024-06-01,0,4.0,0,0.014241434039153577,0
PR,ALTO PARAISO,2024-07-01,0,4.0,0,0.013013143269256656,0
PR,ALTO PARAISO,2024-08-01,1,4.0,0,0.012813443586197544,0
PR,ALTO PARAISO,2024-09-01,0,4.0,0,0.0262871055959975,0
PR,ALTO PARAISO,2024-10-01,0,4.0,0,0.024083197656969223,0
PR,ALTO PARAISO,2024-11-01,0,4.0,0,0.027495903649007603,0
PR,ALTO PARAISO,2024-12-01,1,4.0,0,0.029007742339946244,0
PR,ALTO PARAISO,2025-01-01,0,4.0,0,0.04286363020644086,0
PR,ALTO PARAISO,2025-02-01,0,4.0,0,0.03905936916227236,0
PR,ALTO PARAISO,2025-03-01,0,4.0,0,0.035428839193368956,0
PR,ALTO PARAISO,2025-04-01,0,4.0,0,0.028874219180966543,0
PR,ALTO PARAISO,2025-05-01,0,4.0,0,0.0246865109481641,0
PR,ALTO PARAISO,2025-06-01,0,4.0,0,0.02164700297574709,0
PR,ALTO PARAISO,2025-07-01,0,4.0,0,0.01727360139505407,0
PR,ALTO PARAISO,2025-08-01,0,4.0,0,0.01663090840733659,0
PR,ALTO PARAISO,2025-09-01,0,4.0,0,0.016134322301041778,0
PR,ALTO PARAISO,2025-10-01,0,4.0,0,0.01818609870249323,0
PR,ALTO PARAISO,2025-11-01,0,4.0,0,0.02099830964245284,0
PR,ALTO PARAISO,2025-12-01,0,4.0,0,0.023323319250295026,0
PR,ALTO PARANA,2024-01-01,0,4.0,0,0.047259518117259085,0
PR,ALTO PARANA,2024-02-01,0,4.0,0,0.03804589408660246,0
PR,ALTO PARANA,2024-03-01,0,4.0,0,0.03568231230970684,0
PR,ALTO PARANA,2024-04-01,0,4.0,0,0.026739393551053064,0
PR,ALTO PARANA,2024-05-01,0,4.0,0,0.02086265880336755,0
PR,ALTO PARANA,2024-06-01,0,4.0,0,0.01810412082508317,0
PR,ALTO PARANA,2024-07-01,0,4.0,0,0.016548274916796404,0
PR,ALTO PARANA,2024-08-01,0,4.0,0,0.016295220780470562,0
PR,ALTO PARANA,2024-09-01,0,4.0,0,0.01694030792675828,0
PR,ALTO PARANA,2024-10-01,0,4.0,0,0.015364908239176307,0
PR,ALTO PARANA,2024-11-01,0,4.0,0,0.017748750248599218,0
PR,ALTO PARANA,2024-12-01,0,4.0,0,0.020168876337495475,0
PR,ALTO PARANA,2025-01-01,0,4.0,0,0.02175022702328157,0
PR,ALTO PARANA,2025-02-01,0,4.0,0,0.021778437983522924,0
PR,ALTO PARANA,2025-03-01,1,4.0,0,0.02020247123846628,0
PR,ALTO PARANA,2025-04-01,0,4.0,0,0.03396936951648461,0
PR,ALTO PARANA,2025-05-01,0,4.0,0,0.02365243253962428,0
PR,ALTO PARANA,2025-06-01,0,4.0,0,0.020320116367186614,0
PR,ALTO PARANA,2025-07-01,0,4.0,0,0.017254682869544936,0
PR,ALTO PARANA,2025-08-01,0,4.0,0,0.01699101306221153,0
PR,ALTO PARANA,2025-09-01,0,4.0,0,0.018245592988336872,0
PR,ALTO PARANA,2025-10-01,0,4.0,0,0.01794513456100747,0
PR,ALTO PARANA,2025-11-01,1,4.0,0,0.020720870356586946,0
PR,ALTO PARANA,2025-12-01,0,4.0,0,0.03980113777463829,0
PR,ALTO PIQUIRI,2024-01-01,0,2.0,0,0.2139728834363079,1
PR,ALTO PIQUIRI,2024-02-01,0,2.0,0,0.18838846083491004,1
PR,ALTO PIQUIRI,2024-03-01,0,2.0,0,0.15922844734033817,0
PR,ALTO PIQUIRI,2024-04-01,0,2.0,0,0.13292626375879193,0
PR,ALTO PIQUIRI,2024-05-01,2,2.0,0,0.11544151949164239,0
PR,ALTO PIQUIRI,2024-06-01,0,2.0,0,0.17335920922840406,0
PR,ALTO PIQUIRI,2024-07-01,0,2.0,0,0.14328716249126272,0
PR,ALTO PIQUIRI,2024-08-01,0,2.0,0,0.13342841082405438,0
PR,ALTO PIQUIRI,2024-09-01,0,2.0,0,0.10538437514980831,0
PR,ALTO PIQUIRI,2024-10-01,0,2.0,0,0.11743126361174176,0
PR,ALTO PIQUIRI,2024-11-01,0,2.0,0,0.1358653333391048,0
PR,ALTO PIQUIRI,2024-12-01,0,2.0,0,0.11710982914332707,0
PR,ALTO PIQUIRI,2025-01-01,0,2.0,0,0.11800146944629697,0
PR,ALTO PIQUIRI,2025-02-01,0,2.0,0,0.11813944564497426,0
PR,ALTO PIQUIRI,2025-03-01,0,2.0,0,0.11037724628677244,0
PR,ALTO PIQUIRI,2025-04-01,1,2.0,0,0.0977011898626934,0
PR,ALTO PIQUIRI,2025-05-01,0,2.0,0,0.12531318026642085,0
PR,ALTO PIQUIRI,2025-06-01,0,2.0,0,0.07471014186624378,0
PR,ALTO PIQUIRI,2025-07-01,0,2.0,0,0.0679534801198872,0
PR,ALTO PIQUIRI,2025-08-01,0,2.0,0,0.06241875903075212,0
PR,ALTO PIQUIRI,2025-09-01,0,2.0,0,0.06617078130225752,0
PR,ALTO PIQUIRI,2025-10-01,0,2.0,0,0.07480462666234972,0
PR,ALTO PIQUIRI,2025-11-01,0,2.0,0,0.07535642486359767,0
PR,ALTO PIQUIRI,2025-12-01,0,2.0,0,0.084952265370103,0
PR,ALTONIA,2024-01-01,0,5.0,0,0.02618549387611365,0
PR,ALTONIA,2024-02-01,0,5.0,0,0.021630318486302282,0
PR,ALTONIA,2024-03-01,0,5.0,0,0.019856958424321777,0
PR,ALTONIA,2024-04-01,0,5.0,0,0.01613507025725631,0
PR,ALTONIA,2024-05-01,4,5.0,0,0.013461195466157982,0
PR,ALTONIA,2024-06-01,6,5.0,1,0.07931015758223761,0
PR,ALTONIA,2024-07-01,0,6.0,0,0.16379998764605358,0
PR,ALTONIA,2024-08-01,0,6.0,0,0.10034525704167103,0
PR,ALTONIA,2024-09-01,1,6.0,0,0.07616594954953648,0
PR,ALTONIA,2024-10-01,0,6.0,0,0.06917821635919512,0
PR,ALTONIA,2024-11-01,1,6.0,0,0.06916300651526211,0
PR,ALTONIA,2024-12-01,0,6.0,0,0.10444691688977664,0
PR,ALTONIA,2025-01-01,0,6.0,0,0.05150318829024184,0
PR,ALTONIA,2025-02-01,0,6.0,0,0.051050664485514846,0
PR,ALTONIA,2025-03-01,0,6.0,0,0.04460240256838185,0
PR,ALTONIA,2025-04-01,0,6.0,0,0.03862541728695685,0
PR,ALTONIA,2025-05-01,0,6.0,0,0.030562936545316333,0
PR,ALTONIA,2025-06-01,0,6.0,0,0.015351147920555648,0
PR,ALTONIA,2025-07-01,0,6.0,0,0.0045428500956042365,0
PR,ALTONIA,2025-08-01,0,6.0,0,0.00447254649319253,0
PR,ALTONIA,2025-09-01,0,6.0,0,0.004651816709331835,0
PR,ALTONIA,2025-10-01,1,6.0,0,0.004786106541756151,0
PR,ALTONIA,2025-11-01,0,6.0,0,0.009053112388810503,0
PR,ALTONIA,2025-12-01,0,6.0,0,0.007799362385267081,0
PR,ALVORADA DO SUL,2024-01-01,0,4.0,0,0.04139525792585884,0
PR,ALVORADA DO SUL,2024-02-01,0,4.0,0,0.03804589408660246,0
PR,ALVORADA DO SUL,2024-03-01,1,4.0,0,0.0353352769893501,0
PR,ALVORADA DO SUL,2024-04-01,0,4.0,0,0.045606933803289326,0
PR,ALVORADA DO SUL,2024-05-01,1,4.0,0,0.031443717205345965,0
PR,ALVORADA DO SUL,2024-06-01,0,4.0,0,0.03570093723123787,0
PR,ALVORADA DO SUL,2024-07-01,0,4.0,0,0.026748991889644993,0
PR,ALVORADA DO SUL,2024-08-01,0,4.0,0,0.024781803971053024,0
PR,ALVORADA DO SUL,2024-09-01,1,4.0,0,0.024716759955318954,0
PR,ALVORADA DO SUL,2024-10-01,0,4.0,0,0.03544503667773226,0
PR,ALVORADA DO SUL,2024-11-01,1,4.0,0,0.03531903800724761,0
PR,ALVORADA DO SUL,2024-12-01,1,4.0,0,0.05596858135149115,0
PR,ALVORADA DO SUL,2025-01-01,0,4.0,0,0.06281821740190163,0
PR,ALVORADA DO SUL,2025-02-01,0,4.0,0,0.051001337062163137,0
PR,ALVORADA DO SUL,2025-03-01,0,4.0,0,0.043153117781319784,0
PR,ALVORADA DO SUL,2025-04-01,0,4.0,0,0.03447361670784756,0
PR,ALVORADA DO SUL,2025-05-01,0,4.0,0,0.029135088413822632,0
PR,ALVORADA DO SUL,2025-06-01,0,4.0,0,0.023650956067108573,0
PR,ALVORADA DO SUL,2025-07-01,1,4.0,0,0.018880503681300176,0
PR,ALVORADA DO SUL,2025-08-01,0,4.0,0,0.030319257656356985,0
PR,ALVORADA DO SUL,2025-09-01,0,4.0,0,0.025647549416470412,0
PR,ALVORADA DO SUL,2025-10-01,0,4.0,0,0.026808765118500364,0
PR,ALVORADA DO SUL,2025-11-01,0,4.0,0,0.028104659470053254,0
PR,ALVORADA DO SUL,2025-12-01,0,4.0,0,0.029209768220712768,0
PR,AMAPORA,2024-01-01,0,2.0,0,0.13204438453019143,0
PR,AMAPORA,2024-02-01,1,2.0,0,0.12959093994979384,0
PR,AMAPORA,2024-03-01,0,2.0,0,0.1696721177213457,0
PR,AMAPORA,2024-04-01,0,2.0,0,0.1168827227265398,0
PR,AMAPORA,2024-05-01,1,2.0,0,0.10029877815891523,0
PR,AMAPORA,2024-06-01,0,2.0,0,0.12463327578874095,0
PR,AMAPORA,2024-07-01,0,2.0,0,0.08907931313355975,0
PR,AMAPORA,2024-08-01,0,2.0,0,0.08777659372301036,0
PR,AMAPORA,2024-09-01,0,2.0,0,0.08387723312724076,0
PR,AMAPORA,2024-10-01,0,2.0,0,0.0881300495652069,0
PR,AMAPORA,2024-11-01,0,2.0,0,0.10157024881556746,0
PR,AMAPORA,2024-12-01,1,2.0,0,0.10080497505935848,0
PR,AMAPORA,2025-01-01,0,2.0,0,0.1791680284619896,1
PR,AMAPORA,2025-02-01,1,2.0,0,0.13850143316568958,0
PR,AMAPORA,2025-03-01,0,2.0,0,0.1797058671119399,1
PR,AMAPORA,2025-04-01,0,2.0,0,0.11775003754313243,0
PR,AMAPORA,2025-05-01,0,2.0,0,0.09899543141300686,0
PR,AMAPORA,2025-06-01,0,2.0,0,0.07685732462628972,0
PR,AMAPORA,2025-07-01,0,2.0,0,0.06970373282404918,0
PR,AMAPORA,2025-08-01,0,2.0,0,0.06934572244817354,0
PR,AMAPORA,2025-09-01,0,2.0,0,0.06457901080322878,0
PR,AMAPORA,2025-10-01,0,2.0,0,0.07233846303383268,0
PR,AMAPORA,2025-11-01,0,2.0,0,0.08281818165271036,0
PR,AMAPORA,2025-12-01,0,2.0,0,0.0913494223610553,0
PR,AMPERE,2024-01-01,0,1.0,0,0.1521652066144482,0
PR,AMPERE,2024-02-01,0,1.0,0,0.15233623012802477,0
PR,AMPERE,2024-03-01,0,1.0,0,0.14269073102850294,0
PR,AMPERE,2024-04-01,0,1.0,0,0.1268327674353094,0
PR,AMPERE,2024-05-01,0,1.0,0,0.11004781643274468,0
PR,AMPERE,2024-06-01,0,1.0,0,0.09666103890024101,0
PR,AMPERE,2024-07-01,6,1.0,1,0.08896579770888806,0
PR,AMPERE,2024-08-01,0,6.0,0,0.08763617577482392,0
PR,AMPERE,2024-09-01,0,6.0,0,0.0581150468523325,0
PR,AMPERE,2024-10-01,0,6.0,0,0.0613743171455646,0
PR,AMPERE,2024-11-01,0,6.0,0,0.045999315698238535,0
PR,AMPERE,2024-12-01,1,6.0,0,0.052067347371420325,0
PR,AMPERE,2025-01-01,0,6.0,0,0.07548000702540539,0
PR,AMPERE,2025-02-01,1,6.0,0,0.03442072540951912,0
PR,AMPERE,2025-03-01,0,6.0,0,0.03951743384801866,0
PR,AMPERE,2025-04-01,1,6.0,0,0.02970717238153963,0
PR,AMPERE,2025-05-01,1,6.0,0,0.033169809552563684,0
PR,AMPERE,2025-06-01,0,6.0,0,0.02893938204198001,0
PR,AMPERE,2025-07-01,0,6.0,0,0.019916330064950572,0
PR,AMPERE,2025-08-01,0,6.0,0,0.0064547823889806715,0
PR,AMPERE,2025-09-01,0,6.0,0,0.006487751701814901,0
PR,AMPERE,2025-10-01,0,6.0,0,0.00739593773656101,0
PR,AMPERE,2025-11-01,0,6.0,0,0.008521624056358005,0
PR,AMPERE,2025-12-01,0,6.0,0,0.008261055344184701,0
PR,ANAHY,2024-01-01,0,2.0,0,0.2270754653517986,1
PR,ANAHY,2024-02-01,0,2.0,0,0.21608110178100748,1
PR,ANAHY,2024-03-01,0,2.0,0,0.21319812060637813,1
PR,ANAHY,2024-04-01,0,2.0,0,0.1753938401293501,0
PR,ANAHY,2024-05-01,0,2.0,0,0.13085958532266972,0
PR,ANAHY,2024-06-01,2,2.0,0,0.09846684607336828,0
PR,ANAHY,2024-07-01,0,2.0,0,0.215363038104924,1
PR,ANAHY,2024-08-01,0,2.0,0,0.15532972722080102,0
PR,ANAHY,2024-09-01,0,2.0,0,0.14934342584126328,0
PR,ANAHY,2024-10-01,0,2.0,0,0.12082575290904507,0
PR,ANAHY,2024-11-01,0,2.0,0,0.12937634151465147,0
PR,ANAHY,2024-12-01,0,2.0,0,0.14730136240717828,0
PR,ANAHY,2025-01-01,0,2.0,0,0.12387448932000888,0
PR,ANAHY,2025-02-01,0,2.0,0,0.12401836709747123,0
PR,ANAHY,2025-03-01,0,2.0,0,0.11592067564837093,0
PR,ANAHY,2025-04-01,0,2.0,0,0.10268147508224547,0
PR,ANAHY,2025-05-01,0,2.0,0,0.08876775979684232,0
PR,ANAHY,2025-06-01,0,2.0,0,0.07452207308912238,0
PR,ANAHY,2025-07-01,0,2.0,0,0.04394662075152129,0
PR,ANAHY,2025-08-01,0,2.0,0,0.04329303834666452,0
PR,ANAHY,2025-09-01,0,2.0,0,0.04595174991021665,0
PR,ANAHY,2025-10-01,0,2.0,0,0.051596507866762405,0
PR,ANAHY,2025-11-01,0,2.0,0,0.05926329326292879,0
PR,ANAHY,2025-12-01,0,2.0,0,0.06695824404209325,0
PR,ANDIRA,2024-01-01,0,2.0,0,0.1907925353192569,1
PR,ANDIRA,2024-02-01,0,2.0,0,0.1407078497262416,0
PR,ANDIRA,2024-03-01,0,2.0,0,0.13047384711361423,0
PR,ANDIRA,2024-04-01,0,2.0,0,0.10830961630976615,0
PR,ANDIRA,2024-05-01,2,2.0,0,0.09371291419874112,0
PR,ANDIRA,2024-06-01,0,2.0,0,0.18642850231623073,1
PR,ANDIRA,2024-07-01,0,2.0,0,0.12707578855076082,0
PR,ANDIRA,2024-08-01,0,2.0,0,0.11825370685617356,0
PR,ANDIRA,2024-09-01,0,2.0,0,0.1093779516226522,0
PR,ANDIRA,2024-10-01,0,2.0,0,0.12181919685078857,0
PR,ANDIRA,2024-11-01,0,2.0,0,0.14083216005958066,0
PR,ANDIRA,2024-12-01,1,2.0,0,0.1214874049703534,0
PR,ANDIRA,2025-01-01,0,2.0,0,0.18702511976338357,1
PR,ANDIRA,2025-02-01,0,2.0,0,0.16123100125594259,0
PR,ANDIRA,2025-03-01,0,2.0,0,0.14976446224857232,0
PR,ANDIRA,2025-04-01,1,2.0,0,0.1247935508634505,0
PR,ANDIRA,2025-05-01,0,2.0,0,0.1528123889225591,0
PR,ANDIRA,2025-06-01,0,2.0,0,0.08421480658530812,0
PR,ANDIRA,2025-07-01,0,2.0,0,0.07568629242565016,0
PR,ANDIRA,2025-08-01,0,2.0,0,0.06956875485535614,0
PR,ANDIRA,2025-09-01,0,2.0,0,0.07371677492082168,0
PR,ANDIRA,2025-10-01,0,2.0,0,0.08324743567717893,0
PR,ANDIRA,2025-11-01,0,2.0,0,0.08385586779744199,0
PR,ANDIRA,2025-12-01,0,2.0,0,0.09248322376473038,0
PR,ANGULO,2024-01-01,0,1.0,0,0.28502924504743093,1
PR,ANGULO,2024-02-01,0,1.0,0,0.22365572927193628,1
PR,ANGULO,2024-03-01,0,1.0,0,0.20885508512162884,1
PR,ANGULO,2024-04-01,1,1.0,0,0.176072030878081,0
PR,ANGULO,2024-05-01,0,1.0,0,0.25559688273498876,1
PR,ANGULO,2024-06-01,0,1.0,0,0.1634332722557208,0
PR,ANGULO,2024-07-01,0,1.0,0,0.14818032856267627,0
PR,ANGULO,2024-08-01,0,1.0,0,0.13707221958945506,0
PR,ANGULO,2024-09-01,0,1.0,0,0.14461951935964829,0
PR,ANGULO,2024-10-01,0,1.0,0,0.16171661430748704,0
PR,ANGULO,2024-11-01,0,1.0,0,0.162796711979485,0
PR,ANGULO,2024-12-01,0,1.0,0,0.1779680513693464,1
PR,ANGULO,2025-01-01,0,1.0,0,0.17366641378337552,0
PR,ANGULO,2025-02-01,0,1.0,0,0.17385664776239843,0
PR,ANGULO,2025-03-01,0,1.0,0,0.16311073575885612,0
PR,ANGULO,2025-04-01,0,1.0,0,0.14254585957703123,0
PR,ANGULO,2025-05-01,0,1.0,0,0.10189846941730576,0
PR,ANGULO,2025-06-01,0,1.0,0,0.08940343248287318,0
PR,ANGULO,2025-07-01,0,1.0,0,0.08223337646203957,0
PR,ANGULO,2025-08-01,0,1.0,0,0.08105866327978799,0
PR,ANGULO,2025-09-01,0,1.0,0,0.08582857016415447,0
PR,ANGULO,2025-10-01,0,1.0,0,0.09587954756804304,0
PR,ANGULO,2025-11-01,0,1.0,0,0.10936760393269337,0
PR,ANGULO,2025-12-01,1,1.0,0,0.12271959736596684,0
