uf,municipio,data_referencia,ano,mes,total_violencia_grave,homicidio_doloso,latrocinio,tentativa_homicidio,lesao_corporal_seguida_morte,feminicidio,municipio_normalizado,ano_populacao,codigo_ibge,populacao,meses_historico,maximo_12m_ate_data_consulta,soma_violencia_grave_proximos_6m,meses_com_violencia_grave_proximos_6m,taxa_violencia_grave_proximos_6m_100k,data_fim_horizonte,alerta_taxa_violencia_grave_proximos_6m
PR,ABATIA,2015-01-01,2015,1,0,0,0,0,0,0,ABATIA,2014,4100103,7852,1,,0.0,0,0.0,2015-07-01,
PR,ABATIA,2015-02-01,2015,2,0,0,0,0,0,0,ABATIA,2014,4100103,7852,2,,0.0,0,0.0,2015-08-01,
PR,ABATIA,2015-03-01,2015,3,0,0,0,0,0,0,ABATIA,2014,4100103,7852,3,,0.0,0,0.0,2015-09-01,
PR,ABATIA,2015-04-01,2015,4,0,0,0,0,0,0,ABATIA,2014,4100103,7852,4,,0.0,0,0.0,2015-10-01,
PR,ABATIA,2015-05-01,2015,5,0,0,0,0,0,0,ABATIA,2014,4100103,7852,5,,0.0,0,0.0,2015-11-01,
PR,ABATIA,2015-06-01,2015,6,0,0,0,0,0,0,ABATIA,2014,4100103,7852,6,,0.0,0,0.0,2015-12-01,
PR,ABATIA,2015-07-01,2015,7,0,0,0,0,0,0,ABATIA,2014,4100103,7852,7,,0.0,0,0.0,2016-01-01,
PR,ABATIA,2015-08-01,2015,8,0,0,0,0,0,0,ABATIA,2014,4100103,7852,8,,0.0,0,0.0,2016-02-01,
PR,ABATIA,2015-09-01,2015,9,0,0,0,0,0,0,ABATIA,2014,4100103,7852,9,,0.0,0,0.0,2016-03-01,
PR,ABATIA,2015-10-01,2015,10,0,0,0,0,0,0,ABATIA,2014,4100103,7852,10,,0.0,0,0.0,2016-04-01,
PR,ABATIA,2015-11-01,2015,11,0,0,0,0,0,0,ABATIA,2014,4100103,7852,11,,0.0,0,0.0,2016-05-01,
PR,ABATIA,2015-12-01,2015,12,0,0,0,0,0,0,ABATIA,2014,4100103,7852,12,0.0,0.0,0,0.0,2016-06-01,0
PR,ABATIA,2016-01-01,2016,1,0,0,0,0,0,0,ABATIA,2015,4100103,7823,13,0.0,0.0,0,0.0,2016-07-01,0
PR,ABATIA,2016-02-01,2016,2,0,0,0,0,0,0,ABATIA,2015,4100103,7823,14,0.0,0.0,0,0.0,2016-08-01,0
PR,ABATIA,2016-03-01,2016,3,0,0,0,0,0,0,ABATIA,2015,4100103,7823,15,0.0,0.0,0,0.0,2016-09-01,0
PR,ABATIA,2016-04-01,2016,4,0,0,0,0,0,0,ABATIA,2015,4100103,7823,16,0.0,0.0,0,0.0,2016-10-01,0
PR,ABATIA,2016-05-01,2016,5,0,0,0,0,0,0,ABATIA,2015,4100103,7823,17,0.0,0.0,0,0.0,2016-11-01,0
PR,ABATIA,2016-06-01,2016,6,0,0,0,0,0,0,ABATIA,2015,4100103,7823,18,0.0,0.0,0,0.0,2016-12-01,0
PR,ABATIA,2016-07-01,2016,7,0,0,0,0,0,0,ABATIA,2015,4100103,7823,19,0.0,0.0,0,0.0,2017-01-01,0
PR,ABATIA,2016-08-01,2016,8,0,0,0,0,0,0,ABATIA,2015,4100103,7823,20,0.0,1.0,1,12.78281989006775,2017-02-01,0
PR,ABATIA,2016-09-01,2016,9,0,0,0,0,0,0,ABATIA,2015,4100103,7823,21,0.0,1.0,1,12.78281989006775,2017-03-01,0
PR,ABATIA,2016-10-01,2016,10,0,0,0,0,0,0,ABATIA,2015,4100103,7823,22,0.0,1.0,1,12.78281989006775,2017-04-01,0
PR,ABATIA,2016-11-01,2016,11,0,0,0,0,0,0,ABATIA,2015,4100103,7823,23,0.0,1.0,1,12.78281989006775,2017-05-01,0
PR,ABATIA,2016-12-01,2016,12,0,0,0,0,0,0,ABATIA,2015,4100103,7823,24,0.0,1.0,1,12.78281989006775,2017-06-01,0
PR,ABATIA,2017-01-01,2017,1,0,0,0,0,0,0,ABATIA,2016,4100103,7795,25,0.0,1.0,1,12.82873636946761,2017-07-01,0
PR,ABATIA,2017-02-01,2017,2,1,1,0,0,0,0,ABATIA,2016,4100103,7795,26,1.0,0.0,0,0.0,2017-08-01,0
PR,ABATIA,2017-03-01,2017,3,0,0,0,0,0,0,ABATIA,2016,4100103,7795,27,1.0,0.0,0,0.0,2017-09-01,0
PR,ABATIA,2017-04-01,2017,4,0,0,0,0,0,0,ABATIA,2016,4100103,7795,28,1.0,0.0,0,0.0,2017-10-01,0
PR,ABATIA,2017-05-01,2017,5,0,0,0,0,0,0,ABATIA,2016,4100103,7795,29,1.0,0.0,0,0.0,2017-11-01,0
PR,ABATIA,2017-06-01,2017,6,0,0,0,0,0,0,ABATIA,2016,4100103,7795,30,1.0,0.0,0,0.0,2017-12-01,0
PR,ABATIA,2017-07-01,2017,7,0,0,0,0,0,0,ABATIA,2016,4100103,7795,31,1.0,0.0,0,0.0,2018-01-01,0
PR,ABATIA,2017-08-01,2017,8,0,0,0,0,0,0,ABATIA,2016,4100103,7795,32,1.0,0.0,0,0.0,2018-02-01,0
PR,ABATIA,2017-09-01,2017,9,0,0,0,0,0,0,ABATIA,2016,4100103,7795,33,1.0,0.0,0,0.0,2018-03-01,0
PR,ABATIA,2017-10-01,2017,10,0,0,0,0,0,0,ABATIA,2016,4100103,7795,34,1.0,0.0,0,0.0,2018-04-01,0
PR,ABATIA,2017-11-01,2017,11,0,0,0,0,0,0,ABATIA,2016,4100103,7795,35,1.0,0.0,0,0.0,2018-05-01,0
PR,ABATIA,2017-12-01,2017,12,0,0,0,0,0,0,ABATIA,2016,4100103,7795,36,1.0,0.0,0,0.0,2018-06-01,0
PR,ABATIA,2018-01-01,2018,1,0,0,0,0,0,0,ABATIA,2017,4100103,7768,37,1.0,0.0,0,0.0,2018-07-01,0
PR,ABATIA,2018-02-01,2018,2,0,0,0,0,0,0,ABATIA,2017,4100103,7768,38,0.0,0.0,0,0.0,2018-08-01,0
PR,ABATIA,2018-03-01,2018,3,0,0,0,0,0,0,ABATIA,2017,4100103,7768,39,0.0,0.0,0,0.0,2018-09-01,0
PR,ABATIA,2018-04-01,2018,4,0,0,0,0,0,0,ABATIA,2017,4100103,7768,40,0.0,1.0,1,12.873326467559217,2018-10-01,0
PR,ABATIA,2018-05-01,2018,5,0,0,0,0,0,0,ABATIA,2017,4100103,7768,41,0.0,1.0,1,12.873326467559217,2018-11-01,0
PR,ABATIA,2018-06-01,2018,6,0,0,0,0,0,0,ABATIA,2017,4100103,7768,42,0.0,1.0,1,12.873326467559217,2018-12-01,0
PR,ABATIA,2018-07-01,2018,7,0,0,0,0,0,0,ABATIA,2017,4100103,7768,43,0.0,1.0,1,12.873326467559217,2019-01-01,0
PR,ABATIA,2018-08-01,2018,8,0,0,0,0,0,0,ABATIA,2017,4100103,7768,44,0.0,1.0,1,12.873326467559217,2019-02-01,0
PR,ABATIA,2018-09-01,2018,9,0,0,0,0,0,0,ABATIA,2017,4100103,7768,45,0.0,1.0,1,12.873326467559217,2019-03-01,0
PR,ABATIA,2018-10-01,2018,10,1,1,0,0,0,0,ABATIA,2017,4100103,7768,46,1.0,0.0,0,0.0,2019-04-01,0
PR,ABATIA,2018-11-01,2018,11,0,0,0,0,0,0,ABATIA,2017,4100103,7768,47,1.0,0.0,0,0.0,2019-05-01,0
PR,ABATIA,2018-12-01,2018,12,0,0,0,0,0,0,ABATIA,2017,4100103,7768,48,1.0,0.0,0,0.0,2019-06-01,0
PR,ABATIA,2019-01-01,2019,1,0,0,0,0,0,0,ABATIA,2018,4100103,7507,49,1.0,0.0,0,0.0,2019-07-01,0
PR,ABATIA,2019-02-01,2019,2,0,0,0,0,0,0,ABATIA,2018,4100103,7507,50,1.0,0.0,0,0.0,2019-08-01,0
PR,ABATIA,2019-03-01,2019,3,0,0,0,0,0,0,ABATIA,2018,4100103,7507,51,1.0,0.0,0,0.0,2019-09-01,0
PR,ABATIA,2019-04-01,2019,4,0,0,0,0,0,0,ABATIA,2018,4100103,7507,52,1.0,0.0,0,0.0,2019-10-01,0
PR,ABATIA,2019-05-01,2019,5,0,0,0,0,0,0,ABATIA,2018,4100103,7507,53,1.0,0.0,0,0.0,2019-11-01,0
PR,ABATIA,2019-06-01,2019,6,0,0,0,0,0,0,ABATIA,2018,4100103,7507,54,1.0,0.0,0,0.0,2019-12-01,0
PR,ABATIA,2019-07-01,2019,7,0,0,0,0,0,0,ABATIA,2018,4100103,7507,55,1.0,0.0,0,0.0,2020-01-01,0
PR,ABATIA,2019-08-01,2019,8,0,0,0,0,0,0,ABATIA,2018,4100103,7507,56,1.0,0.0,0,0.0,2020-02-01,0
PR,ABATIA,2019-09-01,2019,9,0,0,0,0,0,0,ABATIA,2018,4100103,7507,57,1.0,0.0,0,0.0,2020-03-01,0
PR,ABATIA,2019-10-01,2019,10,0,0,0,0,0,0,ABATIA,2018,4100103,7507,58,0.0,0.0,0,0.0,2020-04-01,0
PR,ABATIA,2019-11-01,2019,11,0,0,0,0,0,0,ABATIA,2018,4100103,7507,59,0.0,0.0,0,0.0,2020-05-01,0
PR,ABATIA,2019-12-01,2019,12,0,0,0,0,0,0,ABATIA,2018,4100103,7507,60,0.0,0.0,0,0.0,2020-06-01,0
PR,ABATIA,2020-01-01,2020,1,0,0,0,0,0,0,ABATIA,2019,4100103,7457,61,0.0,0.0,0,0.0,2020-07-01,0
PR,ABATIA,2020-02-01,2020,2,0,0,0,0,0,0,ABATIA,2019,4100103,7457,62,0.0,0.0,0,0.0,2020-08-01,0
PR,ABATIA,2020-03-01,2020,3,0,0,0,0,0,0,ABATIA,2019,4100103,7457,63,0.0,1.0,1,13.410218586562962,2020-09-01,0
PR,ABATIA,2020-04-01,2020,4,0,0,0,0,0,0,ABATIA,2019,4100103,7457,64,0.0,1.0,1,13.410218586562962,2020-10-01,0
PR,ABATIA,2020-05-01,2020,5,0,0,0,0,0,0,ABATIA,2019,4100103,7457,65,0.0,1.0,1,13.410218586562962,2020-11-01,0
PR,ABATIA,2020-06-01,2020,6,0,0,0,0,0,0,ABATIA,2019,4100103,7457,66,0.0,1.0,1,13.410218586562962,2020-12-01,0
PR,ABATIA,2020-07-01,2020,7,0,0,0,0,0,0,ABATIA,2019,4100103,7457,67,0.0,2.0,2,26.820437173125924,2021-01-01,1
PR,ABATIA,2020-08-01,2020,8,0,0,0,0,0,0,ABATIA,2019,4100103,7457,68,0.0,2.0,2,26.820437173125924,2021-02-01,1
PR,ABATIA,2020-09-01,2020,9,1,1,0,0,0,0,ABATIA,2019,4100103,7457,69,1.0,1.0,1,13.410218586562962,2021-03-01,0
PR,ABATIA,2020-10-01,2020,10,0,0,0,0,0,0,ABATIA,2019,4100103,7457,70,1.0,1.0,1,13.410218586562962,2021-04-01,0
PR,ABATIA,2020-11-01,2020,11,0,0,0,0,0,0,ABATIA,2019,4100103,7457,71,1.0,1.0,1,13.410218586562962,2021-05-01,0
PR,ABATIA,2020-12-01,2020,12,0,0,0,0,0,0,ABATIA,2019,4100103,7457,72,1.0,1.0,1,13.410218586562962,2021-06-01,0
PR,ABATIA,2021-01-01,2021,1,1,0,0,1,0,0,ABATIA,2020,4100103,7408,73,1.0,0.0,0,0.0,2021-07-01,0
PR,ABATIA,2021-02-01,2021,2,0,0,0,0,0,0,ABATIA,2020,4100103,7408,74,1.0,0.0,0,0.0,2021-08-01,0
PR,ABATIA,2021-03-01,2021,3,0,0,0,0,0,0,ABATIA,2020,4100103,7408,75,1.0,0.0,0,0.0,2021-09-01,0
PR,ABATIA,2021-04-01,2021,4,0,0,0,0,0,0,ABATIA,2020,4100103,7408,76,1.0,0.0,0,0.0,2021-10-01,0
PR,ABATIA,2021-05-01,2021,5,0,0,0,0,0,0,ABATIA,2020,4100103,7408,77,1.0,0.0,0,0.0,2021-11-01,0
PR,ABATIA,2021-06-01,2021,6,0,0,0,0,0,0,ABATIA,2020,4100103,7408,78,1.0,1.0,1,13.49892008639309,2021-12-01,0
PR,ABATIA,2021-07-01,2021,7,0,0,0,0,0,0,ABATIA,2020,4100103,7408,79,1.0,1.0,1,13.49892008639309,2022-01-01,0
PR,ABATIA,2021-08-01,2021,8,0,0,0,0,0,0,ABATIA,2020,4100103,7408,80,1.0,1.0,1,13.49892008639309,2022-02-01,0
PR,ABATIA,2021-09-01,2021,9,0,0,0,0,0,0,ABATIA,2020,4100103,7408,81,1.0,1.0,1,13.49892008639309,2022-03-01,0
PR,ABATIA,2021-10-01,2021,10,0,0,0,0,0,0,ABATIA,2020,4100103,7408,82,1.0,1.0,1,13.49892008639309,2022-04-01,0
PR,ABATIA,2021-11-01,2021,11,0,0,0,0,0,0,ABATIA,2020,4100103,7408,83,1.0,1.0,1,13.49892008639309,2022-05-01,0
PR,ABATIA,2021-12-01,2021,12,1,1,0,0,0,0,ABATIA,2020,4100103,7408,84,1.0,0.0,0,0.0,2022-06-01,0
PR,ABATIA,2022-01-01,2022,1,0,0,0,0,0,0,ABATIA,2021,4100103,7360,85,1.0,0.0,0,0.0,2022-07-01,0
PR,ABATIA,2022-02-01,2022,2,0,0,0,0,0,0,ABATIA,2021,4100103,7360,86,1.0,0.0,0,0.0,2022-08-01,0
PR,ABATIA,2022-03-01,2022,3,0,0,0,0,0,0,ABATIA,2021,4100103,7360,87,1.0,0.0,0,0.0,2022-09-01,0
PR,ABATIA,2022-04-01,2022,4,0,0,0,0,0,0,ABATIA,2021,4100103,7360,88,1.0,0.0,0,0.0,2022-10-01,0
PR,ABATIA,2022-05-01,2022,5,0,0,0,0,0,0,ABATIA,2021,4100103,7360,89,1.0,0.0,0,0.0,2022-11-01,0
PR,ABATIA,2022-06-01,2022,6,0,0,0,0,0,0,ABATIA,2021,4100103,7360,90,1.0,1.0,1,13.58695652173913,2022-12-01,0
PR,ABATIA,2022-07-01,2022,7,0,0,0,0,0,0,ABATIA,2021,4100103,7360,91,1.0,1.0,1,13.58695652173913,2023-01-01,0
PR,ABATIA,2022-08-01,2022,8,0,0,0,0,0,0,ABATIA,2021,4100103,7360,92,1.0,1.0,1,13.58695652173913,2023-02-01,0
PR,ABATIA,2022-09-01,2022,9,0,0,0,0,0,0,ABATIA,2021,4100103,7360,93,1.0,1.0,1,13.58695652173913,2023-03-01,0
PR,ABATIA,2022-10-01,2022,10,0,0,0,0,0,0,ABATIA,2021,4100103,7360,94,1.0,1.0,1,13.58695652173913,2023-04-01,0
PR,ABATIA,2022-11-01,2022,11,0,0,0,0,0,0,ABATIA,2021,4100103,7360,95,1.0,1.0,1,13.58695652173913,2023-05-01,0
PR,ABATIA,2022-12-01,2022,12,1,0,0,0,0,1,ABATIA,2021,4100103,7360,96,1.0,0.0,0,0.0,2023-06-01,0
PR,ABATIA,2023-01-01,2023,1,0,0,0,0,0,0,ABATIA,2021,4100103,7360,97,1.0,1.0,1,13.58695652173913,2023-07-01,0
PR,ABATIA,2023-02-01,2023,2,0,0,0,0,0,0,ABATIA,2021,4100103,7360,98,1.0,1.0,1,13.58695652173913,2023-08-01,0
PR,ABATIA,2023-03-01,2023,3,0,0,0,0,0,0,ABATIA,2021,4100103,7360,99,1.0,1.0,1,13.58695652173913,2023-09-01,0
PR,ABATIA,2023-04-01,2023,4,0,0,0,0,0,0,ABATIA,2021,4100103,7360,100,1.0,2.0,2,27.17391304347826,2023-10-01,1
PR,ABATIA,2023-05-01,2023,5,0,0,0,0,0,0,ABATIA,2021,4100103,7360,101,1.0,2.0,2,27.17391304347826,2023-11-01,1
PR,ABATIA,2023-06-01,2023,6,0,0,0,0,0,0,ABATIA,2021,4100103,7360,102,1.0,2.0,2,27.17391304347826,2023-12-01,1
PR,ABATIA,2023-07-01,2023,7,1,0,1,0,0,0,ABATIA,2021,4100103,7360,103,1.0,1.0,1,13.58695652173913,2024-01-01,0
PR,ABATIA,2023-08-01,2023,8,0,0,0,0,0,0,ABATIA,2021,4100103,7360,104,1.0,1.0,1,13.58695652173913,2024-02-01,0
PR,ABATIA,2023-09-01,2023,9,0,0,0,0,0,0,ABATIA,2021,4100103,7360,105,1.0,1.0,1,13.58695652173913,2024-03-01,0
PR,ABATIA,2023-10-01,2023,10,1,1,0,0,0,0,ABATIA,2021,4100103,7360,106,1.0,0.0,0,0.0,2024-04-01,0
PR,ABATIA,2023-11-01,2023,11,0,0,0,0,0,0,ABATIA,2021,4100103,7360,107,1.0,0.0,0,0.0,2024-05-01,0
PR,ABATIA,2023-12-01,2023,12,0,0,0,0,0,0,ABATIA,2021,4100103,7360,108,1.0,0.0,0,0.0,2024-06-01,0
PR,ABATIA,2024-01-01,2024,1,0,0,0,0,0,0,ABATIA,2021,4100103,7360,109,1.0,0.0,0,0.0,2024-07-01,0
PR,ABATIA,2024-02-01,2024,2,0,0,0,0,0,0,ABATIA,2021,4100103,7360,110,1.0,1.0,1,13.58695652173913,2024-08-01,0
PR,ABATIA,2024-03-01,2024,3,0,0,0,0,0,0,ABATIA,2021,4100103,7360,111,1.0,1.0,1,13.58695652173913,2024-09-01,0
PR,ABATIA,2024-04-01,2024,4,0,0,0,0,0,0,ABATIA,2021,4100103,7360,112,1.0,1.0,1,13.58695652173913,2024-10-01,0
PR,ABATIA,2024-05-01,2024,5,0,0,0,0,0,0,ABATIA,2021,4100103,7360,113,1.0,1.0,1,13.58695652173913,2024-11-01,0
PR,ABATIA,2024-06-01,2024,6,0,0,0,0,0,0,ABATIA,2021,4100103,7360,114,1.0,1.0,1,13.58695652173913,2024-12-01,0
PR,ABATIA,2024-07-01,2024,7,0,0,0,0,0,0,ABATIA,2021,4100103,7360,115,1.0,1.0,1,13.58695652173913,2025-01-01,0
PR,ABATIA,2024-08-01,2024,8,1,1,0,0,0,0,ABATIA,2021,4100103,7360,116,1.0,0.0,0,0.0,2025-02-01,0
PR,ABATIA,2024-09-01,2024,9,0,0,0,0,0,0,ABATIA,2021,4100103,7360,117,1.0,1.0,1,13.58695652173913,2025-03-01,0
PR,ABATIA,2024-10-01,2024,10,0,0,0,0,0,0,ABATIA,2021,4100103,7360,118,1.0,1.0,1,13.58695652173913,2025-04-01,0
PR,ABATIA,2024-11-01,2024,11,0,0,0,0,0,0,ABATIA,2021,4100103,7360,119,1.0,1.0,1,13.58695652173913,2025-05-01,0
PR,ABATIA,2024-12-01,2024,12,0,0,0,0,0,0,ABATIA,2021,4100103,7360,120,1.0,1.0,1,13.58695652173913,2025-06-01,0
PR,ABATIA,2025-01-01,2025,1,0,0,0,0,0,0,ABATIA,2021,4100103,7360,121,1.0,1.0,1,13.58695652173913,2025-07-01,0
PR,ABATIA,2025-02-01,2025,2,0,0,0,0,0,0,ABATIA,2021,4100103,7360,122,1.0,1.0,1,13.58695652173913,2025-08-01,0
PR,ABATIA,2025-03-01,2025,3,1,1,0,0,0,0,ABATIA,2021,4100103,7360,123,1.0,0.0,0,0.0,2025-09-01,0
PR,ABATIA,2025-04-01,2025,4,0,0,0,0,0,0,ABATIA,2021,4100103,7360,124,1.0,0.0,0,0.0,2025-10-01,0
PR,ABATIA,2025-05-01,2025,5,0,0,0,0,0,0,ABATIA,2021,4100103,7360,125,1.0,0.0,0,0.0,2025-11-01,0
PR,ABATIA,2025-06-01,2025,6,0,0,0,0,0,0,ABATIA,2021,4100103,7360,126,1.0,0.0,0,0.0,2025-12-01,0
PR,ABATIA,2025-07-01,2025,7,0,0,0,0,0,0,ABATIA,2021,4100103,7360,127,1.0,,0,,2026-01-01,
PR,ABATIA,2025-08-01,2025,8,0,0,0,0,0,0,ABATIA,2021,4100103,7360,128,1.0,,0,,2026-02-01,
PR,ABATIA,2025-09-01,2025,9,0,0,0,0,0,0,ABATIA,2021,4100103,7360,129,1.0,,0,,2026-03-01,
PR,ABATIA,2025-10-01,2025,10,0,0,0,0,0,0,ABATIA,2021,4100103,7360,130,1.0,,0,,2026-04-01,
PR,ABATIA,2025-11-01,2025,11,0,0,0,0,0,0,ABATIA,2021,4100103,7360,131,1.0,,0,,2026-05-01,
PR,ABATIA,2025-12-01,2025,12,0,0,0,0,0,0,ABATIA,2021,4100103,7360,132,1.0,,0,,2026-06-01,
PR,ADRIANOPOLIS,2015-01-01,2015,1,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,1,,0.0,0,0.0,2015-07-01,
PR,ADRIANOPOLIS,2015-02-01,2015,2,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,2,,0.0,0,0.0,2015-08-01,
PR,ADRIANOPOLIS,2015-03-01,2015,3,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,3,,0.0,0,0.0,2015-09-01,
PR,ADRIANOPOLIS,2015-04-01,2015,4,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,4,,0.0,0,0.0,2015-10-01,
PR,ADRIANOPOLIS,2015-05-01,2015,5,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,5,,0.0,0,0.0,2015-11-01,
PR,ADRIANOPOLIS,2015-06-01,2015,6,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,6,,0.0,0,0.0,2015-12-01,
PR,ADRIANOPOLIS,2015-07-01,2015,7,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,7,,0.0,0,0.0,2016-01-01,
PR,ADRIANOPOLIS,2015-08-01,2015,8,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,8,,0.0,0,0.0,2016-02-01,
PR,ADRIANOPOLIS,2015-09-01,2015,9,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,9,,0.0,0,0.0,2016-03-01,
PR,ADRIANOPOLIS,2015-10-01,2015,10,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,10,,0.0,0,0.0,2016-04-01,
PR,ADRIANOPOLIS,2015-11-01,2015,11,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,11,,0.0,0,0.0,2016-05-01,
PR,ADRIANOPOLIS,2015-12-01,2015,12,0,0,0,0,0,0,ADRIANOPOLIS,2014,4100202,6374,12,0.0,0.0,0,0.0,2016-06-01,0
PR,ADRIANOPOLIS,2016-01-01,2016,1,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,13,0.0,0.0,0,0.0,2016-07-01,0
PR,ADRIANOPOLIS,2016-02-01,2016,2,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,14,0.0,0.0,0,0.0,2016-08-01,0
PR,ADRIANOPOLIS,2016-03-01,2016,3,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,15,0.0,0.0,0,0.0,2016-09-01,0
PR,ADRIANOPOLIS,2016-04-01,2016,4,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,16,0.0,0.0,0,0.0,2016-10-01,0
PR,ADRIANOPOLIS,2016-05-01,2016,5,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,17,0.0,0.0,0,0.0,2016-11-01,0
PR,ADRIANOPOLIS,2016-06-01,2016,6,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,18,0.0,0.0,0,0.0,2016-12-01,0
PR,ADRIANOPOLIS,2016-07-01,2016,7,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,19,0.0,0.0,0,0.0,2017-01-01,0
PR,ADRIANOPOLIS,2016-08-01,2016,8,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,20,0.0,0.0,0,0.0,2017-02-01,0
PR,ADRIANOPOLIS,2016-09-01,2016,9,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,21,0.0,0.0,0,0.0,2017-03-01,0
PR,ADRIANOPOLIS,2016-10-01,2016,10,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,22,0.0,0.0,0,0.0,2017-04-01,0
PR,ADRIANOPOLIS,2016-11-01,2016,11,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,23,0.0,0.0,0,0.0,2017-05-01,0
PR,ADRIANOPOLIS,2016-12-01,2016,12,0,0,0,0,0,0,ADRIANOPOLIS,2015,4100202,6333,24,0.0,0.0,0,0.0,2017-06-01,0
PR,ADRIANOPOLIS,2017-01-01,2017,1,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,25,0.0,0.0,0,0.0,2017-07-01,0
PR,ADRIANOPOLIS,2017-02-01,2017,2,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,26,0.0,0.0,0,0.0,2017-08-01,0
PR,ADRIANOPOLIS,2017-03-01,2017,3,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,27,0.0,0.0,0,0.0,2017-09-01,0
PR,ADRIANOPOLIS,2017-04-01,2017,4,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,28,0.0,0.0,0,0.0,2017-10-01,0
PR,ADRIANOPOLIS,2017-05-01,2017,5,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,29,0.0,0.0,0,0.0,2017-11-01,0
PR,ADRIANOPOLIS,2017-06-01,2017,6,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,30,0.0,0.0,0,0.0,2017-12-01,0
PR,ADRIANOPOLIS,2017-07-01,2017,7,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,31,0.0,1.0,1,15.890672175433021,2018-01-01,0
PR,ADRIANOPOLIS,2017-08-01,2017,8,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,32,0.0,1.0,1,15.890672175433021,2018-02-01,0
PR,ADRIANOPOLIS,2017-09-01,2017,9,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,33,0.0,1.0,1,15.890672175433021,2018-03-01,0
PR,ADRIANOPOLIS,2017-10-01,2017,10,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,34,0.0,1.0,1,15.890672175433021,2018-04-01,0
PR,ADRIANOPOLIS,2017-11-01,2017,11,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,35,0.0,1.0,1,15.890672175433021,2018-05-01,0
PR,ADRIANOPOLIS,2017-12-01,2017,12,0,0,0,0,0,0,ADRIANOPOLIS,2016,4100202,6293,36,0.0,1.0,1,15.890672175433021,2018-06-01,0
PR,ADRIANOPOLIS,2018-01-01,2018,1,1,1,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,37,1.0,0.0,0,0.0,2018-07-01,0
PR,ADRIANOPOLIS,2018-02-01,2018,2,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,38,1.0,0.0,0,0.0,2018-08-01,0
PR,ADRIANOPOLIS,2018-03-01,2018,3,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,39,1.0,0.0,0,0.0,2018-09-01,0
PR,ADRIANOPOLIS,2018-04-01,2018,4,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,40,1.0,0.0,0,0.0,2018-10-01,0
PR,ADRIANOPOLIS,2018-05-01,2018,5,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,41,1.0,0.0,0,0.0,2018-11-01,0
PR,ADRIANOPOLIS,2018-06-01,2018,6,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,42,1.0,0.0,0,0.0,2018-12-01,0
PR,ADRIANOPOLIS,2018-07-01,2018,7,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,43,1.0,0.0,0,0.0,2019-01-01,0
PR,ADRIANOPOLIS,2018-08-01,2018,8,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,44,1.0,1.0,1,15.98976654940838,2019-02-01,0
PR,ADRIANOPOLIS,2018-09-01,2018,9,0,0,0,0,0,0,ADRIANOPOLIS,2017,4100202,6254,45,1.0,1.0,1,15.98976654940838,2019-03-01,0
