uf,municipio,data_referencia,ano,mes,total_violencia_grave,homicidio_doloso,latrocinio,tentativa_homicidio,lesao_corporal_seguida_morte,feminicidio,municipio_normalizado,ano_populacao,codigo_ibge,populacao,meses_historico,maximo_12m_ate_data_consulta,soma_violencia_grave_proximos_6m,meses_com_violencia_grave_proximos_6m,taxa_violencia_grave_proximos_6m_100k,data_fim_horizonte,alerta_taxa_violencia_grave_proximos_6m
RS,CHAPADA,2018-08-01,2018,8,3,0,0,3,0,0,CHAPADA,2017,4305306,9597,44,3.0,1.0,1,10.419922892570595,2019-02-01,0
RS,CHAPADA,2018-09-01,2018,9,0,0,0,0,0,0,CHAPADA,2017,4305306,9597,45,3.0,1.0,1,10.419922892570595,2019-03-01,0
RS,CHAPADA,2018-10-01,2018,10,1,0,0,1,0,0,CHAPADA,2017,4305306,9597,46,3.0,1.0,1,10.419922892570595,2019-04-01,0
RS,CHAPADA,2018-11-01,2018,11,0,0,0,0,0,0,CHAPADA,2017,4305306,9597,47,3.0,2.0,2,20.83984578514119,2019-05-01,0
RS,CHAPADA,2018-12-01,2018,12,0,0,0,0,0,0,CHAPADA,2017,4305306,9597,48,3.0,3.0,3,31.259768677711783,2019-06-01,1
RS,CHAPADA,2019-01-01,2019,1,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,49,3.0,3.0,3,32.25806451612903,2019-07-01,1
RS,CHAPADA,2019-02-01,2019,2,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,50,3.0,3.0,3,32.25806451612903,2019-08-01,1
RS,CHAPADA,2019-03-01,2019,3,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,51,3.0,3.0,3,32.25806451612903,2019-09-01,1
RS,CHAPADA,2019-04-01,2019,4,1,0,0,1,0,0,CHAPADA,2018,4305306,9300,52,3.0,2.0,2,21.50537634408602,2019-10-01,0
RS,CHAPADA,2019-05-01,2019,5,1,0,0,1,0,0,CHAPADA,2018,4305306,9300,53,3.0,1.0,1,10.75268817204301,2019-11-01,0
RS,CHAPADA,2019-06-01,2019,6,1,0,0,1,0,0,CHAPADA,2018,4305306,9300,54,3.0,0.0,0,0.0,2019-12-01,0
RS,CHAPADA,2019-07-01,2019,7,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,55,3.0,0.0,0,0.0,2020-01-01,0
RS,CHAPADA,2019-08-01,2019,8,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,56,1.0,0.0,0,0.0,2020-02-01,0
RS,CHAPADA,2019-09-01,2019,9,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,57,1.0,0.0,0,0.0,2020-03-01,0
RS,CHAPADA,2019-10-01,2019,10,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,58,1.0,0.0,0,0.0,2020-04-01,0
RS,CHAPADA,2019-11-01,2019,11,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,59,1.0,0.0,0,0.0,2020-05-01,0
RS,CHAPADA,2019-12-01,2019,12,0,0,0,0,0,0,CHAPADA,2018,4305306,9300,60,1.0,0.0,0,0.0,2020-06-01,0
RS,CHAPADA,2020-01-01,2020,1,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,61,1.0,1.0,1,10.788650339842487,2020-07-01,0
RS,CHAPADA,2020-02-01,2020,2,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,62,1.0,1.0,1,10.788650339842487,2020-08-01,0
RS,CHAPADA,2020-03-01,2020,3,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,63,1.0,1.0,1,10.788650339842487,2020-09-01,0
RS,CHAPADA,2020-04-01,2020,4,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,64,1.0,1.0,1,10.788650339842487,2020-10-01,0
RS,CHAPADA,2020-05-01,2020,5,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,65,1.0,1.0,1,10.788650339842487,2020-11-01,0
RS,CHAPADA,2020-06-01,2020,6,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,66,0.0,1.0,1,10.788650339842487,2020-12-01,0
RS,CHAPADA,2020-07-01,2020,7,1,0,0,1,0,0,CHAPADA,2019,4305306,9269,67,1.0,0.0,0,0.0,2021-01-01,0
RS,CHAPADA,2020-08-01,2020,8,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,68,1.0,0.0,0,0.0,2021-02-01,0
RS,CHAPADA,2020-09-01,2020,9,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,69,1.0,0.0,0,0.0,2021-03-01,0
RS,CHAPADA,2020-10-01,2020,10,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,70,1.0,0.0,0,0.0,2021-04-01,0
RS,CHAPADA,2020-11-01,2020,11,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,71,1.0,0.0,0,0.0,2021-05-01,0
RS,CHAPADA,2020-12-01,2020,12,0,0,0,0,0,0,CHAPADA,2019,4305306,9269,72,1.0,0.0,0,0.0,2021-06-01,0
RS,CHAPADA,2021-01-01,2021,1,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,73,1.0,0.0,0,0.0,2021-07-01,0
RS,CHAPADA,2021-02-01,2021,2,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,74,1.0,0.0,0,0.0,2021-08-01,0
RS,CHAPADA,2021-03-01,2021,3,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,75,1.0,0.0,0,0.0,2021-09-01,0
RS,CHAPADA,2021-04-01,2021,4,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,76,1.0,0.0,0,0.0,2021-10-01,0
RS,CHAPADA,2021-05-01,2021,5,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,77,1.0,0.0,0,0.0,2021-11-01,0
RS,CHAPADA,2021-06-01,2021,6,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,78,1.0,0.0,0,0.0,2021-12-01,0
RS,CHAPADA,2021-07-01,2021,7,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,79,0.0,0.0,0,0.0,2022-01-01,0
RS,CHAPADA,2021-08-01,2021,8,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,80,0.0,1.0,1,10.823682216690118,2022-02-01,0
RS,CHAPADA,2021-09-01,2021,9,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,81,0.0,1.0,1,10.823682216690118,2022-03-01,0
RS,CHAPADA,2021-10-01,2021,10,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,82,0.0,1.0,1,10.823682216690118,2022-04-01,0
RS,CHAPADA,2021-11-01,2021,11,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,83,0.0,1.0,1,10.823682216690118,2022-05-01,0
RS,CHAPADA,2021-12-01,2021,12,0,0,0,0,0,0,CHAPADA,2020,4305306,9239,84,0.0,1.0,1,10.823682216690118,2022-06-01,0
RS,CHAPADA,2022-01-01,2022,1,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,85,0.0,1.0,1,10.856584518510477,2022-07-01,0
RS,CHAPADA,2022-02-01,2022,2,1,1,0,0,0,0,CHAPADA,2021,4305306,9211,86,1.0,0.0,0,0.0,2022-08-01,0
RS,CHAPADA,2022-03-01,2022,3,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,87,1.0,0.0,0,0.0,2022-09-01,0
RS,CHAPADA,2022-04-01,2022,4,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,88,1.0,0.0,0,0.0,2022-10-01,0
RS,CHAPADA,2022-05-01,2022,5,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,89,1.0,0.0,0,0.0,2022-11-01,0
RS,CHAPADA,2022-06-01,2022,6,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,90,1.0,0.0,0,0.0,2022-12-01,0
RS,CHAPADA,2022-07-01,2022,7,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,91,1.0,0.0,0,0.0,2023-01-01,0
RS,CHAPADA,2022-08-01,2022,8,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,92,1.0,0.0,0,0.0,2023-02-01,0
RS,CHAPADA,2022-09-01,2022,9,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,93,1.0,0.0,0,0.0,2023-03-01,0
RS,CHAPADA,2022-10-01,2022,10,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,94,1.0,0.0,0,0.0,2023-04-01,0
RS,CHAPADA,2022-11-01,2022,11,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,95,1.0,0.0,0,0.0,2023-05-01,0
RS,CHAPADA,2022-12-01,2022,12,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,96,1.0,0.0,0,0.0,2023-06-01,0
RS,CHAPADA,2023-01-01,2023,1,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,97,1.0,0.0,0,0.0,2023-07-01,0
RS,CHAPADA,2023-02-01,2023,2,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,98,0.0,0.0,0,0.0,2023-08-01,0
RS,CHAPADA,2023-03-01,2023,3,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,99,0.0,0.0,0,0.0,2023-09-01,0
RS,CHAPADA,2023-04-01,2023,4,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,100,0.0,0.0,0,0.0,2023-10-01,0
RS,CHAPADA,2023-05-01,2023,5,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,101,0.0,0.0,0,0.0,2023-11-01,0
RS,CHAPADA,2023-06-01,2023,6,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,102,0.0,1.0,1,10.856584518510477,2023-12-01,0
RS,CHAPADA,2023-07-01,2023,7,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,103,0.0,1.0,1,10.856584518510477,2024-01-01,0
RS,CHAPADA,2023-08-01,2023,8,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,104,0.0,1.0,1,10.856584518510477,2024-02-01,0
RS,CHAPADA,2023-09-01,2023,9,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,105,0.0,1.0,1,10.856584518510477,2024-03-01,0
RS,CHAPADA,2023-10-01,2023,10,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,106,0.0,2.0,2,21.713169037020954,2024-04-01,0
RS,CHAPADA,2023-11-01,2023,11,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,107,0.0,3.0,3,32.56975355553143,2024-05-01,1
RS,CHAPADA,2023-12-01,2023,12,1,1,0,0,0,0,CHAPADA,2021,4305306,9211,108,1.0,2.0,2,21.713169037020954,2024-06-01,0
RS,CHAPADA,2024-01-01,2024,1,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,109,1.0,2.0,2,21.713169037020954,2024-07-01,0
RS,CHAPADA,2024-02-01,2024,2,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,110,1.0,2.0,2,21.713169037020954,2024-08-01,0
RS,CHAPADA,2024-03-01,2024,3,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,111,1.0,2.0,2,21.713169037020954,2024-09-01,0
RS,CHAPADA,2024-04-01,2024,4,1,0,0,1,0,0,CHAPADA,2021,4305306,9211,112,1.0,1.0,1,10.856584518510477,2024-10-01,0
RS,CHAPADA,2024-05-01,2024,5,1,0,0,1,0,0,CHAPADA,2021,4305306,9211,113,1.0,0.0,0,0.0,2024-11-01,0
RS,CHAPADA,2024-06-01,2024,6,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,114,1.0,0.0,0,0.0,2024-12-01,0
RS,CHAPADA,2024-07-01,2024,7,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,115,1.0,0.0,0,0.0,2025-01-01,0
RS,CHAPADA,2024-08-01,2024,8,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,116,1.0,1.0,1,10.856584518510477,2025-02-01,0
RS,CHAPADA,2024-09-01,2024,9,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,117,1.0,1.0,1,10.856584518510477,2025-03-01,0
RS,CHAPADA,2024-10-01,2024,10,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,118,1.0,1.0,1,10.856584518510477,2025-04-01,0
RS,CHAPADA,2024-11-01,2024,11,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,119,1.0,1.0,1,10.856584518510477,2025-05-01,0
RS,CHAPADA,2024-12-01,2024,12,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,120,1.0,1.0,1,10.856584518510477,2025-06-01,0
RS,CHAPADA,2025-01-01,2025,1,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,121,1.0,1.0,1,10.856584518510477,2025-07-01,0
RS,CHAPADA,2025-02-01,2025,2,1,0,0,1,0,0,CHAPADA,2021,4305306,9211,122,1.0,0.0,0,0.0,2025-08-01,0
RS,CHAPADA,2025-03-01,2025,3,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,123,1.0,1.0,1,10.856584518510477,2025-09-01,0
RS,CHAPADA,2025-04-01,2025,4,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,124,1.0,1.0,1,10.856584518510477,2025-10-01,0
RS,CHAPADA,2025-05-01,2025,5,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,125,1.0,1.0,1,10.856584518510477,2025-11-01,0
RS,CHAPADA,2025-06-01,2025,6,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,126,1.0,1.0,1,10.856584518510477,2025-12-01,0
RS,CHAPADA,2025-07-01,2025,7,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,127,1.0,,1,,2026-01-01,
RS,CHAPADA,2025-08-01,2025,8,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,128,1.0,,1,,2026-02-01,
RS,CHAPADA,2025-09-01,2025,9,1,0,0,1,0,0,CHAPADA,2021,4305306,9211,129,1.0,,0,,2026-03-01,
RS,CHAPADA,2025-10-01,2025,10,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,130,1.0,,0,,2026-04-01,
RS,CHAPADA,2025-11-01,2025,11,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,131,1.0,,0,,2026-05-01,
RS,CHAPADA,2025-12-01,2025,12,0,0,0,0,0,0,CHAPADA,2021,4305306,9211,132,1.0,,0,,2026-06-01,
RS,CHARQUEADAS,2015-01-01,2015,1,3,3,0,0,0,0,CHARQUEADAS,2014,4305355,37946,1,,10.0,5,26.353238813050123,2015-07-01,
RS,CHARQUEADAS,2015-02-01,2015,2,2,1,0,1,0,0,CHARQUEADAS,2014,4305355,37946,2,,9.0,5,23.71791493174511,2015-08-01,
RS,CHARQUEADAS,2015-03-01,2015,3,1,1,0,0,0,0,CHARQUEADAS,2014,4305355,37946,3,,8.0,4,21.0825910504401,2015-09-01,
RS,CHARQUEADAS,2015-04-01,2015,4,3,0,0,3,0,0,CHARQUEADAS,2014,4305355,37946,4,,6.0,4,15.811943287830074,2015-10-01,
RS,CHARQUEADAS,2015-05-01,2015,5,2,1,0,1,0,0,CHARQUEADAS,2014,4305355,37946,5,,8.0,4,21.0825910504401,2015-11-01,
RS,CHARQUEADAS,2015-06-01,2015,6,2,1,0,1,0,0,CHARQUEADAS,2014,4305355,37946,6,,6.0,3,15.811943287830074,2015-12-01,
RS,CHARQUEADAS,2015-07-01,2015,7,0,0,0,0,0,0,CHARQUEADAS,2014,4305355,37946,7,,8.0,4,21.0825910504401,2016-01-01,
RS,CHARQUEADAS,2015-08-01,2015,8,1,1,0,0,0,0,CHARQUEADAS,2014,4305355,37946,8,,9.0,4,23.71791493174511,2016-02-01,
RS,CHARQUEADAS,2015-09-01,2015,9,0,0,0,0,0,0,CHARQUEADAS,2014,4305355,37946,9,,9.0,4,23.71791493174511,2016-03-01,
RS,CHARQUEADAS,2015-10-01,2015,10,1,0,0,1,0,0,CHARQUEADAS,2014,4305355,37946,10,,8.0,3,21.0825910504401,2016-04-01,
RS,CHARQUEADAS,2015-11-01,2015,11,4,0,0,4,0,0,CHARQUEADAS,2014,4305355,37946,11,,8.0,3,21.0825910504401,2016-05-01,
RS,CHARQUEADAS,2015-12-01,2015,12,0,0,0,0,0,0,CHARQUEADAS,2014,4305355,37946,12,4.0,8.0,3,21.0825910504401,2016-06-01,0
RS,CHARQUEADAS,2016-01-01,2016,1,2,0,0,2,0,0,CHARQUEADAS,2015,4305355,38281,13,4.0,6.0,2,15.673571745774666,2016-07-01,0
RS,CHARQUEADAS,2016-02-01,2016,2,2,1,0,1,0,0,CHARQUEADAS,2015,4305355,38281,14,4.0,4.0,1,10.449047830516445,2016-08-01,0
RS,CHARQUEADAS,2016-03-01,2016,3,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,15,4.0,6.0,2,15.673571745774666,2016-09-01,0
RS,CHARQUEADAS,2016-04-01,2016,4,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,16,4.0,8.0,3,20.89809566103289,2016-10-01,0
RS,CHARQUEADAS,2016-05-01,2016,5,4,3,0,1,0,0,CHARQUEADAS,2015,4305355,38281,17,4.0,4.0,2,10.449047830516445,2016-11-01,0
RS,CHARQUEADAS,2016-06-01,2016,6,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,18,4.0,4.0,2,10.449047830516445,2016-12-01,0
RS,CHARQUEADAS,2016-07-01,2016,7,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,19,4.0,4.0,2,10.449047830516445,2017-01-01,0
RS,CHARQUEADAS,2016-08-01,2016,8,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,20,4.0,5.0,3,13.061309788145556,2017-02-01,0
RS,CHARQUEADAS,2016-09-01,2016,9,2,1,0,1,0,0,CHARQUEADAS,2015,4305355,38281,21,4.0,3.0,2,7.836785872887333,2017-03-01,0
RS,CHARQUEADAS,2016-10-01,2016,10,2,0,0,2,0,0,CHARQUEADAS,2015,4305355,38281,22,4.0,3.0,2,7.836785872887333,2017-04-01,0
RS,CHARQUEADAS,2016-11-01,2016,11,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,23,4.0,3.0,2,7.836785872887333,2017-05-01,0
RS,CHARQUEADAS,2016-12-01,2016,12,0,0,0,0,0,0,CHARQUEADAS,2015,4305355,38281,24,4.0,3.0,2,7.836785872887333,2017-06-01,0
RS,CHARQUEADAS,2017-01-01,2017,1,0,0,0,0,0,0,CHARQUEADAS,2016,4305355,38599,25,4.0,4.0,3,10.362962771056244,2017-07-01,0
RS,CHARQUEADAS,2017-02-01,2017,2,1,0,0,1,0,0,CHARQUEADAS,2016,4305355,38599,26,4.0,4.0,3,10.362962771056244,2017-08-01,0
RS,CHARQUEADAS,2017-03-01,2017,3,0,0,0,0,0,0,CHARQUEADAS,2016,4305355,38599,27,4.0,4.0,3,10.362962771056244,2017-09-01,0
RS,CHARQUEADAS,2017-04-01,2017,4,2,1,0,1,0,0,CHARQUEADAS,2016,4305355,38599,28,4.0,4.0,3,10.362962771056244,2017-10-01,0
RS,CHARQUEADAS,2017-05-01,2017,5,0,0,0,0,0,0,CHARQUEADAS,2016,4305355,38599,29,2.0,8.0,4,20.72592554211249,2017-11-01,0
RS,CHARQUEADAS,2017-06-01,2017,6,0,0,0,0,0,0,CHARQUEADAS,2016,4305355,38599,30,2.0,10.0,5,25.907406927640615,2017-12-01,1
RS,CHARQUEADAS,2017-07-01,2017,7,1,1,0,0,0,0,CHARQUEADAS,2016,4305355,38599,31,2.0,10.0,5,25.907406927640615,2018-01-01,1
RS,CHARQUEADAS,2017-08-01,2017,8,1,0,0,1,0,0,CHARQUEADAS,2016,4305355,38599,32,2.0,10.0,5,25.907406927640615,2018-02-01,1
RS,CHARQUEADAS,2017-09-01,2017,9,0,0,0,0,0,0,CHARQUEADAS,2016,4305355,38599,33,2.0,11.0,6,28.498147620404676,2018-03-01,1
RS,CHARQUEADAS,2017-10-01,2017,10,2,0,0,2,0,0,CHARQUEADAS,2016,4305355,38599,34,2.0,11.0,6,28.498147620404676,2018-04-01,1
RS,CHARQUEADAS,2017-11-01,2017,11,4,1,0,3,0,0,CHARQUEADAS,2016,4305355,38599,35,4.0,12.0,6,31.088888313168734,2018-05-01,1
RS,CHARQUEADAS,2017-12-01,2017,12,2,1,0,1,0,0,CHARQUEADAS,2016,4305355,38599,36,4.0,12.0,6,31.088888313168734,2018-06-01,1
RS,CHARQUEADAS,2018-01-01,2018,1,1,0,0,1,0,0,CHARQUEADAS,2017,4305355,38899,37,4.0,13.0,6,33.41988225918404,2018-07-01,1
RS,CHARQUEADAS,2018-02-01,2018,2,1,0,0,1,0,0,CHARQUEADAS,2017,4305355,38899,38,4.0,13.0,6,33.41988225918404,2018-08-01,1
RS,CHARQUEADAS,2018-03-01,2018,3,1,1,0,0,0,0,CHARQUEADAS,2017,4305355,38899,39,4.0,13.0,6,33.41988225918404,2018-09-01,1
RS,CHARQUEADAS,2018-04-01,2018,4,2,1,0,1,0,0,CHARQUEADAS,2017,4305355,38899,40,4.0,12.0,6,30.84912208540065,2018-10-01,1
RS,CHARQUEADAS,2018-05-01,2018,5,5,1,0,4,0,0,CHARQUEADAS,2017,4305355,38899,41,5.0,8.0,6,20.5660813902671,2018-11-01,0
RS,CHARQUEADAS,2018-06-01,2018,6,2,1,0,0,0,1,CHARQUEADAS,2017,4305355,38899,42,5.0,7.0,6,17.995321216483713,2018-12-01,0
RS,CHARQUEADAS,2018-07-01,2018,7,2,0,0,1,1,0,CHARQUEADAS,2017,4305355,38899,43,5.0,6.0,6,15.424561042700326,2019-01-01,0
RS,CHARQUEADAS,2018-08-01,2018,8,1,1,0,0,0,0,CHARQUEADAS,2017,4305355,38899,44,5.0,7.0,6,17.995321216483713,2019-02-01,0
RS,CHARQUEADAS,2018-09-01,2018,9,1,0,0,1,0,0,CHARQUEADAS,2017,4305355,38899,45,5.0,6.0,5,15.424561042700326,2019-03-01,0
RS,CHARQUEADAS,2018-10-01,2018,10,1,1,0,0,0,0,CHARQUEADAS,2017,4305355,38899,46,5.0,5.0,4,12.853800868916938,2019-04-01,0
RS,CHARQUEADAS,2018-11-01,2018,11,1,1,0,0,0,0,CHARQUEADAS,2017,4305355,38899,47,5.0,4.0,3,10.28304069513355,2019-05-01,0
RS,CHARQUEADAS,2018-12-01,2018,12,1,0,0,1,0,0,CHARQUEADAS,2017,4305355,38899,48,5.0,3.0,2,7.712280521350163,2019-06-01,0
RS,CHARQUEADAS,2019-01-01,2019,1,1,1,0,0,0,0,CHARQUEADAS,2018,4305355,40301,49,5.0,2.0,1,4.962656013498425,2019-07-01,0
RS,CHARQUEADAS,2019-02-01,2019,2,2,1,0,1,0,0,CHARQUEADAS,2018,4305355,40301,50,5.0,23.0,1,57.07054415523188,2019-08-01,0
RS,CHARQUEADAS,2019-03-01,2019,3,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,51,5.0,24.0,2,59.551872161981095,2019-09-01,1
RS,CHARQUEADAS,2019-04-01,2019,4,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,52,5.0,25.0,3,62.03320016873031,2019-10-01,1
RS,CHARQUEADAS,2019-05-01,2019,5,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,53,2.0,25.0,3,62.03320016873031,2019-11-01,1
RS,CHARQUEADAS,2019-06-01,2019,6,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,54,2.0,25.0,3,62.03320016873031,2019-12-01,1
RS,CHARQUEADAS,2019-07-01,2019,7,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,55,2.0,27.0,4,66.99585618222872,2020-01-01,1
RS,CHARQUEADAS,2019-08-01,2019,8,23,1,0,22,0,0,CHARQUEADAS,2018,4305355,40301,56,23.0,4.0,3,9.92531202699685,2020-02-01,0
RS,CHARQUEADAS,2019-09-01,2019,9,1,0,0,1,0,0,CHARQUEADAS,2018,4305355,40301,57,23.0,5.0,3,12.40664003374606,2020-03-01,0
RS,CHARQUEADAS,2019-10-01,2019,10,1,0,0,1,0,0,CHARQUEADAS,2018,4305355,40301,58,23.0,4.0,2,9.92531202699685,2020-04-01,0
RS,CHARQUEADAS,2019-11-01,2019,11,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,59,23.0,4.0,2,9.92531202699685,2020-05-01,0
RS,CHARQUEADAS,2019-12-01,2019,12,0,0,0,0,0,0,CHARQUEADAS,2018,4305355,40301,60,23.0,4.0,2,9.92531202699685,2020-06-01,0
RS,CHARQUEADAS,2020-01-01,2020,1,2,0,0,2,0,0,CHARQUEADAS,2019,4305355,40789,61,23.0,4.0,2,9.806565495599303,2020-07-01,0
RS,CHARQUEADAS,2020-02-01,2020,2,0,0,0,0,0,0,CHARQUEADAS,2019,4305355,40789,62,23.0,4.0,2,9.806565495599303,2020-08-01,0
RS,CHARQUEADAS,2020-03-01,2020,3,2,0,0,2,0,0,CHARQUEADAS,2019,4305355,40789,63,23.0,3.0,2,7.354924121699478,2020-09-01,0
RS,CHARQUEADAS,2020-04-01,2020,4,0,0,0,0,0,0,CHARQUEADAS,2019,4305355,40789,64,23.0,5.0,3,12.25820686949913,2020-10-01,0
RS,CHARQUEADAS,2020-05-01,2020,5,0,0,0,0,0,0,CHARQUEADAS,2019,4305355,40789,65,23.0,8.0,4,19.613130991198606,2020-11-01,0
RS,CHARQUEADAS,2020-06-01,2020,6,0,0,0,0,0,0,CHARQUEADAS,2019,4305355,40789,66,23.0,9.0,5,22.06477236509843,2020-12-01,0
RS,CHARQUEADAS,2020-07-01,2020,7,2,0,0,1,0,1,CHARQUEADAS,2019,4305355,40789,67,23.0,7.0,4,17.16148961729878,2021-01-01,0
RS,CHARQUEADAS,2020-08-01,2020,8,0,0,0,0,0,0,CHARQUEADAS,2019,4305355,40789,68,2.0,7.0,4,17.16148961729878,2021-02-01,0
RS,CHARQUEADAS,2020-09-01,2020,9,1,0,0,1,0,0,CHARQUEADAS,2019,4305355,40789,69,2.0,6.0,3,14.709848243398955,2021-03-01,0
RS,CHARQUEADAS,2020-10-01,2020,10,2,0,0,2,0,0,CHARQUEADAS,2019,4305355,40789,70,2.0,5.0,3,12.25820686949913,2021-04-01,0
RS,CHARQUEADAS,2020-11-01,2020,11,3,0,0,3,0,0,CHARQUEADAS,2019,4305355,40789,71,3.0,2.0,2,4.9032827477996515,2021-05-01,0
RS,CHARQUEADAS,2020-12-01,2020,12,1,0,0,1,0,0,CHARQUEADAS,2019,4305355,40789,72,3.0,1.0,1,2.4516413738998257,2021-06-01,0
RS,CHARQUEADAS,2021-01-01,2021,1,0,0,0,0,0,0,CHARQUEADAS,2020,4305355,41258,73,3.0,2.0,2,4.847544718600029,2021-07-01,0
RS,CHARQUEADAS,2021-02-01,2021,2,0,0,0,0,0,0,CHARQUEADAS,2020,4305355,41258,74,3.0,2.0,2,4.847544718600029,2021-08-01,0
RS,CHARQUEADAS,2021-03-01,2021,3,0,0,0,0,0,0,CHARQUEADAS,2020,4305355,41258,75,3.0,5.0,3,12.118861796500072,2021-09-01,0
RS,CHARQUEADAS,2021-04-01,2021,4,1,0,0,1,0,0,CHARQUEADAS,2020,4305355,41258,76,3.0,4.0,2,9.695089437200059,2021-10-01,0
RS,CHARQUEADAS,2021-05-01,2021,5,0,0,0,0,0,0,CHARQUEADAS,2020,4305355,41258,77,3.0,5.0,3,12.118861796500072,2021-11-01,0
RS,CHARQUEADAS,2021-06-01,2021,6,0,0,0,0,0,0,CHARQUEADAS,2020,4305355,41258,78,3.0,7.0,4,16.966406515100104,2021-12-01,0
RS,CHARQUEADAS,2021-07-01,2021,7,1,1,0,0,0,0,CHARQUEADAS,2020,4305355,41258,79,3.0,7.0,4,16.966406515100104,2022-01-01,0
RS,CHARQUEADAS,2021-08-01,2021,8,0,0,0,0,0,0,CHARQUEADAS,2020,4305355,41258,80,3.0,9.0,5,21.81395123370013,2022-02-01,0
