codigo_ibge,uf,municipio_ibge,municipio_normalizado,ano_populacao,populacao
4113452,PR,Lindoeste,LINDOESTE,2017,5071
4113452,PR,Lindoeste,LINDOESTE,2018,4762
4113452,PR,Lindoeste,LINDOESTE,2019,4676
4113452,PR,Lindoeste,LINDOESTE,2020,4592
4113452,PR,Lindoeste,LINDOESTE,2021,4488
4113502,PR,Loanda,LOANDA,2013,22288
4113502,PR,Loanda,LOANDA,2014,22448
4113502,PR,Loanda,LOANDA,2015,22603
4113502,PR,Loanda,LOANDA,2016,22754
4113502,PR,Loanda,LOANDA,2017,22903
4113502,PR,Loanda,LOANDA,2018,22927
4113502,PR,Loanda,LOANDA,2019,23086
4113502,PR,Loanda,LOANDA,2020,23242
4113502,PR,Loanda,LOANDA,2021,23393
4113601,PR,Lobato,LOBATO,2013,4626
4113601,PR,Lobato,LOBATO,2014,4658
4113601,PR,Lobato,LOBATO,2015,4690
4113601,PR,Lobato,LOBATO,2016,4721
4113601,PR,Lobato,LOBATO,2017,4751
4113601,PR,Lobato,LOBATO,2018,4755
4113601,PR,Lobato,LOBATO,2019,4787
4113601,PR,Lobato,LOBATO,2020,4819
4113601,PR,Lobato,LOBATO,2021,4850
4113700,PR,Londrina,LONDRINA,2013,537566
4113700,PR,Londrina,LONDRINA,2014,543003
4113700,PR,Londrina,LONDRINA,2015,548249
4113700,PR,Londrina,LONDRINA,2016,553393
4113700,PR,Londrina,LONDRINA,2017,558439
4113700,PR,Londrina,LONDRINA,2018,563943
4113700,PR,Londrina,LONDRINA,2019,569733
4113700,PR,Londrina,LONDRINA,2020,575377
4113700,PR,Londrina,LONDRINA,2021,580870
4113734,PR,Luiziana,LUIZIANA,2013,7487
4113734,PR,Luiziana,LUIZIANA,2014,7479
4113734,PR,Luiziana,LUIZIANA,2015,7471
4113734,PR,Luiziana,LUIZIANA,2016,7463
4113734,PR,Luiziana,LUIZIANA,2017,7455
4113734,PR,Luiziana,LUIZIANA,2018,7285
4113734,PR,Luiziana,LUIZIANA,2019,7262
4113734,PR,Luiziana,LUIZIANA,2020,7240
4113734,PR,Luiziana,LUIZIANA,2021,7217
4113759,PR,Lunardelli,LUNARDELLI,2013,5193
4113759,PR,Lunardelli,LUNARDELLI,2014,5159
4113759,PR,Lunardelli,LUNARDELLI,2015,5127
4113759,PR,Lunardelli,LUNARDELLI,2016,5095
4113759,PR,Lunardelli,LUNARDELLI,2017,5063
4113759,PR,Lunardelli,LUNARDELLI,2018,4845
4113759,PR,Lunardelli,LUNARDELLI,2019,4794
4113759,PR,Lunardelli,LUNARDELLI,2020,4744
4113759,PR,Lunardelli,LUNARDELLI,2021,4695
4113809,PR,Lupionópolis,LUPIONOPOLIS,2013,4805
4113809,PR,Lupionópolis,LUPIONOPOLIS,2014,4832
4113809,PR,Lupionópolis,LUPIONOPOLIS,2015,4859
4113809,PR,Lupionópolis,LUPIONOPOLIS,2016,4885
4113809,PR,Lupionópolis,LUPIONOPOLIS,2017,4911
4113809,PR,Lupionópolis,LUPIONOPOLIS,2018,4894
4113809,PR,Lupionópolis,LUPIONOPOLIS,2019,4920
4113809,PR,Lupionópolis,LUPIONOPOLIS,2020,4945
4113809,PR,Lupionópolis,LUPIONOPOLIS,2021,4969
4113908,PR,Mallet,MALLET,2013,13475
4113908,PR,Mallet,MALLET,2014,13522
4113908,PR,Mallet,MALLET,2015,13567
4113908,PR,Mallet,MALLET,2016,13611
4113908,PR,Mallet,MALLET,2017,13738
4113908,PR,Mallet,MALLET,2018,13595
4113908,PR,Mallet,MALLET,2019,13630
4113908,PR,Mallet,MALLET,2020,13663
4113908,PR,Mallet,MALLET,2021,13697
4114005,PR,Mamborê,MAMBORE,2013,14095
4114005,PR,Mamborê,MAMBORE,2014,14017
4114005,PR,Mamborê,MAMBORE,2015,13943
4114005,PR,Mamborê,MAMBORE,2016,13870
4114005,PR,Mamborê,MAMBORE,2017,13798
4114005,PR,Mamborê,MAMBORE,2018,13252
4114005,PR,Mamborê,MAMBORE,2019,13132
4114005,PR,Mamborê,MAMBORE,2020,13014
4114005,PR,Mamborê,MAMBORE,2021,12900
4114104,PR,Mandaguaçu,MANDAGUACU,2013,21156
4114104,PR,Mandaguaçu,MANDAGUACU,2014,21419
4114104,PR,Mandaguaçu,MANDAGUACU,2015,21672
4114104,PR,Mandaguaçu,MANDAGUACU,2016,21920
4114104,PR,Mandaguaçu,MANDAGUACU,2017,22164
4114104,PR,Mandaguaçu,MANDAGUACU,2018,22531
4114104,PR,Mandaguaçu,MANDAGUACU,2019,22819
4114104,PR,Mandaguaçu,MANDAGUACU,2020,23100
4114104,PR,Mandaguaçu,MANDAGUACU,2021,23373
4114203,PR,Mandaguari,MANDAGUARI,2013,34006
4114203,PR,Mandaguari,MANDAGUARI,2014,34150
4114203,PR,Mandaguari,MANDAGUARI,2015,34289
4114203,PR,Mandaguari,MANDAGUARI,2016,34425
4114203,PR,Mandaguari,MANDAGUARI,2017,34559
4114203,PR,Mandaguari,MANDAGUARI,2018,34281
4114203,PR,Mandaguari,MANDAGUARI,2019,34400
4114203,PR,Mandaguari,MANDAGUARI,2020,34515
4114203,PR,Mandaguari,MANDAGUARI,2021,34628
4114302,PR,Mandirituba,MANDIRITUBA,2013,24112
4114302,PR,Mandirituba,MANDIRITUBA,2014,24516
4114302,PR,Mandirituba,MANDIRITUBA,2015,24905
4114302,PR,Mandirituba,MANDIRITUBA,2016,25287
4114302,PR,Mandirituba,MANDIRITUBA,2017,25662
4114302,PR,Mandirituba,MANDIRITUBA,2018,26411
4114302,PR,Mandirituba,MANDIRITUBA,2019,26869
4114302,PR,Mandirituba,MANDIRITUBA,2020,27315
4114302,PR,Mandirituba,MANDIRITUBA,2021,27750
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2013,3053
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2014,3003
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2015,2954
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2016,2907
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2017,2861
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2018,2639
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2019,2571
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2020,2506
4114351,PR,Manfrinópolis,MANFRINOPOLIS,2021,2442
4114401,PR,Mangueirinha,MANGUEIRINHA,2013,17402
4114401,PR,Mangueirinha,MANGUEIRINHA,2014,17367
4114401,PR,Mangueirinha,MANGUEIRINHA,2015,17334
4114401,PR,Mangueirinha,MANGUEIRINHA,2016,17301
4114401,PR,Mangueirinha,MANGUEIRINHA,2017,17269
4114401,PR,Mangueirinha,MANGUEIRINHA,2018,16787
4114401,PR,Mangueirinha,MANGUEIRINHA,2019,16714
4114401,PR,Mangueirinha,MANGUEIRINHA,2020,16642
4114401,PR,Mangueirinha,MANGUEIRINHA,2021,16572
4114500,PR,Manoel Ribas,MANOEL RIBAS,2013,13610
4114500,PR,Manoel Ribas,MANOEL RIBAS,2014,13635
4114500,PR,Manoel Ribas,MANOEL RIBAS,2015,13660
4114500,PR,Manoel Ribas,MANOEL RIBAS,2016,13684
4114500,PR,Manoel Ribas,MANOEL RIBAS,2017,13708
4114500,PR,Manoel Ribas,MANOEL RIBAS,2018,13494
4114500,PR,Manoel Ribas,MANOEL RIBAS,2019,13502
4114500,PR,Manoel Ribas,MANOEL RIBAS,2020,13510
4114500,PR,Manoel Ribas,MANOEL RIBAS,2021,13517
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2013,49773
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2014,50299
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2015,50808
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2016,51306
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2017,51795
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2018,52379
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2019,52944
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2020,53495
4114609,PR,Marechal Cândido Rondon,MARECHAL CANDIDO RONDON,2021,54031
4114708,PR,Maria Helena,MARIA HELENA,2013,6034
4114708,PR,Maria Helena,MARIA HELENA,2014,6007
4114708,PR,Maria Helena,MARIA HELENA,2015,5982
4114708,PR,Maria Helena,MARIA HELENA,2016,5957
4114708,PR,Maria Helena,MARIA HELENA,2017,5932
4114708,PR,Maria Helena,MARIA HELENA,2018,5720
4114708,PR,Maria Helena,MARIA HELENA,2019,5677
4114708,PR,Maria Helena,MARIA HELENA,2020,5634
4114708,PR,Maria Helena,MARIA HELENA,2021,5593
4114807,PR,Marialva,MARIALVA,2013,33794
4114807,PR,Marialva,MARIALVA,2014,34096
4114807,PR,Marialva,MARIALVA,2015,34388
4114807,PR,Marialva,MARIALVA,2016,34675
4114807,PR,Marialva,MARIALVA,2017,34955
4114807,PR,Marialva,MARIALVA,2018,35180
4114807,PR,Marialva,MARIALVA,2019,35496
4114807,PR,Marialva,MARIALVA,2020,35804
4114807,PR,Marialva,MARIALVA,2021,36103
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2013,9088
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2014,9083
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2015,9078
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2016,9073
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2017,9068
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2018,8858
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2019,8836
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2020,8814
4114906,PR,Marilândia do Sul,MARILANDIA DO SUL,2021,8793
4115002,PR,Marilena,MARILENA,2013,7100
4115002,PR,Marilena,MARILENA,2014,7117
4115002,PR,Marilena,MARILENA,2015,7134
4115002,PR,Marilena,MARILENA,2016,7150
4115002,PR,Marilena,MARILENA,2017,7166
4115002,PR,Marilena,MARILENA,2018,7067
4115002,PR,Marilena,MARILENA,2019,7076
4115002,PR,Marilena,MARILENA,2020,7084
4115002,PR,Marilena,MARILENA,2021,7093
4115101,PR,Mariluz,MARILUZ,2013,10526
4115101,PR,Mariluz,MARILUZ,2014,10534
4115101,PR,Mariluz,MARILUZ,2015,10541
4115101,PR,Mariluz,MARILUZ,2016,10548
4115101,PR,Mariluz,MARILUZ,2017,10555
4115101,PR,Mariluz,MARILUZ,2018,10354
4115101,PR,Mariluz,MARILUZ,2019,10345
4115101,PR,Mariluz,MARILUZ,2020,10336
4115101,PR,Mariluz,MARILUZ,2021,10327
4115200,PR,Maringá,MARINGA,2013,385753
4115200,PR,Maringá,MARINGA,2014,391698
4115200,PR,Maringá,MARINGA,2015,397437
4115200,PR,Maringá,MARINGA,2016,403063
4115200,PR,Maringá,MARINGA,2017,406693
4115200,PR,Maringá,MARINGA,2018,417010
4115200,PR,Maringá,MARINGA,2019,423666
4115200,PR,Maringá,MARINGA,2020,430157
4115200,PR,Maringá,MARINGA,2021,436472
4115309,PR,Mariópolis,MARIOPOLIS,2013,6529
4115309,PR,Mariópolis,MARIOPOLIS,2014,6558
4115309,PR,Mariópolis,MARIOPOLIS,2015,6585
4115309,PR,Mariópolis,MARIOPOLIS,2016,6612
4115309,PR,Mariópolis,MARIOPOLIS,2017,6638
4115309,PR,Mariópolis,MARIOPOLIS,2018,6586
4115309,PR,Mariópolis,MARIOPOLIS,2019,6610
4115309,PR,Mariópolis,MARIOPOLIS,2020,6632
4115309,PR,Mariópolis,MARIOPOLIS,2021,6655
4115358,PR,Maripá,MARIPA,2013,5810
4115358,PR,Maripá,MARIPA,2014,5802
4115358,PR,Maripá,MARIPA,2015,5793
4115358,PR,Maripá,MARIPA,2016,5784
4115358,PR,Maripá,MARIPA,2017,5776
4115358,PR,Maripá,MARIPA,2018,5624
4115358,PR,Maripá,MARIPA,2019,5603
4115358,PR,Maripá,MARIPA,2020,5582
4115358,PR,Maripá,MARIPA,2021,5562
4115408,PR,Marmeleiro,MARMELEIRO,2013,14397
4115408,PR,Marmeleiro,MARMELEIRO,2014,14434
4115408,PR,Marmeleiro,MARMELEIRO,2015,14470
4115408,PR,Marmeleiro,MARMELEIRO,2016,14505
4115408,PR,Marmeleiro,MARMELEIRO,2017,14539
4115408,PR,Marmeleiro,MARMELEIRO,2018,14346
4115408,PR,Marmeleiro,MARMELEIRO,2019,14367
4115408,PR,Marmeleiro,MARMELEIRO,2020,14387
4115408,PR,Marmeleiro,MARMELEIRO,2021,14407
4115457,PR,Marquinho,MARQUINHO,2013,4965
4115457,PR,Marquinho,MARQUINHO,2014,4917
4115457,PR,Marquinho,MARQUINHO,2015,4871
4115457,PR,Marquinho,MARQUINHO,2016,4826
4115457,PR,Marquinho,MARQUINHO,2017,4725
4115457,PR,Marquinho,MARQUINHO,2018,4472
4115457,PR,Marquinho,MARQUINHO,2019,4405
4115457,PR,Marquinho,MARQUINHO,2020,4340
4115457,PR,Marquinho,MARQUINHO,2021,4283
4115507,PR,Marumbi,MARUMBI,2013,4745
4115507,PR,Marumbi,MARUMBI,2014,4750
4115507,PR,Marumbi,MARUMBI,2015,4755
4115507,PR,Marumbi,MARUMBI,2016,4760
4115507,PR,Marumbi,MARUMBI,2017,4765
4115507,PR,Marumbi,MARUMBI,2018,4681
4115507,PR,Marumbi,MARUMBI,2019,4679
4115507,PR,Marumbi,MARUMBI,2020,4677
4115507,PR,Marumbi,MARUMBI,2021,4676
4115606,PR,Matelândia,MATELANDIA,2013,17026
4115606,PR,Matelândia,MATELANDIA,2014,17186
4115606,PR,Matelândia,MATELANDIA,2015,17340
4115606,PR,Matelândia,MATELANDIA,2016,17491
4115606,PR,Matelândia,MATELANDIA,2017,17640
4115606,PR,Matelândia,MATELANDIA,2018,17775
4115606,PR,Matelândia,MATELANDIA,2019,17943
4115606,PR,Matelândia,MATELANDIA,2020,18107
4115606,PR,Matelândia,MATELANDIA,2021,18266
4115705,PR,Matinhos,MATINHOS,2013,31690
4115705,PR,Matinhos,MATINHOS,2014,32148
4115705,PR,Matinhos,MATINHOS,2015,32591
4115705,PR,Matinhos,MATINHOS,2016,33024
4115705,PR,Matinhos,MATINHOS,2017,33450
4115705,PR,Matinhos,MATINHOS,2018,34207
4115705,PR,Matinhos,MATINHOS,2019,34720
4115705,PR,Matinhos,MATINHOS,2020,35219
4115705,PR,Matinhos,MATINHOS,2021,35705
4115739,PR,Mato Rico,MATO RICO,2013,3765
4115739,PR,Mato Rico,MATO RICO,2014,3716
4115739,PR,Mato Rico,MATO RICO,2015,3668
4115739,PR,Mato Rico,MATO RICO,2016,3622
4115739,PR,Mato Rico,MATO RICO,2017,3576
4115739,PR,Mato Rico,MATO RICO,2018,3340
4115739,PR,Mato Rico,MATO RICO,2019,3272
4115739,PR,Mato Rico,MATO RICO,2020,3206
4115739,PR,Mato Rico,MATO RICO,2021,3142
4115754,PR,Mauá da Serra,MAUA DA SERRA,2013,9355
4115754,PR,Mauá da Serra,MAUA DA SERRA,2014,9534
4115754,PR,Mauá da Serra,MAUA DA SERRA,2015,9705
4115754,PR,Mauá da Serra,MAUA DA SERRA,2016,9874
4115754,PR,Mauá da Serra,MAUA DA SERRA,2017,10039
4115754,PR,Mauá da Serra,MAUA DA SERRA,2018,10397
4115754,PR,Mauá da Serra,MAUA DA SERRA,2019,10601
4115754,PR,Mauá da Serra,MAUA DA SERRA,2020,10800
4115754,PR,Mauá da Serra,MAUA DA SERRA,2021,10994
4115804,PR,Medianeira,MEDIANEIRA,2013,44149
4115804,PR,Medianeira,MEDIANEIRA,2014,44523
4115804,PR,Medianeira,MEDIANEIRA,2015,44885
4115804,PR,Medianeira,MEDIANEIRA,2016,45239
4115804,PR,Medianeira,MEDIANEIRA,2017,45586
4115804,PR,Medianeira,MEDIANEIRA,2018,45812
4115804,PR,Medianeira,MEDIANEIRA,2019,46198
4115804,PR,Medianeira,MEDIANEIRA,2020,46574
4115804,PR,Medianeira,MEDIANEIRA,2021,46940
4115853,PR,Mercedes,MERCEDES,2013,5316
4115853,PR,Mercedes,MERCEDES,2014,5357
4115853,PR,Mercedes,MERCEDES,2015,5398
4115853,PR,Mercedes,MERCEDES,2016,5437
4115853,PR,Mercedes,MERCEDES,2017,5476
4115853,PR,Mercedes,MERCEDES,2018,5493
4115853,PR,Mercedes,MERCEDES,2019,5536
4115853,PR,Mercedes,MERCEDES,2020,5577
4115853,PR,Mercedes,MERCEDES,2021,5617
4115903,PR,Mirador,MIRADOR,2013,2355
4115903,PR,Mirador,MIRADOR,2014,2345
4115903,PR,Mirador,MIRADOR,2015,2334
4115903,PR,Mirador,MIRADOR,2016,2324
4115903,PR,Mirador,MIRADOR,2017,2314
4115903,PR,Mirador,MIRADOR,2018,2231
4115903,PR,Mirador,MIRADOR,2019,2213
4115903,PR,Mirador,MIRADOR,2020,2196
4115903,PR,Mirador,MIRADOR,2021,2180
4116000,PR,Miraselva,MIRASELVA,2013,1896
4116000,PR,Miraselva,MIRASELVA,2014,1890
4116000,PR,Miraselva,MIRASELVA,2015,1885
4116000,PR,Miraselva,MIRASELVA,2016,1880
4116000,PR,Miraselva,MIRASELVA,2017,1875
4116000,PR,Miraselva,MIRASELVA,2018,1816
4116000,PR,Miraselva,MIRASELVA,2019,1806
4116000,PR,Miraselva,MIRASELVA,2020,1796
4116000,PR,Miraselva,MIRASELVA,2021,1786
4116059,PR,Missal,MISSAL,2013,10813
4116059,PR,Missal,MISSAL,2014,10830
4116059,PR,Missal,MISSAL,2015,10847
4116059,PR,Missal,MISSAL,2016,10863
4116059,PR,Missal,MISSAL,2017,10879
4116059,PR,Missal,MISSAL,2018,10700
4116059,PR,Missal,MISSAL,2019,10702
4116059,PR,Missal,MISSAL,2020,10704
4116059,PR,Missal,MISSAL,2021,10706
4116109,PR,Moreira Sales,MOREIRA SALES,2013,12800
4116109,PR,Moreira Sales,MOREIRA SALES,2014,12754
4116109,PR,Moreira Sales,MOREIRA SALES,2015,12709
4116109,PR,Moreira Sales,MOREIRA SALES,2016,12664
4116109,PR,Moreira Sales,MOREIRA SALES,2017,12621
4116109,PR,Moreira Sales,MOREIRA SALES,2018,12201
4116109,PR,Moreira Sales,MOREIRA SALES,2019,12121
4116109,PR,Moreira Sales,MOREIRA SALES,2020,12042
4116109,PR,Moreira Sales,MOREIRA SALES,2021,11966
4116208,PR,Morretes,MORRETES,2013,16325
4116208,PR,Morretes,MORRETES,2014,16381
4116208,PR,Morretes,MORRETES,2015,16435
4116208,PR,Morretes,MORRETES,2016,16488
4116208,PR,Morretes,MORRETES,2017,16540
4116208,PR,Morretes,MORRETES,2018,16366
4116208,PR,Morretes,MORRETES,2019,16406
4116208,PR,Morretes,MORRETES,2020,16446
4116208,PR,Morretes,MORRETES,2021,16485
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2013,3857
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2014,3883
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2015,3909
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2016,3934
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2017,3958
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2018,3958
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2019,3984
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2020,4009
4116307,PR,Munhoz de Melo,MUNHOZ DE MELO,2021,4034
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2013,4053
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2014,4059
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2015,4064
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2016,4070
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2017,4075
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2018,4008
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2019,4008
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2020,4008
4116406,PR,Nossa Senhora das Graças,NOSSA SENHORA DAS GRACAS,2021,4009
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2013,1500
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2014,1509
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2015,1518
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2016,1527
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2017,1536
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2018,1534
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2019,1543
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2020,1551
4116505,PR,Nova Aliança do Ivaí,NOVA ALIANCA DO IVAI,2021,1560
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2013,3560
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2014,3556
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2015,3553
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2016,3549
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2017,3545
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2018,3456
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2019,3445
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2020,3434
4116604,PR,Nova América da Colina,NOVA AMERICA DA COLINA,2021,3424
4116703,PR,Nova Aurora,NOVA AURORA,2013,11786
4116703,PR,Nova Aurora,NOVA AURORA,2014,11659
4116703,PR,Nova Aurora,NOVA AURORA,2015,11537
4116703,PR,Nova Aurora,NOVA AURORA,2016,11418
4116703,PR,Nova Aurora,NOVA AURORA,2017,11300
4116703,PR,Nova Aurora,NOVA AURORA,2018,10650
4116703,PR,Nova Aurora,NOVA AURORA,2019,10472
4116703,PR,Nova Aurora,NOVA AURORA,2020,10299
4116703,PR,Nova Aurora,NOVA AURORA,2021,10131
4116802,PR,Nova Cantu,NOVA CANTU,2013,7023
4116802,PR,Nova Cantu,NOVA CANTU,2014,6833
4116802,PR,Nova Cantu,NOVA CANTU,2015,6650
4116802,PR,Nova Cantu,NOVA CANTU,2016,6471
4116802,PR,Nova Cantu,NOVA CANTU,2017,6295
4116802,PR,Nova Cantu,NOVA CANTU,2018,5550
4116802,PR,Nova Cantu,NOVA CANTU,2019,5302
4116802,PR,Nova Cantu,NOVA CANTU,2020,5061
4116802,PR,Nova Cantu,NOVA CANTU,2021,4827
4116901,PR,Nova Esperança,NOVA ESPERANCA,2013,27678
4116901,PR,Nova Esperança,NOVA ESPERANCA,2014,27783
4116901,PR,Nova Esperança,NOVA ESPERANCA,2015,27886
4116901,PR,Nova Esperança,NOVA ESPERANCA,2016,27986
4116901,PR,Nova Esperança,NOVA ESPERANCA,2017,28084
4116901,PR,Nova Esperança,NOVA ESPERANCA,2018,27821
4116901,PR,Nova Esperança,NOVA ESPERANCA,2019,27904
4116901,PR,Nova Esperança,NOVA ESPERANCA,2020,27984
4116901,PR,Nova Esperança,NOVA ESPERANCA,2021,28062
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2013,5218
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2014,5211
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2015,5206
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2016,5200
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2017,5194
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2018,5063
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2019,5046
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2020,5030
4116950,PR,Nova Esperança do Sudoeste,NOVA ESPERANCA DO SUDOESTE,2021,5014
4117008,PR,Nova Fátima,NOVA FATIMA,2013,8363
4117008,PR,Nova Fátima,NOVA FATIMA,2014,8361
4117008,PR,Nova Fátima,NOVA FATIMA,2015,8359
4117008,PR,Nova Fátima,NOVA FATIMA,2016,8357
4117008,PR,Nova Fátima,NOVA FATIMA,2017,8356
4117008,PR,Nova Fátima,NOVA FATIMA,2018,8170
4117008,PR,Nova Fátima,NOVA FATIMA,2019,8153
4117008,PR,Nova Fátima,NOVA FATIMA,2020,8136
4117008,PR,Nova Fátima,NOVA FATIMA,2021,8120
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2013,12010
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2014,11988
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2015,11968
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2016,11947
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2017,11927
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2018,11603
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2019,11554
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2020,11507
4117057,PR,Nova Laranjeiras,NOVA LARANJEIRAS,2021,11462
4117107,PR,Nova Londrina,NOVA LONDRINA,2013,13452
4117107,PR,Nova Londrina,NOVA LONDRINA,2014,13461
4117107,PR,Nova Londrina,NOVA LONDRINA,2015,13470
4117107,PR,Nova Londrina,NOVA LONDRINA,2016,13478
4117107,PR,Nova Londrina,NOVA LONDRINA,2017,13486
4117107,PR,Nova Londrina,NOVA LONDRINA,2018,13225
4117107,PR,Nova Londrina,NOVA LONDRINA,2019,13213
4117107,PR,Nova Londrina,NOVA LONDRINA,2020,13200
4117107,PR,Nova Londrina,NOVA LONDRINA,2021,13188
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2013,5733
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2014,5758
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2015,5782
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2016,5806
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2017,5829
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2018,5785
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2019,5806
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2020,5826
4117206,PR,Nova Olímpia,NOVA OLIMPIA,2021,5846
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2013,10698
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2014,10710
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2015,10722
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2016,10733
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2017,10745
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2018,10552
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2019,10548
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2020,10544
4117255,PR,Nova Prata do Iguaçu,NOVA PRATA DO IGUACU,2021,10540
4117214,PR,Nova Santa Bárbara,NOVA SANTA BARBARA,2013,4106
4117214,PR,Nova Santa Bárbara,NOVA SANTA BARBARA,2014,4135
