uf,municipio,data_referencia,total_violencia_grave,maximo_12m_ate_data_consulta,maximo_real_proximos_6m,data_fim_horizonte,alerta_violencia_grave_proximos_6m,probabilidade_alerta,alerta_previsto
SC,BRUNOPOLIS,2025-06-01,0,1.0,0.0,2025-12-01,0,0.07832592578908304,0
SC,BRUSQUE,2024-07-01,2,4.0,6.0,2025-01-01,1,0.29288719848813344,1
SC,BRUSQUE,2024-08-01,0,4.0,6.0,2025-02-01,1,0.2544821371652957,1
SC,BRUSQUE,2024-09-01,0,4.0,6.0,2025-03-01,1,0.14358425601569366,1
SC,BRUSQUE,2024-10-01,2,4.0,6.0,2025-04-01,1,0.22919901355430863,1
SC,BRUSQUE,2024-11-01,2,4.0,6.0,2025-05-01,1,0.279666258677146,1
SC,BRUSQUE,2024-12-01,6,6.0,5.0,2025-06-01,0,0.16842656963262603,1
SC,BRUSQUE,2025-01-01,3,6.0,5.0,2025-07-01,0,0.2001941632787954,1
SC,BRUSQUE,2025-02-01,3,6.0,5.0,2025-08-01,0,0.19390320070663372,1
SC,BRUSQUE,2025-03-01,5,6.0,5.0,2025-09-01,0,0.2706766930185731,1
SC,BRUSQUE,2025-04-01,2,6.0,5.0,2025-10-01,0,0.28684688653648216,1
SC,BRUSQUE,2025-05-01,1,6.0,5.0,2025-11-01,0,0.24126211378069587,1
SC,BRUSQUE,2025-06-01,1,6.0,5.0,2025-12-01,0,0.19070163943821222,1
SC,CACADOR,2024-07-01,5,9.0,5.0,2025-01-01,0,0.1634590672367967,1
SC,CACADOR,2024-08-01,3,9.0,5.0,2025-02-01,0,0.2339204352902776,1
SC,CACADOR,2024-09-01,3,9.0,5.0,2025-03-01,0,0.2150160409025997,1
SC,CACADOR,2024-10-01,1,9.0,5.0,2025-04-01,0,0.11538429966410443,1
SC,CACADOR,2024-11-01,4,9.0,5.0,2025-05-01,0,0.21574872847386825,1
SC,CACADOR,2024-12-01,2,9.0,5.0,2025-06-01,0,0.21844708808721303,1
SC,CACADOR,2025-01-01,5,9.0,4.0,2025-07-01,0,0.26265523225926646,1
SC,CACADOR,2025-02-01,0,6.0,4.0,2025-08-01,0,0.27122066570762493,1
SC,CACADOR,2025-03-01,4,5.0,5.0,2025-09-01,0,0.45502944028244247,1
SC,CACADOR,2025-04-01,2,5.0,5.0,2025-10-01,0,0.39055367421598364,1
SC,CACADOR,2025-05-01,4,5.0,5.0,2025-11-01,0,0.4390544255435254,1
SC,CACADOR,2025-06-01,2,5.0,5.0,2025-12-01,0,0.49916472346654334,1
SC,CAIBI,2024-07-01,0,0.0,1.0,2025-01-01,1,0.28415786758253525,1
SC,CAIBI,2024-08-01,1,1.0,1.0,2025-02-01,0,0.10797086117177773,0
SC,CAIBI,2024-09-01,0,1.0,1.0,2025-03-01,0,0.09930450206841861,0
SC,CAIBI,2024-10-01,0,1.0,1.0,2025-04-01,0,0.08703263286001747,0
SC,CAIBI,2024-11-01,0,1.0,1.0,2025-05-01,0,0.08870018074696345,0
SC,CAIBI,2024-12-01,1,1.0,1.0,2025-06-01,0,0.1515879577670907,1
SC,CAIBI,2025-01-01,1,1.0,1.0,2025-07-01,0,0.22802742912768226,1
SC,CAIBI,2025-02-01,1,1.0,0.0,2025-08-01,0,0.2817263385747477,1
SC,CAIBI,2025-03-01,0,1.0,0.0,2025-09-01,0,0.28296431413542744,1
SC,CAIBI,2025-04-01,0,1.0,0.0,2025-10-01,0,0.28320196065158754,1
SC,CAIBI,2025-05-01,0,1.0,0.0,2025-11-01,0,0.2866510701764141,1
SC,CAIBI,2025-06-01,0,1.0,0.0,2025-12-01,0,0.29649387450422554,1
SC,CALMON,2024-07-01,0,1.0,1.0,2025-01-01,0,0.13825236680340455,1
SC,CALMON,2024-08-01,0,1.0,1.0,2025-02-01,0,0.14073111623262805,1
SC,CALMON,2024-09-01,0,1.0,1.0,2025-03-01,0,0.13659061752758692,1
SC,CALMON,2024-10-01,0,1.0,2.0,2025-04-01,1,0.13562548671788402,1
SC,CALMON,2024-11-01,0,1.0,2.0,2025-05-01,1,0.13562548671788402,1
SC,CALMON,2024-12-01,0,1.0,2.0,2025-06-01,1,0.21727235907788692,1
SC,CALMON,2025-01-01,1,1.0,2.0,2025-07-01,1,0.14953252757424532,1
SC,CALMON,2025-02-01,0,1.0,3.0,2025-08-01,1,0.14174515716361086,1
SC,CALMON,2025-03-01,0,1.0,3.0,2025-09-01,1,0.2002956923331839,1
SC,CALMON,2025-04-01,2,2.0,3.0,2025-10-01,1,0.10003135151050785,0
SC,CALMON,2025-05-01,0,2.0,3.0,2025-11-01,1,0.07250319983597149,0
SC,CALMON,2025-06-01,0,2.0,3.0,2025-12-01,1,0.0562237858482671,0
SC,CAMBORIU,2024-07-01,2,5.0,3.0,2025-01-01,0,0.555826500302908,1
SC,CAMBORIU,2024-08-01,0,5.0,8.0,2025-02-01,1,0.5391573359839391,1
SC,CAMBORIU,2024-09-01,1,5.0,8.0,2025-03-01,1,0.307326191861653,1
SC,CAMBORIU,2024-10-01,1,5.0,8.0,2025-04-01,1,0.3266929712627026,1
SC,CAMBORIU,2024-11-01,3,5.0,8.0,2025-05-01,1,0.4552270881367806,1
SC,CAMBORIU,2024-12-01,2,5.0,8.0,2025-06-01,1,0.35480735488095155,1
SC,CAMBORIU,2025-01-01,2,4.0,8.0,2025-07-01,1,0.3259585689450883,1
SC,CAMBORIU,2025-02-01,8,8.0,8.0,2025-08-01,0,0.3013605518108982,1
SC,CAMBORIU,2025-03-01,5,8.0,8.0,2025-09-01,0,0.401865491561759,1
SC,CAMBORIU,2025-04-01,1,8.0,8.0,2025-10-01,0,0.17053618172017282,1
SC,CAMBORIU,2025-05-01,3,8.0,8.0,2025-11-01,0,0.2617356023227227,1
SC,CAMBORIU,2025-06-01,3,8.0,8.0,2025-12-01,0,0.3254236063032681,1
SC,CAMPO ALEGRE,2024-07-01,1,2.0,0.0,2025-01-01,0,0.192229737549888,1
SC,CAMPO ALEGRE,2024-08-01,0,2.0,0.0,2025-02-01,0,0.22800412486129043,1
SC,CAMPO ALEGRE,2024-09-01,0,2.0,0.0,2025-03-01,0,0.19818438878387845,1
SC,CAMPO ALEGRE,2024-10-01,0,2.0,0.0,2025-04-01,0,0.11830759508313972,1
SC,CAMPO ALEGRE,2024-11-01,0,2.0,1.0,2025-05-01,0,0.10953429978393543,1
SC,CAMPO ALEGRE,2024-12-01,0,2.0,1.0,2025-06-01,0,0.10262862450202972,0
SC,CAMPO ALEGRE,2025-01-01,0,2.0,1.0,2025-07-01,0,0.10842515431195601,1
SC,CAMPO ALEGRE,2025-02-01,0,1.0,1.0,2025-08-01,0,0.2568804833417164,1
SC,CAMPO ALEGRE,2025-03-01,0,1.0,1.0,2025-09-01,0,0.20759480366596222,1
SC,CAMPO ALEGRE,2025-04-01,0,1.0,1.0,2025-10-01,0,0.26198936113714416,1
SC,CAMPO ALEGRE,2025-05-01,1,1.0,1.0,2025-11-01,0,0.19771868215057686,1
SC,CAMPO ALEGRE,2025-06-01,0,1.0,1.0,2025-12-01,0,0.2186576641276379,1
SC,CAMPO BELO DO SUL,2024-07-01,0,1.0,1.0,2025-01-01,0,0.2219469224815223,1
SC,CAMPO BELO DO SUL,2024-08-01,1,1.0,1.0,2025-02-01,0,0.28309519704690267,1
SC,CAMPO BELO DO SUL,2024-09-01,0,1.0,1.0,2025-03-01,0,0.23458792304065285,1
SC,CAMPO BELO DO SUL,2024-10-01,0,1.0,1.0,2025-04-01,0,0.28155184503656105,1
SC,CAMPO BELO DO SUL,2024-11-01,1,1.0,0.0,2025-05-01,0,0.29247276520544374,1
SC,CAMPO BELO DO SUL,2024-12-01,0,1.0,0.0,2025-06-01,0,0.2022316554031531,1
SC,CAMPO BELO DO SUL,2025-01-01,0,1.0,0.0,2025-07-01,0,0.18755691315350068,1
SC,CAMPO BELO DO SUL,2025-02-01,0,1.0,0.0,2025-08-01,0,0.20141696000900208,1
SC,CAMPO BELO DO SUL,2025-03-01,0,1.0,0.0,2025-09-01,0,0.19786292285291063,1
SC,CAMPO BELO DO SUL,2025-04-01,0,1.0,0.0,2025-10-01,0,0.19786292285291063,1
SC,CAMPO BELO DO SUL,2025-05-01,0,1.0,0.0,2025-11-01,0,0.1987046420141497,1
SC,CAMPO BELO DO SUL,2025-06-01,0,1.0,0.0,2025-12-01,0,0.1989916135030369,1
SC,CAMPO ERE,2024-07-01,0,3.0,3.0,2025-01-01,0,0.21900346055844017,1
SC,CAMPO ERE,2024-08-01,0,3.0,3.0,2025-02-01,0,0.26102910503015553,1
SC,CAMPO ERE,2024-09-01,3,3.0,1.0,2025-03-01,0,0.3377313024062785,1
SC,CAMPO ERE,2024-10-01,0,3.0,4.0,2025-04-01,1,0.1970582654273871,1
SC,CAMPO ERE,2024-11-01,0,3.0,4.0,2025-05-01,1,0.17424920997124477,1
SC,CAMPO ERE,2024-12-01,0,3.0,4.0,2025-06-01,1,0.23332729599837312,1
SC,CAMPO ERE,2025-01-01,0,3.0,4.0,2025-07-01,1,0.07517001120215179,0
SC,CAMPO ERE,2025-02-01,1,3.0,4.0,2025-08-01,1,0.10430173676564915,0
SC,CAMPO ERE,2025-03-01,0,3.0,4.0,2025-09-01,1,0.11269298277001444,1
SC,CAMPO ERE,2025-04-01,4,4.0,1.0,2025-10-01,0,0.07928382554273382,0
SC,CAMPO ERE,2025-05-01,1,4.0,1.0,2025-11-01,0,0.0736582350610843,0
SC,CAMPO ERE,2025-06-01,0,4.0,1.0,2025-12-01,0,0.050479980484270194,0
SC,CAMPOS NOVOS,2024-07-01,0,2.0,2.0,2025-01-01,0,0.20937149340721864,1
SC,CAMPOS NOVOS,2024-08-01,1,2.0,2.0,2025-02-01,0,0.31012926603933105,1
SC,CAMPOS NOVOS,2024-09-01,1,2.0,2.0,2025-03-01,0,0.29354559134017055,1
SC,CAMPOS NOVOS,2024-10-01,0,2.0,2.0,2025-04-01,0,0.19391429769891827,1
SC,CAMPOS NOVOS,2024-11-01,0,2.0,2.0,2025-05-01,0,0.10995961762849976,1
SC,CAMPOS NOVOS,2024-12-01,2,2.0,2.0,2025-06-01,0,0.16617654459403322,1
SC,CAMPOS NOVOS,2025-01-01,1,2.0,2.0,2025-07-01,0,0.2876172942328008,1
SC,CAMPOS NOVOS,2025-02-01,1,2.0,2.0,2025-08-01,0,0.21696928460445974,1
SC,CAMPOS NOVOS,2025-03-01,1,2.0,2.0,2025-09-01,0,0.194018362510896,1
SC,CAMPOS NOVOS,2025-04-01,2,2.0,2.0,2025-10-01,0,0.26469508270967357,1
SC,CAMPOS NOVOS,2025-05-01,2,2.0,2.0,2025-11-01,0,0.5466482856418028,1
SC,CAMPOS NOVOS,2025-06-01,2,2.0,1.0,2025-12-01,0,0.6093279844990805,1
SC,CANELINHA,2024-07-01,0,1.0,3.0,2025-01-01,1,0.09747264448002547,0
SC,CANELINHA,2024-08-01,3,3.0,1.0,2025-02-01,0,0.041205433431153626,0
SC,CANELINHA,2024-09-01,1,3.0,1.0,2025-03-01,0,0.04279319665824999,0
SC,CANELINHA,2024-10-01,0,3.0,1.0,2025-04-01,0,0.028246667342706734,0
SC,CANELINHA,2024-11-01,0,3.0,1.0,2025-05-01,0,0.025593547305584174,0
SC,CANELINHA,2024-12-01,1,3.0,1.0,2025-06-01,0,0.06862966564765048,0
SC,CANELINHA,2025-01-01,0,3.0,1.0,2025-07-01,0,0.054448739871231396,0
SC,CANELINHA,2025-02-01,0,3.0,1.0,2025-08-01,0,0.058017749514484025,0
SC,CANELINHA,2025-03-01,1,3.0,0.0,2025-09-01,0,0.07621698094005189,0
SC,CANELINHA,2025-04-01,0,3.0,0.0,2025-10-01,0,0.056757913648858814,0
SC,CANELINHA,2025-05-01,0,3.0,0.0,2025-11-01,0,0.05402973933642522,0
SC,CANELINHA,2025-06-01,0,3.0,0.0,2025-12-01,0,0.07096361589522508,0
SC,CANOINHAS,2024-07-01,0,4.0,4.0,2025-01-01,0,0.17360987616495063,1
SC,CANOINHAS,2024-08-01,4,4.0,3.0,2025-02-01,0,0.24358137144022957,1
SC,CANOINHAS,2024-09-01,1,4.0,5.0,2025-03-01,1,0.1881212200870656,1
SC,CANOINHAS,2024-10-01,0,4.0,5.0,2025-04-01,1,0.12146986315782535,1
SC,CANOINHAS,2024-11-01,0,4.0,5.0,2025-05-01,1,0.0834007922035642,0
SC,CANOINHAS,2024-12-01,1,4.0,5.0,2025-06-01,1,0.0484324519277642,0
SC,CANOINHAS,2025-01-01,3,4.0,5.0,2025-07-01,1,0.18457400117131673,1
SC,CANOINHAS,2025-02-01,0,4.0,5.0,2025-08-01,1,0.1297637440909211,1
SC,CANOINHAS,2025-03-01,5,5.0,3.0,2025-09-01,0,0.23578930023652345,1
SC,CANOINHAS,2025-04-01,3,5.0,3.0,2025-10-01,0,0.1363616169090759,1
SC,CANOINHAS,2025-05-01,0,5.0,3.0,2025-11-01,0,0.10772525478916292,0
SC,CANOINHAS,2025-06-01,0,5.0,3.0,2025-12-01,0,0.0698757230724908,0
SC,CAPAO ALTO,2024-07-01,0,1.0,0.0,2025-01-01,0,0.13925425119147714,1
SC,CAPAO ALTO,2024-08-01,0,1.0,0.0,2025-02-01,0,0.13498400859388018,1
SC,CAPAO ALTO,2024-09-01,0,1.0,0.0,2025-03-01,0,0.1398618310125577,1
SC,CAPAO ALTO,2024-10-01,0,1.0,0.0,2025-04-01,0,0.08390490809114645,0
SC,CAPAO ALTO,2024-11-01,0,1.0,0.0,2025-05-01,0,0.08390490809114645,0
SC,CAPAO ALTO,2024-12-01,0,1.0,0.0,2025-06-01,0,0.08163601646315934,0
SC,CAPAO ALTO,2025-01-01,0,1.0,0.0,2025-07-01,0,0.078195982012588,0
SC,CAPAO ALTO,2025-02-01,0,1.0,0.0,2025-08-01,0,0.07781516791062142,0
SC,CAPAO ALTO,2025-03-01,0,1.0,0.0,2025-09-01,0,0.07781516791062142,0
SC,CAPAO ALTO,2025-04-01,0,1.0,0.0,2025-10-01,0,0.07781516791062142,0
SC,CAPAO ALTO,2025-05-01,0,1.0,0.0,2025-11-01,0,0.078195982012588,0
SC,CAPAO ALTO,2025-06-01,0,0.0,0.0,2025-12-01,0,0.3493255308038726,1
SC,CAPINZAL,2024-07-01,0,3.0,2.0,2025-01-01,0,0.05042586923863745,0
SC,CAPINZAL,2024-08-01,0,3.0,2.0,2025-02-01,0,0.045234611337804646,0
SC,CAPINZAL,2024-09-01,0,3.0,2.0,2025-03-01,0,0.040479585023522634,0
SC,CAPINZAL,2024-10-01,1,3.0,2.0,2025-04-01,0,0.054849669813716605,0
SC,CAPINZAL,2024-11-01,1,3.0,2.0,2025-05-01,0,0.06603166618011262,0
SC,CAPINZAL,2024-12-01,2,3.0,1.0,2025-06-01,0,0.1144102999769098,1
SC,CAPINZAL,2025-01-01,0,3.0,1.0,2025-07-01,0,0.0872353305144007,0
SC,CAPINZAL,2025-02-01,0,3.0,1.0,2025-08-01,0,0.10277293064494003,0
SC,CAPINZAL,2025-03-01,0,3.0,1.0,2025-09-01,0,0.059375568883733645,0
SC,CAPINZAL,2025-04-01,0,3.0,2.0,2025-10-01,0,0.053294238883820864,0
SC,CAPINZAL,2025-05-01,1,3.0,2.0,2025-11-01,0,0.10387252756939513,0
SC,CAPINZAL,2025-06-01,0,2.0,2.0,2025-12-01,0,0.1734950663803931,1
SC,CAPIVARI DE BAIXO,2024-07-01,0,4.0,1.0,2025-01-01,0,0.0161964670601044,0
SC,CAPIVARI DE BAIXO,2024-08-01,1,4.0,1.0,2025-02-01,0,0.019069307252989002,0
SC,CAPIVARI DE BAIXO,2024-09-01,0,4.0,1.0,2025-03-01,0,0.02134111208683683,0
SC,CAPIVARI DE BAIXO,2024-10-01,1,4.0,1.0,2025-04-01,0,0.02502404574233192,0
SC,CAPIVARI DE BAIXO,2024-11-01,0,4.0,1.0,2025-05-01,0,0.04568368164032174,0
SC,CAPIVARI DE BAIXO,2024-12-01,0,1.0,1.0,2025-06-01,0,0.30112294236191667,1
SC,CAPIVARI DE BAIXO,2025-01-01,0,1.0,1.0,2025-07-01,0,0.18306333514904827,1
SC,CAPIVARI DE BAIXO,2025-02-01,1,1.0,0.0,2025-08-01,0,0.2076544358194648,1
SC,CAPIVARI DE BAIXO,2025-03-01,0,1.0,0.0,2025-09-01,0,0.21551813472980508,1
SC,CAPIVARI DE BAIXO,2025-04-01,0,1.0,0.0,2025-10-01,0,0.20638846409184647,1
SC,CAPIVARI DE BAIXO,2025-05-01,0,1.0,0.0,2025-11-01,0,0.19853095800998308,1
SC,CAPIVARI DE BAIXO,2025-06-01,0,1.0,0.0,2025-12-01,0,0.20401509304816762,1
SC,CATANDUVAS,2024-07-01,0,1.0,2.0,2025-01-01,1,0.15460609469181907,1
SC,CATANDUVAS,2024-08-01,1,1.0,2.0,2025-02-01,1,0.15345618855004373,1
SC,CATANDUVAS,2024-09-01,1,1.0,2.0,2025-03-01,1,0.23224279750803833,1
SC,CATANDUVAS,2024-10-01,0,1.0,2.0,2025-04-01,1,0.23298716284991264,1
SC,CATANDUVAS,2024-11-01,0,1.0,2.0,2025-05-01,1,0.21442169587693707,1
SC,CATANDUVAS,2024-12-01,0,1.0,2.0,2025-06-01,1,0.1438509328127581,1
SC,CATANDUVAS,2025-01-01,2,2.0,2.0,2025-07-01,0,0.10630866430022394,0
SC,CATANDUVAS,2025-02-01,0,2.0,2.0,2025-08-01,0,0.08468739908199714,0
SC,CATANDUVAS,2025-03-01,2,2.0,4.0,2025-09-01,1,0.15194187552337485,1
SC,CATANDUVAS,2025-04-01,1,2.0,4.0,2025-10-01,1,0.2147592983077272,1
SC,CATANDUVAS,2025-05-01,0,2.0,4.0,2025-11-01,1,0.22737716163359065,1
SC,CATANDUVAS,2025-06-01,2,2.0,4.0,2025-12-01,1,0.2530956495690934,1
SC,CAXAMBU DO SUL,2024-07-01,0,1.0,2.0,2025-01-01,1,0.1497784627982245,1
SC,CAXAMBU DO SUL,2024-08-01,0,1.0,2.0,2025-02-01,1,0.14860662097987157,1
SC,CAXAMBU DO SUL,2024-09-01,0,1.0,2.0,2025-03-01,1,0.14235570208578058,1
SC,CAXAMBU DO SUL,2024-10-01,0,1.0,2.0,2025-04-01,1,0.1417266222289004,1
SC,CAXAMBU DO SUL,2024-11-01,2,2.0,1.0,2025-05-01,0,0.09615271254871709,0
SC,CAXAMBU DO SUL,2024-12-01,0,2.0,1.0,2025-06-01,0,0.07955083334148248,0
SC,CAXAMBU DO SUL,2025-01-01,0,2.0,1.0,2025-07-01,0,0.07255679775929771,0
SC,CAXAMBU DO SUL,2025-02-01,0,2.0,1.0,2025-08-01,0,0.06906910027431484,0
SC,CAXAMBU DO SUL,2025-03-01,0,2.0,1.0,2025-09-01,0,0.0667105031474599,0
SC,CAXAMBU DO SUL,2025-04-01,1,2.0,0.0,2025-10-01,0,0.1309619634200448,1
SC,CAXAMBU DO SUL,2025-05-01,0,2.0,0.0,2025-11-01,0,0.10762599333750654,0
SC,CAXAMBU DO SUL,2025-06-01,0,2.0,1.0,2025-12-01,0,0.054155990451441406,0
SC,CELSO RAMOS,2024-07-01,0,1.0,1.0,2025-01-01,0,0.08233115807451241,0
SC,CELSO RAMOS,2024-08-01,0,1.0,1.0,2025-02-01,0,0.08390490809114645,0
SC,CELSO RAMOS,2024-09-01,0,0.0,1.0,2025-03-01,1,0.357984189772296,1
SC,CELSO RAMOS,2024-10-01,1,1.0,0.0,2025-04-01,0,0.10797086117177773,0
SC,CELSO RAMOS,2024-11-01,0,1.0,0.0,2025-05-01,0,0.09930450206841861,0
SC,CELSO RAMOS,2024-12-01,0,1.0,0.0,2025-06-01,0,0.08405289307357992,0
SC,CELSO RAMOS,2025-01-01,0,1.0,0.0,2025-07-01,0,0.0805917431520165,0
SC,CELSO RAMOS,2025-02-01,0,1.0,0.0,2025-08-01,0,0.07781516791062142,0
SC,CELSO RAMOS,2025-03-01,0,1.0,0.0,2025-09-01,0,0.07781516791062142,0
SC,CELSO RAMOS,2025-04-01,0,1.0,0.0,2025-10-01,0,0.07781516791062142,0
SC,CELSO RAMOS,2025-05-01,0,1.0,0.0,2025-11-01,0,0.078195982012588,0
SC,CELSO RAMOS,2025-06-01,0,1.0,0.0,2025-12-01,0,0.07832592578908304,0
SC,CERRO NEGRO,2024-07-01,0,1.0,0.0,2025-01-01,0,0.10129861632134982,0
SC,CERRO NEGRO,2024-08-01,0,1.0,0.0,2025-02-01,0,0.1031941561313112,0
SC,CERRO NEGRO,2024-09-01,0,0.0,0.0,2025-03-01,0,0.357984189772296,1
SC,CERRO NEGRO,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2883771687458764,1
SC,CERRO NEGRO,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2883771687458764,1
SC,CERRO NEGRO,2024-12-01,0,0.0,0.0,2025-06-01,0,0.2821939892040678,1
SC,CERRO NEGRO,2025-01-01,0,0.0,1.0,2025-07-01,1,0.2714172205829711,1
SC,CERRO NEGRO,2025-02-01,0,0.0,1.0,2025-08-01,1,0.2703714176702249,1
SC,CERRO NEGRO,2025-03-01,0,0.0,1.0,2025-09-01,1,0.2703714176702249,1
SC,CERRO NEGRO,2025-04-01,0,0.0,1.0,2025-10-01,1,0.2703714176702249,1
SC,CERRO NEGRO,2025-05-01,0,0.0,2.0,2025-11-01,1,0.2714172205829711,1
SC,CERRO NEGRO,2025-06-01,0,0.0,2.0,2025-12-01,1,0.26930068545124286,1
SC,CHAPADAO DO LAGEADO,2024-07-01,0,0.0,0.0,2025-01-01,0,0.28415786758253525,1
SC,CHAPADAO DO LAGEADO,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2883771687458764,1
SC,CHAPADAO DO LAGEADO,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2883771687458764,1
SC,CHAPADAO DO LAGEADO,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2883771687458764,1
SC,CHAPADAO DO LAGEADO,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2883771687458764,1
SC,CHAPADAO DO LAGEADO,2024-12-01,0,0.0,0.0,2025-06-01,0,0.2821939892040678,1
SC,CHAPADAO DO LAGEADO,2025-01-01,0,0.0,0.0,2025-07-01,0,0.2714172205829711,1
SC,CHAPADAO DO LAGEADO,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2703714176702249,1
SC,CHAPADAO DO LAGEADO,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2703714176702249,1
SC,CHAPADAO DO LAGEADO,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2703714176702249,1
SC,CHAPADAO DO LAGEADO,2025-05-01,0,0.0,0.0,2025-11-01,0,0.2714172205829711,1
SC,CHAPADAO DO LAGEADO,2025-06-01,0,0.0,0.0,2025-12-01,0,0.26930068545124286,1
SC,CHAPECO,2024-07-01,9,15.0,18.0,2025-01-01,1,0.4265888156772008,1
SC,CHAPECO,2024-08-01,18,18.0,12.0,2025-02-01,0,0.49238722246628636,1
SC,CHAPECO,2024-09-01,2,18.0,12.0,2025-03-01,0,0.13676502530070006,1
SC,CHAPECO,2024-10-01,8,18.0,12.0,2025-04-01,0,0.18276854200090883,1
SC,CHAPECO,2024-11-01,7,18.0,12.0,2025-05-01,0,0.14361356225671598,1
SC,CHAPECO,2024-12-01,12,18.0,12.0,2025-06-01,0,0.3256738034629515,1
SC,CHAPECO,2025-01-01,12,18.0,6.0,2025-07-01,0,0.29358948098468785,1
SC,CHAPECO,2025-02-01,5,18.0,7.0,2025-08-01,0,0.10923388241872155,1
SC,CHAPECO,2025-03-01,6,18.0,7.0,2025-09-01,0,0.09349572479707005,0
SC,CHAPECO,2025-04-01,5,18.0,9.0,2025-10-01,0,0.09307413292685258,0
SC,CHAPECO,2025-05-01,5,18.0,9.0,2025-11-01,0,0.0825883219738636,0
SC,CHAPECO,2025-06-01,5,18.0,9.0,2025-12-01,0,0.11968912216307524,1
SC,COCAL DO SUL,2024-07-01,0,1.0,1.0,2025-01-01,0,0.08233115807451241,0
SC,COCAL DO SUL,2024-08-01,1,1.0,2.0,2025-02-01,1,0.15410043947498323,1
SC,COCAL DO SUL,2024-09-01,0,1.0,2.0,2025-03-01,1,0.15042420650595745,1
SC,COCAL DO SUL,2024-10-01,0,1.0,2.0,2025-04-01,1,0.14231051064661368,1
SC,COCAL DO SUL,2024-11-01,0,1.0,2.0,2025-05-01,1,0.14692291929036785,1
SC,COCAL DO SUL,2024-12-01,1,1.0,2.0,2025-06-01,1,0.21110288288883744,1
SC,COCAL DO SUL,2025-01-01,1,1.0,2.0,2025-07-01,1,0.2881452657332733,1
SC,COCAL DO SUL,2025-02-01,2,2.0,1.0,2025-08-01,0,0.15604843896831788,1
SC,COCAL DO SUL,2025-03-01,0,2.0,1.0,2025-09-01,0,0.16319540830450321,1
SC,COCAL DO SUL,2025-04-01,0,2.0,2.0,2025-10-01,0,0.09287932149931025,0
SC,COCAL DO SUL,2025-05-01,1,2.0,2.0,2025-11-01,0,0.1550064371993947,1
SC,COCAL DO SUL,2025-06-01,1,2.0,2.0,2025-12-01,0,0.22667515030841998,1
SC,CONCORDIA,2024-07-01,4,5.0,5.0,2025-01-01,0,0.3908261228135333,1
SC,CONCORDIA,2024-08-01,5,5.0,4.0,2025-02-01,0,0.31065434039300976,1
SC,CONCORDIA,2024-09-01,2,5.0,4.0,2025-03-01,0,0.33143957931393486,1
SC,CONCORDIA,2024-10-01,2,5.0,5.0,2025-04-01,0,0.2371178296424088,1
SC,CONCORDIA,2024-11-01,0,5.0,5.0,2025-05-01,0,0.30242494123331454,1
SC,CONCORDIA,2024-12-01,0,5.0,5.0,2025-06-01,0,0.21190326826786796,1
SC,CONCORDIA,2025-01-01,1,5.0,5.0,2025-07-01,0,0.1694364311676472,1
SC,CONCORDIA,2025-02-01,4,5.0,5.0,2025-08-01,0,0.3955377571777712,1
SC,CONCORDIA,2025-03-01,2,5.0,5.0,2025-09-01,0,0.3103518715539892,1
SC,CONCORDIA,2025-04-01,5,5.0,2.0,2025-10-01,0,0.36550307537933496,1
SC,CONCORDIA,2025-05-01,0,5.0,2.0,2025-11-01,0,0.22386782946162465,1
SC,CONCORDIA,2025-06-01,2,5.0,2.0,2025-12-01,0,0.27417389873099807,1
SC,CORDILHEIRA ALTA,2024-07-01,0,0.0,0.0,2025-01-01,0,0.28415786758253525,1
SC,CORDILHEIRA ALTA,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2883771687458764,1
SC,CORDILHEIRA ALTA,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2883771687458764,1
SC,CORDILHEIRA ALTA,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2883771687458764,1
SC,CORDILHEIRA ALTA,2024-11-01,0,0.0,3.0,2025-05-01,1,0.2883771687458764,1
SC,CORDILHEIRA ALTA,2024-12-01,0,0.0,3.0,2025-06-01,1,0.2821939892040678,1
SC,CORDILHEIRA ALTA,2025-01-01,0,0.0,3.0,2025-07-01,1,0.2714172205829711,1
SC,CORDILHEIRA ALTA,2025-02-01,0,0.0,3.0,2025-08-01,1,0.2703714176702249,1
SC,CORDILHEIRA ALTA,2025-03-01,0,0.0,3.0,2025-09-01,1,0.2703714176702249,1
SC,CORDILHEIRA ALTA,2025-04-01,0,0.0,3.0,2025-10-01,1,0.2703714176702249,1
SC,CORDILHEIRA ALTA,2025-05-01,3,3.0,1.0,2025-11-01,0,0.05574311295934678,0
SC,CORDILHEIRA ALTA,2025-06-01,0,3.0,1.0,2025-12-01,0,0.031294422240575076,0
SC,CORONEL FREITAS,2024-07-01,0,1.0,1.0,2025-01-01,0,0.08233115807451241,0
SC,CORONEL FREITAS,2024-08-01,1,1.0,0.0,2025-02-01,0,0.15452552166443534,1
