uf,municipio,data_referencia,total_violencia_grave,maximo_12m_ate_data_consulta,maximo_real_proximos_6m,data_fim_horizonte,alerta_violencia_grave_proximos_6m,probabilidade_alerta,alerta_previsto
PR,ABATIA,2024-07-01,0,1.0,1.0,2025-01-01,0,0.15894235276202887,1
PR,ABATIA,2024-08-01,1,1.0,0.0,2025-02-01,0,0.18613350465139802,1
PR,ABATIA,2024-09-01,0,1.0,1.0,2025-03-01,0,0.17198173609873618,1
PR,ABATIA,2024-10-01,0,1.0,1.0,2025-04-01,0,0.1672214916446291,1
PR,ABATIA,2024-11-01,0,1.0,1.0,2025-05-01,0,0.11190495684360761,1
PR,ABATIA,2024-12-01,0,1.0,1.0,2025-06-01,0,0.102444825243569,0
PR,ABATIA,2025-01-01,0,1.0,1.0,2025-07-01,0,0.09895114781942095,0
PR,ABATIA,2025-02-01,0,1.0,1.0,2025-08-01,0,0.09848005467361826,0
PR,ABATIA,2025-03-01,1,1.0,0.0,2025-09-01,0,0.18076806159264794,1
PR,ABATIA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.1615394713990845,1
PR,ABATIA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.1577151963724482,1
PR,ABATIA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.15617990408192475,1
PR,ADRIANOPOLIS,2024-07-01,0,1.0,2.0,2025-01-01,1,0.10482774780663495,0
PR,ADRIANOPOLIS,2024-08-01,0,1.0,2.0,2025-02-01,1,0.10600111731042404,0
PR,ADRIANOPOLIS,2024-09-01,0,1.0,2.0,2025-03-01,1,0.10600111731042404,0
PR,ADRIANOPOLIS,2024-10-01,1,1.0,2.0,2025-04-01,1,0.18296899483377105,1
PR,ADRIANOPOLIS,2024-11-01,2,2.0,1.0,2025-05-01,0,0.15299201035342982,1
PR,ADRIANOPOLIS,2024-12-01,0,2.0,1.0,2025-06-01,0,0.10784602341535321,0
PR,ADRIANOPOLIS,2025-01-01,0,2.0,1.0,2025-07-01,0,0.12160406553744964,1
PR,ADRIANOPOLIS,2025-02-01,1,2.0,0.0,2025-08-01,0,0.10397726398386366,0
PR,ADRIANOPOLIS,2025-03-01,0,2.0,0.0,2025-09-01,0,0.0719257194573531,0
PR,ADRIANOPOLIS,2025-04-01,0,2.0,1.0,2025-10-01,0,0.07127761800059142,0
PR,ADRIANOPOLIS,2025-05-01,0,2.0,1.0,2025-11-01,0,0.07829005904277932,0
PR,ADRIANOPOLIS,2025-06-01,0,2.0,1.0,2025-12-01,0,0.06430766980374793,0
PR,AGUDOS DO SUL,2024-07-01,0,1.0,1.0,2025-01-01,0,0.2172236302436862,1
PR,AGUDOS DO SUL,2024-08-01,0,1.0,1.0,2025-02-01,0,0.22075555748211848,1
PR,AGUDOS DO SUL,2024-09-01,0,1.0,1.0,2025-03-01,0,0.23796804808744182,1
PR,AGUDOS DO SUL,2024-10-01,0,1.0,1.0,2025-04-01,0,0.17446575202565628,1
PR,AGUDOS DO SUL,2024-11-01,0,0.0,1.0,2025-05-01,1,0.38370475818710525,1
PR,AGUDOS DO SUL,2024-12-01,0,0.0,1.0,2025-06-01,1,0.31204106306899015,1
PR,AGUDOS DO SUL,2025-01-01,1,1.0,1.0,2025-07-01,0,0.1498935495602457,1
PR,AGUDOS DO SUL,2025-02-01,0,1.0,1.0,2025-08-01,0,0.12023739459616557,1
PR,AGUDOS DO SUL,2025-03-01,0,1.0,1.0,2025-09-01,0,0.11064765984270589,1
PR,AGUDOS DO SUL,2025-04-01,0,1.0,1.0,2025-10-01,0,0.1081677826277782,1
PR,AGUDOS DO SUL,2025-05-01,1,1.0,1.0,2025-11-01,0,0.17773625213271005,1
PR,AGUDOS DO SUL,2025-06-01,0,1.0,1.0,2025-12-01,0,0.1651365229823341,1
PR,ALMIRANTE TAMANDARE,2024-07-01,0,8.0,5.0,2025-01-01,0,0.25641493926177517,1
PR,ALMIRANTE TAMANDARE,2024-08-01,5,8.0,5.0,2025-02-01,0,0.40303986450447615,1
PR,ALMIRANTE TAMANDARE,2024-09-01,2,8.0,5.0,2025-03-01,0,0.3661848983977353,1
PR,ALMIRANTE TAMANDARE,2024-10-01,3,8.0,5.0,2025-04-01,0,0.3314787519586717,1
PR,ALMIRANTE TAMANDARE,2024-11-01,2,8.0,5.0,2025-05-01,0,0.3409327102437459,1
PR,ALMIRANTE TAMANDARE,2024-12-01,5,6.0,3.0,2025-06-01,0,0.5789050873620666,1
PR,ALMIRANTE TAMANDARE,2025-01-01,0,6.0,3.0,2025-07-01,0,0.29281924732554104,1
PR,ALMIRANTE TAMANDARE,2025-02-01,3,6.0,2.0,2025-08-01,0,0.364901307595741,1
PR,ALMIRANTE TAMANDARE,2025-03-01,1,6.0,5.0,2025-09-01,0,0.2619737122902361,1
PR,ALMIRANTE TAMANDARE,2025-04-01,1,6.0,5.0,2025-10-01,0,0.20620483493950756,1
PR,ALMIRANTE TAMANDARE,2025-05-01,1,6.0,5.0,2025-11-01,0,0.16899434562062957,1
PR,ALMIRANTE TAMANDARE,2025-06-01,0,5.0,5.0,2025-12-01,0,0.251336119247475,1
PR,ALTAMIRA DO PARANA,2024-07-01,0,0.0,0.0,2025-01-01,0,0.3141217577102854,1
PR,ALTAMIRA DO PARANA,2024-08-01,0,0.0,0.0,2025-02-01,0,0.31858796407729456,1
PR,ALTAMIRA DO PARANA,2024-09-01,0,0.0,0.0,2025-03-01,0,0.31858796407729456,1
PR,ALTAMIRA DO PARANA,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,ALTAMIRA DO PARANA,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,ALTAMIRA DO PARANA,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
PR,ALTAMIRA DO PARANA,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,ALTAMIRA DO PARANA,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,ALTAMIRA DO PARANA,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,ALTAMIRA DO PARANA,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,ALTAMIRA DO PARANA,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,ALTAMIRA DO PARANA,2025-06-01,0,0.0,1.0,2025-12-01,1,0.29835087249630726,1
PR,ALTO PARAISO,2024-07-01,0,0.0,1.0,2025-01-01,1,0.3141217577102854,1
PR,ALTO PARAISO,2024-08-01,1,1.0,1.0,2025-02-01,0,0.12994294684544871,1
PR,ALTO PARAISO,2024-09-01,0,1.0,1.0,2025-03-01,0,0.11837739384339561,1
PR,ALTO PARAISO,2024-10-01,0,1.0,1.0,2025-04-01,0,0.10985375099916347,1
PR,ALTO PARAISO,2024-11-01,0,1.0,1.0,2025-05-01,0,0.11190495684360761,1
PR,ALTO PARAISO,2024-12-01,1,1.0,0.0,2025-06-01,0,0.1789620979794713,1
PR,ALTO PARAISO,2025-01-01,0,1.0,0.0,2025-07-01,0,0.1664129060620819,1
PR,ALTO PARAISO,2025-02-01,0,1.0,0.0,2025-08-01,0,0.151236906946801,1
PR,ALTO PARAISO,2025-03-01,0,1.0,0.0,2025-09-01,0,0.14844523915383123,1
PR,ALTO PARAISO,2025-04-01,0,1.0,0.0,2025-10-01,0,0.14565541596228854,1
PR,ALTO PARAISO,2025-05-01,0,1.0,0.0,2025-11-01,0,0.14631555311196387,1
PR,ALTO PARAISO,2025-06-01,0,1.0,0.0,2025-12-01,0,0.14225757392739335,1
PR,ALTO PARANA,2024-07-01,0,1.0,0.0,2025-01-01,0,0.1119841743510832,1
PR,ALTO PARANA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.1140542905731548,1
PR,ALTO PARANA,2024-09-01,0,0.0,1.0,2025-03-01,1,0.38370475818710525,1
PR,ALTO PARANA,2024-10-01,0,0.0,1.0,2025-04-01,1,0.31858796407729456,1
PR,ALTO PARANA,2024-11-01,0,0.0,1.0,2025-05-01,1,0.31858796407729456,1
PR,ALTO PARANA,2024-12-01,0,0.0,1.0,2025-06-01,1,0.31204106306899015,1
PR,ALTO PARANA,2025-01-01,0,0.0,1.0,2025-07-01,1,0.3006017970827063,1
PR,ALTO PARANA,2025-02-01,0,0.0,1.0,2025-08-01,1,0.2994897666664516,1
PR,ALTO PARANA,2025-03-01,1,1.0,0.0,2025-09-01,0,0.12827879995455221,1
PR,ALTO PARANA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.11284170890971021,1
PR,ALTO PARANA,2025-05-01,0,1.0,1.0,2025-11-01,0,0.10426573435626887,0
PR,ALTO PARANA,2025-06-01,0,1.0,1.0,2025-12-01,0,0.1046769368988311,0
PR,ALTO PIQUIRI,2024-07-01,0,2.0,0.0,2025-01-01,0,0.08167041191130714,0
PR,ALTO PIQUIRI,2024-08-01,0,2.0,0.0,2025-02-01,0,0.11167079570949788,1
PR,ALTO PIQUIRI,2024-09-01,0,2.0,0.0,2025-03-01,0,0.045561825292897144,0
PR,ALTO PIQUIRI,2024-10-01,0,2.0,1.0,2025-04-01,0,0.045561825292897144,0
PR,ALTO PIQUIRI,2024-11-01,0,2.0,1.0,2025-05-01,0,0.049443512190458956,0
PR,ALTO PIQUIRI,2024-12-01,0,2.0,1.0,2025-06-01,0,0.061195217086112225,0
PR,ALTO PIQUIRI,2025-01-01,0,2.0,1.0,2025-07-01,0,0.03566143971873524,0
PR,ALTO PIQUIRI,2025-02-01,0,2.0,1.0,2025-08-01,0,0.035479795821404675,0
PR,ALTO PIQUIRI,2025-03-01,0,2.0,1.0,2025-09-01,0,0.035479795821404675,0
PR,ALTO PIQUIRI,2025-04-01,1,2.0,0.0,2025-10-01,0,0.0852261166272738,0
PR,ALTO PIQUIRI,2025-05-01,0,1.0,0.0,2025-11-01,0,0.21790924343824386,1
PR,ALTO PIQUIRI,2025-06-01,0,1.0,0.0,2025-12-01,0,0.16158407724737386,1
PR,ALTONIA,2024-07-01,0,6.0,1.0,2025-01-01,0,0.04308577403124798,0
PR,ALTONIA,2024-08-01,0,6.0,1.0,2025-02-01,0,0.033727476466767325,0
PR,ALTONIA,2024-09-01,1,6.0,1.0,2025-03-01,0,0.04006367079097487,0
PR,ALTONIA,2024-10-01,0,6.0,1.0,2025-04-01,0,0.050373274515826585,0
PR,ALTONIA,2024-11-01,1,6.0,0.0,2025-05-01,0,0.07551912577330175,0
PR,ALTONIA,2024-12-01,0,6.0,0.0,2025-06-01,0,0.058860245207326856,0
PR,ALTONIA,2025-01-01,0,6.0,0.0,2025-07-01,0,0.037124161904655645,0
PR,ALTONIA,2025-02-01,0,6.0,0.0,2025-08-01,0,0.0345832927919131,0
PR,ALTONIA,2025-03-01,0,6.0,0.0,2025-09-01,0,0.03374702999682792,0
PR,ALTONIA,2025-04-01,0,6.0,1.0,2025-10-01,0,0.033258878596563075,0
PR,ALTONIA,2025-05-01,0,6.0,1.0,2025-11-01,0,0.026741411326009986,0
PR,ALTONIA,2025-06-01,0,1.0,1.0,2025-12-01,0,0.29571057045578714,1
PR,ALVORADA DO SUL,2024-07-01,0,1.0,1.0,2025-01-01,0,0.3081035721545104,1
PR,ALVORADA DO SUL,2024-08-01,0,1.0,1.0,2025-02-01,0,0.24442032843699724,1
PR,ALVORADA DO SUL,2024-09-01,1,1.0,1.0,2025-03-01,0,0.4484200974901311,1
PR,ALVORADA DO SUL,2024-10-01,0,1.0,1.0,2025-04-01,0,0.2958359645039285,1
PR,ALVORADA DO SUL,2024-11-01,1,1.0,1.0,2025-05-01,0,0.41408543743252085,1
PR,ALVORADA DO SUL,2024-12-01,1,1.0,0.0,2025-06-01,0,0.4334766604682822,1
PR,ALVORADA DO SUL,2025-01-01,0,1.0,1.0,2025-07-01,0,0.3336410832071525,1
PR,ALVORADA DO SUL,2025-02-01,0,1.0,1.0,2025-08-01,0,0.30059809242016305,1
PR,ALVORADA DO SUL,2025-03-01,0,1.0,1.0,2025-09-01,0,0.3465515797658355,1
PR,ALVORADA DO SUL,2025-04-01,0,1.0,1.0,2025-10-01,0,0.36630371076076,1
PR,ALVORADA DO SUL,2025-05-01,0,1.0,1.0,2025-11-01,0,0.2792058675414392,1
PR,ALVORADA DO SUL,2025-06-01,0,1.0,1.0,2025-12-01,0,0.22517063610063404,1
PR,AMAPORA,2024-07-01,0,1.0,1.0,2025-01-01,0,0.2592779638103947,1
PR,AMAPORA,2024-08-01,0,1.0,1.0,2025-02-01,0,0.2595992600610678,1
PR,AMAPORA,2024-09-01,0,1.0,1.0,2025-03-01,0,0.2287259450397478,1
PR,AMAPORA,2024-10-01,0,1.0,1.0,2025-04-01,0,0.1667494176084659,1
PR,AMAPORA,2024-11-01,0,1.0,1.0,2025-05-01,0,0.1619877348480857,1
PR,AMAPORA,2024-12-01,1,1.0,1.0,2025-06-01,0,0.28251323716327276,1
PR,AMAPORA,2025-01-01,0,1.0,1.0,2025-07-01,0,0.2366434480313309,1
PR,AMAPORA,2025-02-01,1,1.0,0.0,2025-08-01,0,0.3205534690165517,1
PR,AMAPORA,2025-03-01,0,1.0,0.0,2025-09-01,0,0.22655100590030855,1
PR,AMAPORA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.23497089548603814,1
PR,AMAPORA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.20835949869297332,1
PR,AMAPORA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.1549188783704991,1
PR,AMPERE,2024-07-01,6,6.0,1.0,2025-01-01,0,0.03689990524505325,0
PR,AMPERE,2024-08-01,0,6.0,1.0,2025-02-01,0,0.016384393411608227,0
PR,AMPERE,2024-09-01,0,6.0,1.0,2025-03-01,0,0.013345704916115012,0
PR,AMPERE,2024-10-01,0,6.0,1.0,2025-04-01,0,0.014345755378378022,0
PR,AMPERE,2024-11-01,0,6.0,1.0,2025-05-01,0,0.012698432710112785,0
PR,AMPERE,2024-12-01,1,6.0,1.0,2025-06-01,0,0.012096070534906191,0
PR,AMPERE,2025-01-01,0,6.0,1.0,2025-07-01,0,0.019429135526291136,0
PR,AMPERE,2025-02-01,1,6.0,1.0,2025-08-01,0,0.01656872915233203,0
PR,AMPERE,2025-03-01,0,6.0,1.0,2025-09-01,0,0.022655796311781426,0
PR,AMPERE,2025-04-01,1,6.0,1.0,2025-10-01,0,0.019378929809062036,0
PR,AMPERE,2025-05-01,1,6.0,0.0,2025-11-01,0,0.026058591517280776,0
PR,AMPERE,2025-06-01,0,6.0,0.0,2025-12-01,0,0.027400039873359924,0
PR,ANAHY,2024-07-01,0,2.0,0.0,2025-01-01,0,0.13889976521314606,1
PR,ANAHY,2024-08-01,0,2.0,0.0,2025-02-01,0,0.15186839505540997,1
PR,ANAHY,2024-09-01,0,2.0,0.0,2025-03-01,0,0.11819600474790819,1
PR,ANAHY,2024-10-01,0,2.0,0.0,2025-04-01,0,0.06625533840446324,0
PR,ANAHY,2024-11-01,0,2.0,0.0,2025-05-01,0,0.03611880421301353,0
PR,ANAHY,2024-12-01,0,2.0,0.0,2025-06-01,0,0.03397506714611375,0
PR,ANAHY,2025-01-01,0,2.0,0.0,2025-07-01,0,0.03696665594682139,0
PR,ANAHY,2025-02-01,0,2.0,0.0,2025-08-01,0,0.03677861739835705,0
PR,ANAHY,2025-03-01,0,2.0,0.0,2025-09-01,0,0.03677861739835705,0
PR,ANAHY,2025-04-01,0,2.0,0.0,2025-10-01,0,0.03677861739835705,0
PR,ANAHY,2025-05-01,0,2.0,0.0,2025-11-01,0,0.03696665594682139,0
PR,ANAHY,2025-06-01,0,0.0,0.0,2025-12-01,0,0.36776872453507975,1
PR,ANDIRA,2024-07-01,0,2.0,1.0,2025-01-01,0,0.09315787776785524,0
PR,ANDIRA,2024-08-01,0,2.0,1.0,2025-02-01,0,0.05155278615365238,0
PR,ANDIRA,2024-09-01,0,2.0,1.0,2025-03-01,0,0.04721165765110105,0
PR,ANDIRA,2024-10-01,0,2.0,1.0,2025-04-01,0,0.04721165765110105,0
PR,ANDIRA,2024-11-01,0,2.0,1.0,2025-05-01,0,0.05122635966938035,0
PR,ANDIRA,2024-12-01,1,2.0,1.0,2025-06-01,0,0.13380318038731945,1
PR,ANDIRA,2025-01-01,0,2.0,1.0,2025-07-01,0,0.07035476517657736,0
PR,ANDIRA,2025-02-01,0,2.0,1.0,2025-08-01,0,0.056852818654506844,0
PR,ANDIRA,2025-03-01,0,2.0,1.0,2025-09-01,0,0.055803794373245064,0
PR,ANDIRA,2025-04-01,1,2.0,0.0,2025-10-01,0,0.09409393256582425,0
PR,ANDIRA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.19313715776127258,1
PR,ANDIRA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.15321195287005532,1
PR,ANGULO,2024-07-01,0,1.0,0.0,2025-01-01,0,0.1629473758278861,1
PR,ANGULO,2024-08-01,0,1.0,0.0,2025-02-01,0,0.15894514733056844,1
PR,ANGULO,2024-09-01,0,1.0,0.0,2025-03-01,0,0.15894514733056844,1
PR,ANGULO,2024-10-01,0,1.0,0.0,2025-04-01,0,0.15436503677606803,1
PR,ANGULO,2024-11-01,0,1.0,0.0,2025-05-01,0,0.15329661287155746,1
PR,ANGULO,2024-12-01,0,1.0,0.0,2025-06-01,0,0.15662423595092265,1
PR,ANGULO,2025-01-01,0,1.0,0.0,2025-07-01,0,0.09895114781942095,0
PR,ANGULO,2025-02-01,0,1.0,0.0,2025-08-01,0,0.09848005467361826,0
PR,ANGULO,2025-03-01,0,1.0,0.0,2025-09-01,0,0.09848005467361826,0
PR,ANGULO,2025-04-01,0,0.0,0.0,2025-10-01,0,0.3692014466938438,1
PR,ANGULO,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,ANGULO,2025-06-01,0,0.0,1.0,2025-12-01,1,0.29835087249630726,1
PR,ANTONINA,2024-07-01,0,2.0,2.0,2025-01-01,0,0.2756366221365005,1
PR,ANTONINA,2024-08-01,0,2.0,2.0,2025-02-01,0,0.25528706939202034,1
PR,ANTONINA,2024-09-01,0,2.0,2.0,2025-03-01,0,0.22385815149961397,1
PR,ANTONINA,2024-10-01,0,2.0,2.0,2025-04-01,0,0.22736059186490723,1
PR,ANTONINA,2024-11-01,0,2.0,2.0,2025-05-01,0,0.21930349105689723,1
PR,ANTONINA,2024-12-01,2,2.0,0.0,2025-06-01,0,0.2255381576066655,1
PR,ANTONINA,2025-01-01,0,2.0,0.0,2025-07-01,0,0.2332973942931641,1
PR,ANTONINA,2025-02-01,0,2.0,0.0,2025-08-01,0,0.1809930214962681,1
PR,ANTONINA,2025-03-01,0,2.0,1.0,2025-09-01,0,0.14314996581951359,1
PR,ANTONINA,2025-04-01,0,2.0,1.0,2025-10-01,0,0.12096176115828675,1
PR,ANTONINA,2025-05-01,0,2.0,1.0,2025-11-01,0,0.09554276777062916,0
PR,ANTONINA,2025-06-01,0,2.0,1.0,2025-12-01,0,0.06797282595462152,0
PR,ANTONIO OLINTO,2024-07-01,0,2.0,1.0,2025-01-01,0,0.07956866652800636,0
PR,ANTONIO OLINTO,2024-08-01,0,2.0,1.0,2025-02-01,0,0.03548077351680357,0
PR,ANTONIO OLINTO,2024-09-01,0,2.0,1.0,2025-03-01,0,0.03548077351680357,0
PR,ANTONIO OLINTO,2024-10-01,1,2.0,0.0,2025-04-01,0,0.08270581819239738,0
PR,ANTONIO OLINTO,2024-11-01,0,2.0,0.0,2025-05-01,0,0.059406469990939396,0
PR,ANTONIO OLINTO,2024-12-01,0,1.0,0.0,2025-06-01,0,0.2658562459289618,1
PR,ANTONIO OLINTO,2025-01-01,0,1.0,0.0,2025-07-01,0,0.19737865642363364,1
PR,ANTONIO OLINTO,2025-02-01,0,1.0,0.0,2025-08-01,0,0.1930523751713674,1
PR,ANTONIO OLINTO,2025-03-01,0,1.0,0.0,2025-09-01,0,0.1930523751713674,1
PR,ANTONIO OLINTO,2025-04-01,0,1.0,0.0,2025-10-01,0,0.1930523751713674,1
PR,ANTONIO OLINTO,2025-05-01,0,1.0,0.0,2025-11-01,0,0.19387857629095398,1
PR,ANTONIO OLINTO,2025-06-01,0,1.0,0.0,2025-12-01,0,0.19416026677363132,1
PR,APUCARANA,2024-07-01,5,5.0,5.0,2025-01-01,0,0.3612395099734169,1
PR,APUCARANA,2024-08-01,5,5.0,5.0,2025-02-01,0,0.34551849317538985,1
PR,APUCARANA,2024-09-01,5,5.0,3.0,2025-03-01,0,0.428337705617193,1
PR,APUCARANA,2024-10-01,1,5.0,3.0,2025-04-01,0,0.529068157704037,1
PR,APUCARANA,2024-11-01,3,5.0,4.0,2025-05-01,0,0.431248684039874,1
PR,APUCARANA,2024-12-01,3,5.0,4.0,2025-06-01,0,0.44056402868698613,1
PR,APUCARANA,2025-01-01,3,5.0,4.0,2025-07-01,0,0.2997976019908974,1
PR,APUCARANA,2025-02-01,0,5.0,4.0,2025-08-01,0,0.3264061851616117,1
PR,APUCARANA,2025-03-01,0,5.0,4.0,2025-09-01,0,0.20718837952420727,1
PR,APUCARANA,2025-04-01,1,5.0,4.0,2025-10-01,0,0.12908302018704446,1
PR,APUCARANA,2025-05-01,4,5.0,1.0,2025-11-01,0,0.2788908143223626,1
PR,APUCARANA,2025-06-01,0,5.0,1.0,2025-12-01,0,0.1912605794439642,1
PR,ARAPONGAS,2024-07-01,0,3.0,2.0,2025-01-01,0,0.2871688359022544,1
PR,ARAPONGAS,2024-08-01,0,3.0,2.0,2025-02-01,0,0.233084527025694,1
PR,ARAPONGAS,2024-09-01,1,3.0,2.0,2025-03-01,0,0.22545743930174744,1
PR,ARAPONGAS,2024-10-01,2,3.0,3.0,2025-04-01,0,0.34153010315895155,1
PR,ARAPONGAS,2024-11-01,2,3.0,3.0,2025-05-01,0,0.4642401290161812,1
PR,ARAPONGAS,2024-12-01,0,3.0,3.0,2025-06-01,0,0.36999322990717975,1
PR,ARAPONGAS,2025-01-01,2,3.0,3.0,2025-07-01,0,0.321963777952137,1
PR,ARAPONGAS,2025-02-01,2,3.0,3.0,2025-08-01,0,0.3652727998733871,1
PR,ARAPONGAS,2025-03-01,0,3.0,3.0,2025-09-01,0,0.30448189656696745,1
PR,ARAPONGAS,2025-04-01,3,3.0,3.0,2025-10-01,0,0.2994446419802531,1
PR,ARAPONGAS,2025-05-01,3,3.0,2.0,2025-11-01,0,0.38114316178949736,1
PR,ARAPONGAS,2025-06-01,2,3.0,2.0,2025-12-01,0,0.396893029629997,1
PR,ARAPOTI,2024-07-01,0,1.0,2.0,2025-01-01,1,0.23018900188320243,1
PR,ARAPOTI,2024-08-01,1,1.0,2.0,2025-02-01,1,0.44722915289606,1
PR,ARAPOTI,2024-09-01,0,1.0,2.0,2025-03-01,1,0.28890118953063665,1
PR,ARAPOTI,2024-10-01,0,1.0,2.0,2025-04-01,1,0.23840695221044986,1
PR,ARAPOTI,2024-11-01,0,1.0,2.0,2025-05-01,1,0.23936000192238163,1
PR,ARAPOTI,2024-12-01,2,2.0,1.0,2025-06-01,0,0.1528186986579006,1
PR,ARAPOTI,2025-01-01,1,2.0,1.0,2025-07-01,0,0.16176344019533911,1
PR,ARAPOTI,2025-02-01,0,2.0,1.0,2025-08-01,0,0.09596121366180586,0
PR,ARAPOTI,2025-03-01,0,2.0,1.0,2025-09-01,0,0.07331638428653917,0
PR,ARAPOTI,2025-04-01,0,2.0,1.0,2025-10-01,0,0.06560982905823416,0
PR,ARAPOTI,2025-05-01,1,2.0,1.0,2025-11-01,0,0.131272634435061,1
PR,ARAPOTI,2025-06-01,0,2.0,1.0,2025-12-01,0,0.11598849328632153,1
PR,ARAPUA,2024-07-01,0,1.0,0.0,2025-01-01,0,0.10406000007847409,0
PR,ARAPUA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.10600111731042404,0
PR,ARAPUA,2024-09-01,0,0.0,0.0,2025-03-01,0,0.38370475818710525,1
PR,ARAPUA,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,ARAPUA,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,ARAPUA,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
PR,ARAPUA,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,ARAPUA,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,ARAPUA,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,ARAPUA,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,ARAPUA,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,ARAPUA,2025-06-01,0,0.0,0.0,2025-12-01,0,0.29835087249630726,1
PR,ARARUNA,2024-07-01,2,2.0,2.0,2025-01-01,0,0.2473952360782994,1
PR,ARARUNA,2024-08-01,2,2.0,1.0,2025-02-01,0,0.41087483112155326,1
PR,ARARUNA,2024-09-01,0,2.0,1.0,2025-03-01,0,0.40816080443973446,1
PR,ARARUNA,2024-10-01,1,2.0,0.0,2025-04-01,0,0.40450897635142063,1
PR,ARARUNA,2024-11-01,0,2.0,0.0,2025-05-01,0,0.34625604039762353,1
PR,ARARUNA,2024-12-01,0,2.0,0.0,2025-06-01,0,0.31741033417687164,1
PR,ARARUNA,2025-01-01,0,2.0,0.0,2025-07-01,0,0.28105681012413714,1
PR,ARARUNA,2025-02-01,0,2.0,0.0,2025-08-01,0,0.2319873412977834,1
PR,ARARUNA,2025-03-01,0,2.0,0.0,2025-09-01,0,0.242367556647172,1
PR,ARARUNA,2025-04-01,0,2.0,0.0,2025-10-01,0,0.13148842758016935,1
PR,ARARUNA,2025-05-01,0,2.0,0.0,2025-11-01,0,0.08715462159573044,0
PR,ARARUNA,2025-06-01,0,2.0,0.0,2025-12-01,0,0.08474873059820645,0
PR,ARAUCARIA,2024-07-01,3,7.0,3.0,2025-01-01,0,0.14321122479081708,1
PR,ARAUCARIA,2024-08-01,1,7.0,3.0,2025-02-01,0,0.19065536537901126,1
PR,ARAUCARIA,2024-09-01,2,7.0,3.0,2025-03-01,0,0.23279043745655678,1
PR,ARAUCARIA,2024-10-01,3,7.0,3.0,2025-04-01,0,0.2768860256800754,1
PR,ARAUCARIA,2024-11-01,3,7.0,3.0,2025-05-01,0,0.19713538221616467,1
PR,ARAUCARIA,2024-12-01,2,7.0,3.0,2025-06-01,0,0.23406464077742592,1
PR,ARAUCARIA,2025-01-01,3,7.0,3.0,2025-07-01,0,0.2597762708898712,1
PR,ARAUCARIA,2025-02-01,2,7.0,6.0,2025-08-01,0,0.21567249431042396,1
PR,ARAUCARIA,2025-03-01,3,7.0,6.0,2025-09-01,0,0.22706152488928455,1
PR,ARAUCARIA,2025-04-01,3,7.0,6.0,2025-10-01,0,0.2419263980202219,1
PR,ARAUCARIA,2025-05-01,2,3.0,6.0,2025-11-01,1,0.5382128541971222,1
PR,ARAUCARIA,2025-06-01,1,3.0,6.0,2025-12-01,1,0.45972065623428127,1
PR,ARIRANHA DO IVAI,2024-07-01,0,0.0,0.0,2025-01-01,0,0.3141217577102854,1
PR,ARIRANHA DO IVAI,2024-08-01,0,0.0,0.0,2025-02-01,0,0.31858796407729456,1
PR,ARIRANHA DO IVAI,2024-09-01,0,0.0,0.0,2025-03-01,0,0.31858796407729456,1
PR,ARIRANHA DO IVAI,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,ARIRANHA DO IVAI,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,ARIRANHA DO IVAI,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
