data_referencia,ano,mes,uf,municipio,populacao,total_violencia_grave,contagem_violencia_12m,maximo_12m_ate_data_consulta,alerta_violencia_grave_proximos_6m,probabilidade_alerta,alerta_previsto,tipo_resultado,faixa_populacao,faixa_maximo_historico,faixa_ocorrencias_12m
2020-01-01,2020,1,PR,ABATIA,7457,0,0.0,0.0,0,0.34426522770565093,1,falso_positivo,01_ate_10_mil,00,00
2020-02-01,2020,2,PR,ABATIA,7457,0,0.0,0.0,0,0.33100207493067535,1,falso_positivo,01_ate_10_mil,00,00
2020-03-01,2020,3,PR,ABATIA,7457,0,0.0,0.0,1,0.33100207493067535,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-04-01,2020,4,PR,ABATIA,7457,0,0.0,0.0,1,0.33100207493067535,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-05-01,2020,5,PR,ABATIA,7457,0,0.0,0.0,1,0.33100207493067535,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-06-01,2020,6,PR,ABATIA,7457,0,0.0,0.0,1,0.3366873223328337,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-07-01,2020,7,PR,ABATIA,7457,0,0.0,0.0,1,0.325328454422884,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-08-01,2020,8,PR,ABATIA,7457,0,0.0,0.0,1,0.32944287873181904,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-09-01,2020,9,PR,ABATIA,7457,1,1.0,1.0,0,0.06306869470726605,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,PR,ABATIA,7457,0,1.0,1.0,0,0.05145814002782552,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,PR,ABATIA,7457,0,1.0,1.0,0,0.06365256803156731,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-12-01,2020,12,PR,ABATIA,7457,0,1.0,1.0,0,0.08572043342969805,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-01-01,2020,1,PR,ADRIANOPOLIS,5919,0,3.0,1.0,0,0.10383246662176993,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-02-01,2020,2,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.05891072798252092,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-03-01,2020,3,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.06190594655816485,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-04-01,2020,4,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.05419113347203891,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-05-01,2020,5,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.05419113347203891,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-06-01,2020,6,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.05653787281973193,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-07-01,2020,7,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.05537379679300705,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-08-01,2020,8,PR,ADRIANOPOLIS,5919,0,2.0,1.0,0,0.057874478823809423,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-09-01,2020,9,PR,ADRIANOPOLIS,5919,0,1.0,1.0,0,0.05136427445390482,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,PR,ADRIANOPOLIS,5919,0,0.0,0.0,1,0.37681458300919507,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-11-01,2020,11,PR,ADRIANOPOLIS,5919,0,0.0,0.0,1,0.3660849542335395,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-12-01,2020,12,PR,ADRIANOPOLIS,5919,0,0.0,0.0,1,0.3675649278321296,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-01-01,2020,1,PR,AGUDOS DO SUL,9371,0,2.0,1.0,0,0.21921484913529024,1,falso_positivo,01_ate_10_mil,01,02_a_03
2020-02-01,2020,2,PR,AGUDOS DO SUL,9371,0,2.0,1.0,1,0.17722081110651589,0,falso_negativo,01_ate_10_mil,01,02_a_03
2020-03-01,2020,3,PR,AGUDOS DO SUL,9371,0,2.0,1.0,1,0.18357078461269294,1,verdadeiro_positivo,01_ate_10_mil,01,02_a_03
2020-04-01,2020,4,PR,AGUDOS DO SUL,9371,0,1.0,1.0,1,0.1530607774837458,0,falso_negativo,01_ate_10_mil,01,01
2020-05-01,2020,5,PR,AGUDOS DO SUL,9371,0,1.0,1.0,1,0.15448637561283815,0,falso_negativo,01_ate_10_mil,01,01
2020-06-01,2020,6,PR,AGUDOS DO SUL,9371,0,1.0,1.0,1,0.14423430852223226,0,falso_negativo,01_ate_10_mil,01,01
2020-07-01,2020,7,PR,AGUDOS DO SUL,9371,1,2.0,1.0,1,0.12898614103804198,0,falso_negativo,01_ate_10_mil,01,02_a_03
2020-08-01,2020,8,PR,AGUDOS DO SUL,9371,2,4.0,2.0,0,0.09163349470701672,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-09-01,2020,9,PR,AGUDOS DO SUL,9371,0,4.0,2.0,0,0.056678883239138875,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-10-01,2020,10,PR,AGUDOS DO SUL,9371,0,4.0,2.0,0,0.04200197501676727,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-11-01,2020,11,PR,AGUDOS DO SUL,9371,0,4.0,2.0,0,0.040036355020607484,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-12-01,2020,12,PR,AGUDOS DO SUL,9371,0,3.0,2.0,0,0.023260391911815795,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-01-01,2020,1,PR,ALMIRANTE TAMANDARE,118623,1,37.0,5.0,1,0.19123365758565522,1,verdadeiro_positivo,05_100_a_500_mil,04_a_05,13_ou_mais
2020-02-01,2020,2,PR,ALMIRANTE TAMANDARE,118623,7,40.0,7.0,0,0.19341755848221745,1,falso_positivo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-03-01,2020,3,PR,ALMIRANTE TAMANDARE,118623,7,42.0,7.0,0,0.15869526792642336,0,verdadeiro_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-04-01,2020,4,PR,ALMIRANTE TAMANDARE,118623,7,47.0,7.0,0,0.1125158932579227,0,verdadeiro_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-05-01,2020,5,PR,ALMIRANTE TAMANDARE,118623,5,48.0,7.0,0,0.11203103234475195,0,verdadeiro_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-06-01,2020,6,PR,ALMIRANTE TAMANDARE,118623,2,45.0,7.0,0,0.07026488147182296,0,verdadeiro_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-07-01,2020,7,PR,ALMIRANTE TAMANDARE,118623,3,48.0,7.0,0,0.053304208305927935,0,verdadeiro_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-08-01,2020,8,PR,ALMIRANTE TAMANDARE,118623,2,46.0,7.0,1,0.08967467130805835,0,falso_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-09-01,2020,9,PR,ALMIRANTE TAMANDARE,118623,5,47.0,7.0,1,0.11081845679613567,0,falso_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-10-01,2020,10,PR,ALMIRANTE TAMANDARE,118623,5,48.0,7.0,1,0.09619092144181521,0,falso_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-11-01,2020,11,PR,ALMIRANTE TAMANDARE,118623,6,52.0,7.0,1,0.12147460781564547,0,falso_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-12-01,2020,12,PR,ALMIRANTE TAMANDARE,118623,4,54.0,7.0,1,0.0807388056067539,0,falso_negativo,05_100_a_500_mil,06_ou_mais,13_ou_mais
2020-01-01,2020,1,PR,ALTAMIRA DO PARANA,1942,0,2.0,1.0,0,0.011192461301835823,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-02-01,2020,2,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.014888041921114238,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-03-01,2020,3,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.012501955503030904,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-04-01,2020,4,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.018004154494735847,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-05-01,2020,5,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.018004154494735847,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-06-01,2020,6,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.015199330398286269,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-07-01,2020,7,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.015206424247448336,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-08-01,2020,8,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.016075683433592586,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-09-01,2020,9,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.016075683433592586,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,PR,ALTAMIRA DO PARANA,1942,1,1.0,1.0,0,0.03067171322976063,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.027004807244312083,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-12-01,2020,12,PR,ALTAMIRA DO PARANA,1942,0,1.0,1.0,0,0.027621890318787385,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-01-01,2020,1,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.1270795512295026,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-02-01,2020,2,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.13851139718040312,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-03-01,2020,3,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.13851139718040312,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-04-01,2020,4,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.13851139718040312,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-05-01,2020,5,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.13851139718040312,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-06-01,2020,6,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.22266865556104906,1,falso_positivo,01_ate_10_mil,00,00
2020-07-01,2020,7,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.20880333804755002,1,falso_positivo,01_ate_10_mil,00,00
2020-08-01,2020,8,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.21591264088212703,1,falso_positivo,01_ate_10_mil,00,00
2020-09-01,2020,9,PR,ALTO PARAISO,2741,0,0.0,0.0,0,0.21591264088212703,1,falso_positivo,01_ate_10_mil,00,00
2020-10-01,2020,10,PR,ALTO PARAISO,2741,0,0.0,0.0,1,0.2188975437192549,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-11-01,2020,11,PR,ALTO PARAISO,2741,0,0.0,0.0,1,0.20905582765002276,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-12-01,2020,12,PR,ALTO PARAISO,2741,0,0.0,0.0,1,0.19728740569491265,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-01-01,2020,1,PR,ALTO PARANA,14770,0,2.0,1.0,1,0.15379302941277645,0,falso_negativo,02_10_a_25_mil,01,02_a_03
2020-02-01,2020,2,PR,ALTO PARANA,14770,0,1.0,1.0,1,0.2682479965698538,1,verdadeiro_positivo,02_10_a_25_mil,01,01
2020-03-01,2020,3,PR,ALTO PARANA,14770,0,1.0,1.0,1,0.22828284980922312,1,verdadeiro_positivo,02_10_a_25_mil,01,01
2020-04-01,2020,4,PR,ALTO PARANA,14770,4,4.0,4.0,0,0.018549704155350424,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,04_a_06
2020-05-01,2020,5,PR,ALTO PARANA,14770,1,5.0,4.0,0,0.01412706955936764,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,04_a_06
2020-06-01,2020,6,PR,ALTO PARANA,14770,0,5.0,4.0,0,0.011730254383085927,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,04_a_06
2020-07-01,2020,7,PR,ALTO PARANA,14770,0,5.0,4.0,0,0.013925346530845381,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,04_a_06
2020-08-01,2020,8,PR,ALTO PARANA,14770,1,6.0,4.0,0,0.013970333695299094,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,04_a_06
2020-09-01,2020,9,PR,ALTO PARANA,14770,1,7.0,4.0,0,0.01094226673627576,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,07_a_12
2020-10-01,2020,10,PR,ALTO PARANA,14770,0,7.0,4.0,0,0.011208273811936379,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,07_a_12
2020-11-01,2020,11,PR,ALTO PARANA,14770,1,8.0,4.0,0,0.009820376221839136,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,07_a_12
2020-12-01,2020,12,PR,ALTO PARANA,14770,2,10.0,4.0,0,0.02973242995630775,0,verdadeiro_negativo,02_10_a_25_mil,04_a_05,07_a_12
2020-01-01,2020,1,PR,ALTO PIQUIRI,9836,0,4.0,1.0,0,0.09567129667200255,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-02-01,2020,2,PR,ALTO PIQUIRI,9836,0,4.0,1.0,0,0.08381077596773653,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-03-01,2020,3,PR,ALTO PIQUIRI,9836,1,5.0,1.0,0,0.13342823879541107,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-04-01,2020,4,PR,ALTO PIQUIRI,9836,0,5.0,1.0,0,0.08907007766287774,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-05-01,2020,5,PR,ALTO PIQUIRI,9836,0,5.0,1.0,0,0.09904085507124062,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-06-01,2020,6,PR,ALTO PIQUIRI,9836,0,5.0,1.0,0,0.09534807846376521,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-07-01,2020,7,PR,ALTO PIQUIRI,9836,0,4.0,1.0,0,0.0853217034775083,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-08-01,2020,8,PR,ALTO PIQUIRI,9836,1,5.0,1.0,0,0.11837106372768806,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-09-01,2020,9,PR,ALTO PIQUIRI,9836,0,4.0,1.0,0,0.09192825755942456,0,verdadeiro_negativo,01_ate_10_mil,01,04_a_06
2020-10-01,2020,10,PR,ALTO PIQUIRI,9836,0,3.0,1.0,0,0.07195645102303917,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-11-01,2020,11,PR,ALTO PIQUIRI,9836,0,2.0,1.0,0,0.14792498836906937,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-12-01,2020,12,PR,ALTO PIQUIRI,9836,0,2.0,1.0,0,0.1590373945463026,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-01-01,2020,1,PR,ALTONIA,22056,1,8.0,3.0,0,0.21782604289321567,1,falso_positivo,02_10_a_25_mil,03,07_a_12
2020-02-01,2020,2,PR,ALTONIA,22056,0,7.0,3.0,0,0.17291967488317908,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-03-01,2020,3,PR,ALTONIA,22056,3,9.0,3.0,0,0.11190272446743448,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-04-01,2020,4,PR,ALTONIA,22056,1,10.0,3.0,0,0.12457394096742494,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-05-01,2020,5,PR,ALTONIA,22056,0,10.0,3.0,0,0.0896119668835731,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-06-01,2020,6,PR,ALTONIA,22056,0,10.0,3.0,0,0.07022961860558316,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-07-01,2020,7,PR,ALTONIA,22056,1,11.0,3.0,0,0.09161281390418426,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-08-01,2020,8,PR,ALTONIA,22056,1,12.0,3.0,0,0.12733921221908903,0,verdadeiro_negativo,02_10_a_25_mil,03,07_a_12
2020-09-01,2020,9,PR,ALTONIA,22056,0,11.0,3.0,1,0.06613129557435822,0,falso_negativo,02_10_a_25_mil,03,07_a_12
2020-10-01,2020,10,PR,ALTONIA,22056,0,8.0,3.0,1,0.17475961286549946,0,falso_negativo,02_10_a_25_mil,03,07_a_12
2020-11-01,2020,11,PR,ALTONIA,22056,0,7.0,3.0,1,0.09802296492103783,0,falso_negativo,02_10_a_25_mil,03,07_a_12
2020-12-01,2020,12,PR,ALTONIA,22056,0,7.0,3.0,1,0.07870715399677865,0,falso_negativo,02_10_a_25_mil,03,07_a_12
2020-01-01,2020,1,PR,ALVORADA DO SUL,11406,1,3.0,1.0,0,0.2768826475628674,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-02-01,2020,2,PR,ALVORADA DO SUL,11406,1,4.0,1.0,0,0.27063325813187156,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-03-01,2020,3,PR,ALVORADA DO SUL,11406,1,5.0,1.0,0,0.3251335844257585,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-04-01,2020,4,PR,ALVORADA DO SUL,11406,1,6.0,1.0,0,0.3070484181777161,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-05-01,2020,5,PR,ALVORADA DO SUL,11406,1,7.0,1.0,0,0.3554967590400356,1,falso_positivo,02_10_a_25_mil,01,07_a_12
2020-06-01,2020,6,PR,ALVORADA DO SUL,11406,0,7.0,1.0,0,0.35727959262380177,1,falso_positivo,02_10_a_25_mil,01,07_a_12
2020-07-01,2020,7,PR,ALVORADA DO SUL,11406,0,6.0,1.0,0,0.25122467748478805,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-08-01,2020,8,PR,ALVORADA DO SUL,11406,1,7.0,1.0,0,0.2650585582065059,1,falso_positivo,02_10_a_25_mil,01,07_a_12
2020-09-01,2020,9,PR,ALVORADA DO SUL,11406,0,7.0,1.0,0,0.28971544809843874,1,falso_positivo,02_10_a_25_mil,01,07_a_12
2020-10-01,2020,10,PR,ALVORADA DO SUL,11406,0,7.0,1.0,0,0.32548867619032557,1,falso_positivo,02_10_a_25_mil,01,07_a_12
2020-11-01,2020,11,PR,ALVORADA DO SUL,11406,0,6.0,1.0,0,0.21498673559057815,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-12-01,2020,12,PR,ALVORADA DO SUL,11406,0,6.0,1.0,0,0.2079027314525557,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-01-01,2020,1,PR,AMAPORA,6257,1,1.0,1.0,0,0.12258933293516086,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-02-01,2020,2,PR,AMAPORA,6257,0,1.0,1.0,0,0.11118366421169444,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-03-01,2020,3,PR,AMAPORA,6257,1,2.0,1.0,0,0.0611953972415408,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-04-01,2020,4,PR,AMAPORA,6257,0,2.0,1.0,0,0.06234382437023718,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-05-01,2020,5,PR,AMAPORA,6257,0,2.0,1.0,0,0.05747776654197317,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-06-01,2020,6,PR,AMAPORA,6257,0,2.0,1.0,0,0.055647230705980495,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-07-01,2020,7,PR,AMAPORA,6257,0,2.0,1.0,0,0.05017758714572987,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-08-01,2020,8,PR,AMAPORA,6257,1,3.0,1.0,0,0.091255722286271,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-09-01,2020,9,PR,AMAPORA,6257,0,3.0,1.0,0,0.08522147771157254,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-10-01,2020,10,PR,AMAPORA,6257,0,3.0,1.0,0,0.08830155272910536,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-11-01,2020,11,PR,AMAPORA,6257,0,3.0,1.0,0,0.07667772104015548,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-12-01,2020,12,PR,AMAPORA,6257,0,3.0,1.0,0,0.06592569494598538,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-01-01,2020,1,PR,AMPERE,19152,0,1.0,1.0,0,0.36729197978717365,1,falso_positivo,02_10_a_25_mil,01,01
2020-02-01,2020,2,PR,AMPERE,19152,0,1.0,1.0,0,0.34353721998831227,1,falso_positivo,02_10_a_25_mil,01,01
2020-03-01,2020,3,PR,AMPERE,19152,1,2.0,1.0,0,0.20237021014741577,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-04-01,2020,4,PR,AMPERE,19152,0,2.0,1.0,0,0.18740610023054638,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-05-01,2020,5,PR,AMPERE,19152,0,2.0,1.0,0,0.18508327719078066,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-06-01,2020,6,PR,AMPERE,19152,0,2.0,1.0,0,0.2155468322779073,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-07-01,2020,7,PR,AMPERE,19152,0,2.0,1.0,0,0.16781400800528862,0,verdadeiro_negativo,02_10_a_25_mil,01,02_a_03
2020-08-01,2020,8,PR,AMPERE,19152,0,1.0,1.0,0,0.2675129717934096,1,falso_positivo,02_10_a_25_mil,01,01
2020-09-01,2020,9,PR,AMPERE,19152,0,1.0,1.0,0,0.2824124371319306,1,falso_positivo,02_10_a_25_mil,01,01
2020-10-01,2020,10,PR,AMPERE,19152,0,1.0,1.0,0,0.3339611913912321,1,falso_positivo,02_10_a_25_mil,01,01
2020-11-01,2020,11,PR,AMPERE,19152,1,2.0,1.0,0,0.25890161142367174,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-12-01,2020,12,PR,AMPERE,19152,0,2.0,1.0,0,0.22852350504030908,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-01-01,2020,1,PR,ANAHY,2801,0,0.0,0.0,1,0.10425200427385983,0,falso_negativo,01_ate_10_mil,00,00
2020-02-01,2020,2,PR,ANAHY,2801,1,1.0,1.0,0,0.024248255314045036,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-03-01,2020,3,PR,ANAHY,2801,0,1.0,1.0,0,0.01991325695158135,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-04-01,2020,4,PR,ANAHY,2801,0,1.0,1.0,0,0.01582769721185189,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-05-01,2020,5,PR,ANAHY,2801,0,1.0,1.0,0,0.01490528893470813,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-06-01,2020,6,PR,ANAHY,2801,0,1.0,1.0,0,0.014411128824669958,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-07-01,2020,7,PR,ANAHY,2801,0,1.0,1.0,0,0.013215708824435186,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-08-01,2020,8,PR,ANAHY,2801,0,1.0,1.0,0,0.01589722380748944,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-09-01,2020,9,PR,ANAHY,2801,0,1.0,1.0,0,0.01589722380748944,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,PR,ANAHY,2801,0,1.0,1.0,0,0.01589722380748944,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,PR,ANAHY,2801,0,1.0,1.0,0,0.01589722380748944,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-12-01,2020,12,PR,ANAHY,2801,0,1.0,1.0,0,0.01647328250551273,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-01-01,2020,1,PR,ANDIRA,20031,0,4.0,1.0,0,0.2783466367994711,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-02-01,2020,2,PR,ANDIRA,20031,0,3.0,1.0,0,0.21641225073858572,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-03-01,2020,3,PR,ANDIRA,20031,0,2.0,1.0,0,0.26502137234236434,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-04-01,2020,4,PR,ANDIRA,20031,0,2.0,1.0,0,0.3281576158850504,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-05-01,2020,5,PR,ANDIRA,20031,0,2.0,1.0,0,0.33038058351058175,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-06-01,2020,6,PR,ANDIRA,20031,0,2.0,1.0,0,0.33917030479876936,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-07-01,2020,7,PR,ANDIRA,20031,0,1.0,1.0,0,0.30918783620801055,1,falso_positivo,02_10_a_25_mil,01,01
2020-08-01,2020,8,PR,ANDIRA,20031,0,0.0,0.0,1,0.6272269408034734,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-09-01,2020,9,PR,ANDIRA,20031,0,0.0,0.0,1,0.6459758419129328,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-10-01,2020,10,PR,ANDIRA,20031,0,0.0,0.0,1,0.6609624388224594,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-11-01,2020,11,PR,ANDIRA,20031,0,0.0,0.0,1,0.6955342165141764,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-12-01,2020,12,PR,ANDIRA,20031,0,0.0,0.0,1,0.6888519480218921,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-01-01,2020,1,PR,ANGULO,2928,0,0.0,0.0,0,0.10432916441991495,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-02-01,2020,2,PR,ANGULO,2928,0,0.0,0.0,0,0.11398165964880229,0,verdadeiro_negativo,01_ate_10_mil,00,00
2020-03-01,2020,3,PR,ANGULO,2928,0,0.0,0.0,1,0.11398165964880229,0,falso_negativo,01_ate_10_mil,00,00
2020-04-01,2020,4,PR,ANGULO,2928,0,0.0,0.0,1,0.11398165964880229,0,falso_negativo,01_ate_10_mil,00,00
2020-05-01,2020,5,PR,ANGULO,2928,0,0.0,0.0,1,0.11398165964880229,0,falso_negativo,01_ate_10_mil,00,00
2020-06-01,2020,6,PR,ANGULO,2928,0,0.0,0.0,1,0.11957322130773201,0,falso_negativo,01_ate_10_mil,00,00
2020-07-01,2020,7,PR,ANGULO,2928,0,0.0,0.0,1,0.11517458841942006,0,falso_negativo,01_ate_10_mil,00,00
2020-08-01,2020,8,PR,ANGULO,2928,0,0.0,0.0,1,0.1741403265306408,0,falso_negativo,01_ate_10_mil,00,00
2020-09-01,2020,9,PR,ANGULO,2928,1,1.0,1.0,0,0.018865945849262582,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,PR,ANGULO,2928,1,2.0,1.0,0,0.03857254014894771,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
