data_referencia,ano,mes,uf,municipio,populacao,total_violencia_grave,contagem_violencia_12m,maximo_12m_ate_data_consulta,alerta_violencia_grave_proximos_6m,probabilidade_alerta,alerta_previsto,tipo_resultado,faixa_populacao,faixa_maximo_historico,faixa_ocorrencias_12m
2020-07-01,2020,7,SC,PRESIDENTE GETULIO,17471,0,5.0,1.0,0,0.5306706890729701,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-08-01,2020,8,SC,PRESIDENTE GETULIO,17471,0,5.0,1.0,0,0.5421791571144233,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-09-01,2020,9,SC,PRESIDENTE GETULIO,17471,0,5.0,1.0,0,0.5322803398474177,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-10-01,2020,10,SC,PRESIDENTE GETULIO,17471,0,4.0,1.0,0,0.5591240473930515,1,falso_positivo,02_10_a_25_mil,01,04_a_06
2020-11-01,2020,11,SC,PRESIDENTE GETULIO,17471,0,3.0,1.0,0,0.48116046615968416,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-12-01,2020,12,SC,PRESIDENTE GETULIO,17471,0,2.0,1.0,0,0.3578444673675296,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-01-01,2020,1,SC,PRESIDENTE NEREU,2287,0,2.0,1.0,1,0.016422647925707568,0,falso_negativo,01_ate_10_mil,01,02_a_03
2020-02-01,2020,2,SC,PRESIDENTE NEREU,2287,2,4.0,2.0,0,0.004781984533336699,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-03-01,2020,3,SC,PRESIDENTE NEREU,2287,0,4.0,2.0,0,0.004915351715178041,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-04-01,2020,4,SC,PRESIDENTE NEREU,2287,0,4.0,2.0,0,0.00466244595115268,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-05-01,2020,5,SC,PRESIDENTE NEREU,2287,0,4.0,2.0,0,0.005079261773842738,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-06-01,2020,6,SC,PRESIDENTE NEREU,2287,0,4.0,2.0,0,0.004333294335099103,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-07-01,2020,7,SC,PRESIDENTE NEREU,2287,0,4.0,2.0,0,0.004402282832703735,0,verdadeiro_negativo,01_ate_10_mil,02,04_a_06
2020-08-01,2020,8,SC,PRESIDENTE NEREU,2287,0,3.0,2.0,0,0.01089228292184801,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-09-01,2020,9,SC,PRESIDENTE NEREU,2287,0,3.0,2.0,0,0.008578733264562063,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-10-01,2020,10,SC,PRESIDENTE NEREU,2287,0,3.0,2.0,0,0.008578733264562063,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-11-01,2020,11,SC,PRESIDENTE NEREU,2287,0,3.0,2.0,0,0.008133297781123011,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-12-01,2020,12,SC,PRESIDENTE NEREU,2287,0,2.0,2.0,0,0.006198383148463622,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-01-01,2020,1,SC,PRINCESA,2924,0,2.0,2.0,0,0.008244187821278677,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-02-01,2020,2,SC,PRINCESA,2924,1,3.0,2.0,0,0.013384466315111471,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-03-01,2020,3,SC,PRINCESA,2924,0,3.0,2.0,0,0.013508870621039275,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-04-01,2020,4,SC,PRINCESA,2924,0,3.0,2.0,0,0.010294586561835349,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-05-01,2020,5,SC,PRINCESA,2924,0,3.0,2.0,0,0.011024138201684585,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-06-01,2020,6,SC,PRINCESA,2924,0,3.0,2.0,0,0.010290931318940133,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-07-01,2020,7,SC,PRINCESA,2924,0,3.0,2.0,0,0.010706947301051891,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-08-01,2020,8,SC,PRINCESA,2924,0,3.0,2.0,0,0.012746778120945112,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-09-01,2020,9,SC,PRINCESA,2924,0,3.0,2.0,0,0.012746778120945112,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-10-01,2020,10,SC,PRINCESA,2924,0,1.0,1.0,0,0.03610490729268898,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,SC,PRINCESA,2924,0,1.0,1.0,0,0.02349564762756031,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-12-01,2020,12,SC,PRINCESA,2924,0,1.0,1.0,0,0.023815360505973618,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-01-01,2020,1,SC,QUILOMBO,9887,1,4.0,1.0,1,0.26893441131467716,1,verdadeiro_positivo,01_ate_10_mil,01,04_a_06
2020-02-01,2020,2,SC,QUILOMBO,9887,2,5.0,2.0,1,0.11978018252508536,0,falso_negativo,01_ate_10_mil,02,04_a_06
2020-03-01,2020,3,SC,QUILOMBO,9887,4,9.0,4.0,0,0.022218419876115433,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-04-01,2020,4,SC,QUILOMBO,9887,0,9.0,4.0,0,0.014990974877499829,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-05-01,2020,5,SC,QUILOMBO,9887,1,10.0,4.0,0,0.007740373484996765,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-06-01,2020,6,SC,QUILOMBO,9887,0,10.0,4.0,0,0.011638423304358264,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-07-01,2020,7,SC,QUILOMBO,9887,0,9.0,4.0,0,0.01759271003465719,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-08-01,2020,8,SC,QUILOMBO,9887,0,9.0,4.0,0,0.013754937036534132,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-09-01,2020,9,SC,QUILOMBO,9887,0,9.0,4.0,0,0.011541394081137331,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-10-01,2020,10,SC,QUILOMBO,9887,0,9.0,4.0,0,0.011956051421613,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-11-01,2020,11,SC,QUILOMBO,9887,0,8.0,4.0,0,0.01906903773649766,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-12-01,2020,12,SC,QUILOMBO,9887,0,8.0,4.0,0,0.017605625436674713,0,verdadeiro_negativo,01_ate_10_mil,04_a_05,07_a_12
2020-01-01,2020,1,SC,RANCHO QUEIMADO,2878,1,2.0,1.0,0,0.03284202759235527,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-02-01,2020,2,SC,RANCHO QUEIMADO,2878,0,2.0,1.0,0,0.024440610822761232,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-03-01,2020,3,SC,RANCHO QUEIMADO,2878,0,2.0,1.0,0,0.03118022299251262,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-04-01,2020,4,SC,RANCHO QUEIMADO,2878,1,3.0,1.0,0,0.02126766197372201,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-05-01,2020,5,SC,RANCHO QUEIMADO,2878,0,3.0,1.0,0,0.013925771733797082,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-06-01,2020,6,SC,RANCHO QUEIMADO,2878,0,3.0,1.0,0,0.020051099889586754,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-07-01,2020,7,SC,RANCHO QUEIMADO,2878,0,3.0,1.0,0,0.018161117581435477,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-08-01,2020,8,SC,RANCHO QUEIMADO,2878,0,3.0,1.0,0,0.01575972874115609,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-09-01,2020,9,SC,RANCHO QUEIMADO,2878,0,2.0,1.0,0,0.021366137133722794,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-10-01,2020,10,SC,RANCHO QUEIMADO,2878,0,2.0,1.0,0,0.01803624002824322,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-11-01,2020,11,SC,RANCHO QUEIMADO,2878,0,2.0,1.0,0,0.01803624002824322,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-12-01,2020,12,SC,RANCHO QUEIMADO,2878,0,2.0,1.0,0,0.019552116165485314,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-01-01,2020,1,SC,RIO DAS ANTAS,6205,0,1.0,1.0,0,0.05656705865418589,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-02-01,2020,2,SC,RIO DAS ANTAS,6205,1,2.0,1.0,0,0.09635944470847863,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-03-01,2020,3,SC,RIO DAS ANTAS,6205,0,2.0,1.0,0,0.08134413120694006,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-04-01,2020,4,SC,RIO DAS ANTAS,6205,0,1.0,1.0,0,0.07084058398347706,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-05-01,2020,5,SC,RIO DAS ANTAS,6205,0,1.0,1.0,1,0.06915983739754668,0,falso_negativo,01_ate_10_mil,01,01
2020-06-01,2020,6,SC,RIO DAS ANTAS,6205,0,1.0,1.0,1,0.0634197015037623,0,falso_negativo,01_ate_10_mil,01,01
2020-07-01,2020,7,SC,RIO DAS ANTAS,6205,0,1.0,1.0,1,0.06212326321270129,0,falso_negativo,01_ate_10_mil,01,01
2020-08-01,2020,8,SC,RIO DAS ANTAS,6205,0,1.0,1.0,1,0.06145008490209321,0,falso_negativo,01_ate_10_mil,01,01
2020-09-01,2020,9,SC,RIO DAS ANTAS,6205,0,1.0,1.0,1,0.06145008490209321,0,falso_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,SC,RIO DAS ANTAS,6205,0,1.0,1.0,1,0.06145008490209321,0,falso_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,SC,RIO DAS ANTAS,6205,2,3.0,2.0,0,0.01766279887688964,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-12-01,2020,12,SC,RIO DAS ANTAS,6205,0,3.0,2.0,0,0.016540757412785566,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-01-01,2020,1,SC,RIO DO CAMPO,5940,0,0.0,0.0,0,0.3408894383733886,1,falso_positivo,01_ate_10_mil,00,00
2020-02-01,2020,2,SC,RIO DO CAMPO,5940,0,0.0,0.0,0,0.47165445903606884,1,falso_positivo,01_ate_10_mil,00,00
2020-03-01,2020,3,SC,RIO DO CAMPO,5940,0,0.0,0.0,1,0.4359775114762127,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-04-01,2020,4,SC,RIO DO CAMPO,5940,0,0.0,0.0,1,0.4359775114762127,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-05-01,2020,5,SC,RIO DO CAMPO,5940,0,0.0,0.0,1,0.4359775114762127,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-06-01,2020,6,SC,RIO DO CAMPO,5940,0,0.0,0.0,1,0.4422738124424713,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-07-01,2020,7,SC,RIO DO CAMPO,5940,0,0.0,0.0,1,0.43684504765890736,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-08-01,2020,8,SC,RIO DO CAMPO,5940,0,0.0,0.0,1,0.4414470098472165,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-09-01,2020,9,SC,RIO DO CAMPO,5940,1,1.0,1.0,0,0.06250166085472735,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,SC,RIO DO CAMPO,5940,0,1.0,1.0,0,0.06797585599594244,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,SC,RIO DO CAMPO,5940,0,1.0,1.0,0,0.07234222168566727,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-12-01,2020,12,SC,RIO DO CAMPO,5940,0,1.0,1.0,0,0.0758453754734824,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-01-01,2020,1,SC,RIO DO OESTE,7489,0,1.0,1.0,0,0.07046651647974675,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-02-01,2020,2,SC,RIO DO OESTE,7489,0,1.0,1.0,0,0.07135117831424304,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-03-01,2020,3,SC,RIO DO OESTE,7489,0,1.0,1.0,0,0.06830994189825011,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-04-01,2020,4,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.24961773380024582,1,falso_positivo,01_ate_10_mil,00,00
2020-05-01,2020,5,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.255435754709834,1,falso_positivo,01_ate_10_mil,00,00
2020-06-01,2020,6,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.2603281454506509,1,falso_positivo,01_ate_10_mil,00,00
2020-07-01,2020,7,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.2564788360290918,1,falso_positivo,01_ate_10_mil,00,00
2020-08-01,2020,8,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.36654537417269506,1,falso_positivo,01_ate_10_mil,00,00
2020-09-01,2020,9,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.36654537417269506,1,falso_positivo,01_ate_10_mil,00,00
2020-10-01,2020,10,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.26005815473904376,1,falso_positivo,01_ate_10_mil,00,00
2020-11-01,2020,11,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.26739704737903014,1,falso_positivo,01_ate_10_mil,00,00
2020-12-01,2020,12,SC,RIO DO OESTE,7489,0,0.0,0.0,0,0.28994987944014194,1,falso_positivo,01_ate_10_mil,00,00
2020-01-01,2020,1,SC,RIO DO SUL,71061,3,13.0,3.0,0,0.27617945519046627,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-02-01,2020,2,SC,RIO DO SUL,71061,2,15.0,3.0,0,0.41623622885867495,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-03-01,2020,3,SC,RIO DO SUL,71061,0,14.0,3.0,0,0.2846855109016895,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-04-01,2020,4,SC,RIO DO SUL,71061,1,15.0,3.0,0,0.41584774795296237,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-05-01,2020,5,SC,RIO DO SUL,71061,2,14.0,3.0,0,0.2727806247361356,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-06-01,2020,6,SC,RIO DO SUL,71061,0,14.0,3.0,0,0.22825028647917342,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-07-01,2020,7,SC,RIO DO SUL,71061,0,14.0,3.0,0,0.25124209070629266,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-08-01,2020,8,SC,RIO DO SUL,71061,0,13.0,3.0,0,0.15066602872778584,0,verdadeiro_negativo,04_50_a_100_mil,03,13_ou_mais
2020-09-01,2020,9,SC,RIO DO SUL,71061,2,13.0,3.0,0,0.12609943830530537,0,verdadeiro_negativo,04_50_a_100_mil,03,13_ou_mais
2020-10-01,2020,10,SC,RIO DO SUL,71061,1,14.0,3.0,0,0.3372677429761235,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-11-01,2020,11,SC,RIO DO SUL,71061,2,14.0,3.0,0,0.3430302631747677,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-12-01,2020,12,SC,RIO DO SUL,71061,1,14.0,3.0,0,0.3838895155219938,1,falso_positivo,04_50_a_100_mil,03,13_ou_mais
2020-01-01,2020,1,SC,RIO DOS CEDROS,11676,0,1.0,1.0,0,0.09519644656575338,0,verdadeiro_negativo,02_10_a_25_mil,01,01
2020-02-01,2020,2,SC,RIO DOS CEDROS,11676,0,1.0,1.0,0,0.10488769814240044,0,verdadeiro_negativo,02_10_a_25_mil,01,01
2020-03-01,2020,3,SC,RIO DOS CEDROS,11676,0,0.0,0.0,1,0.6559447883300953,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-04-01,2020,4,SC,RIO DOS CEDROS,11676,0,0.0,0.0,1,0.6340357113601922,1,verdadeiro_positivo,02_10_a_25_mil,00,00
2020-05-01,2020,5,SC,RIO DOS CEDROS,11676,1,1.0,1.0,0,0.10890776065086531,0,verdadeiro_negativo,02_10_a_25_mil,01,01
2020-06-01,2020,6,SC,RIO DOS CEDROS,11676,0,1.0,1.0,0,0.0869431469107056,0,verdadeiro_negativo,02_10_a_25_mil,01,01
2020-07-01,2020,7,SC,RIO DOS CEDROS,11676,0,1.0,1.0,0,0.058158746267926144,0,verdadeiro_negativo,02_10_a_25_mil,01,01
2020-08-01,2020,8,SC,RIO DOS CEDROS,11676,0,1.0,1.0,0,0.07056648343475579,0,verdadeiro_negativo,02_10_a_25_mil,01,01
2020-09-01,2020,9,SC,RIO DOS CEDROS,11676,1,2.0,1.0,0,0.1716591206266546,0,verdadeiro_negativo,02_10_a_25_mil,01,02_a_03
2020-10-01,2020,10,SC,RIO DOS CEDROS,11676,0,2.0,1.0,0,0.2075396129806863,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-11-01,2020,11,SC,RIO DOS CEDROS,11676,0,2.0,1.0,0,0.22477462350869015,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-12-01,2020,12,SC,RIO DOS CEDROS,11676,0,2.0,1.0,0,0.27375228265383583,1,falso_positivo,02_10_a_25_mil,01,02_a_03
2020-01-01,2020,1,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.25173371504574804,1,falso_positivo,01_ate_10_mil,00,00
2020-02-01,2020,2,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.2398146765908297,1,falso_positivo,01_ate_10_mil,00,00
2020-03-01,2020,3,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.20094643227144207,1,falso_positivo,01_ate_10_mil,00,00
2020-04-01,2020,4,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.20094643227144207,1,falso_positivo,01_ate_10_mil,00,00
2020-05-01,2020,5,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.20094643227144207,1,falso_positivo,01_ate_10_mil,00,00
2020-06-01,2020,6,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.21200075068704702,1,falso_positivo,01_ate_10_mil,00,00
2020-07-01,2020,7,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.21136048992016904,1,falso_positivo,01_ate_10_mil,00,00
2020-08-01,2020,8,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.21449179786145675,1,falso_positivo,01_ate_10_mil,00,00
2020-09-01,2020,9,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.21449179786145675,1,falso_positivo,01_ate_10_mil,00,00
2020-10-01,2020,10,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.21449179786145675,1,falso_positivo,01_ate_10_mil,00,00
2020-11-01,2020,11,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.21449179786145675,1,falso_positivo,01_ate_10_mil,00,00
2020-12-01,2020,12,SC,RIO FORTUNA,4611,0,0.0,0.0,0,0.25522831103357474,1,falso_positivo,01_ate_10_mil,00,00
2020-01-01,2020,1,SC,RIO NEGRINHO,42302,2,13.0,5.0,1,0.03470563852204084,0,falso_negativo,03_25_a_50_mil,04_a_05,13_ou_mais
2020-02-01,2020,2,SC,RIO NEGRINHO,42302,0,13.0,5.0,1,0.04604074747733445,0,falso_negativo,03_25_a_50_mil,04_a_05,13_ou_mais
2020-03-01,2020,3,SC,RIO NEGRINHO,42302,3,15.0,5.0,1,0.07786950480097171,0,falso_negativo,03_25_a_50_mil,04_a_05,13_ou_mais
2020-04-01,2020,4,SC,RIO NEGRINHO,42302,0,15.0,5.0,1,0.06625796036717106,0,falso_negativo,03_25_a_50_mil,04_a_05,13_ou_mais
2020-05-01,2020,5,SC,RIO NEGRINHO,42302,6,16.0,6.0,0,0.041943157249547176,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-06-01,2020,6,SC,RIO NEGRINHO,42302,0,15.0,6.0,0,0.02988882694850515,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-07-01,2020,7,SC,RIO NEGRINHO,42302,1,15.0,6.0,0,0.0341194071113481,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-08-01,2020,8,SC,RIO NEGRINHO,42302,3,18.0,6.0,0,0.04443523289868184,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-09-01,2020,9,SC,RIO NEGRINHO,42302,1,19.0,6.0,0,0.030069581421035694,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-10-01,2020,10,SC,RIO NEGRINHO,42302,0,18.0,6.0,0,0.03409486929025898,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-11-01,2020,11,SC,RIO NEGRINHO,42302,1,18.0,6.0,0,0.029757578478172262,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-12-01,2020,12,SC,RIO NEGRINHO,42302,2,19.0,6.0,0,0.029116198647387872,0,verdadeiro_negativo,03_25_a_50_mil,06_ou_mais,13_ou_mais
2020-01-01,2020,1,SC,RIO RUFINO,2483,0,0.0,0.0,1,0.27995343412789175,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-02-01,2020,2,SC,RIO RUFINO,2483,0,0.0,0.0,1,0.2770357582664869,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-03-01,2020,3,SC,RIO RUFINO,2483,0,0.0,0.0,1,0.2795009713871764,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-04-01,2020,4,SC,RIO RUFINO,2483,0,0.0,0.0,1,0.2795009713871764,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-05-01,2020,5,SC,RIO RUFINO,2483,0,0.0,0.0,1,0.2795009713871764,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-06-01,2020,6,SC,RIO RUFINO,2483,1,1.0,1.0,0,0.021939432638531237,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-07-01,2020,7,SC,RIO RUFINO,2483,0,1.0,1.0,0,0.029165179926274144,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-08-01,2020,8,SC,RIO RUFINO,2483,0,1.0,1.0,0,0.025044288514428366,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-09-01,2020,9,SC,RIO RUFINO,2483,0,1.0,1.0,0,0.02370846887022032,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-10-01,2020,10,SC,RIO RUFINO,2483,0,1.0,1.0,0,0.024367181589642118,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,SC,RIO RUFINO,2483,0,1.0,1.0,0,0.024367181589642118,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-12-01,2020,12,SC,RIO RUFINO,2483,0,1.0,1.0,0,0.029149084338078637,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-01-01,2020,1,SC,RIQUEZA,4598,0,0.0,0.0,0,0.25173371504574804,1,falso_positivo,01_ate_10_mil,00,00
2020-02-01,2020,2,SC,RIQUEZA,4598,0,0.0,0.0,0,0.2398146765908297,1,falso_positivo,01_ate_10_mil,00,00
2020-03-01,2020,3,SC,RIQUEZA,4598,0,0.0,0.0,0,0.20094643227144207,1,falso_positivo,01_ate_10_mil,00,00
2020-04-01,2020,4,SC,RIQUEZA,4598,0,0.0,0.0,1,0.20094643227144207,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-05-01,2020,5,SC,RIQUEZA,4598,0,0.0,0.0,1,0.20094643227144207,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-06-01,2020,6,SC,RIQUEZA,4598,0,0.0,0.0,1,0.21200075068704702,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-07-01,2020,7,SC,RIQUEZA,4598,0,0.0,0.0,1,0.21136048992016904,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-08-01,2020,8,SC,RIQUEZA,4598,0,0.0,0.0,1,0.21449179786145675,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-09-01,2020,9,SC,RIQUEZA,4598,0,0.0,0.0,1,0.21449179786145675,1,verdadeiro_positivo,01_ate_10_mil,00,00
2020-10-01,2020,10,SC,RIQUEZA,4598,1,1.0,1.0,0,0.048357474847454826,0,verdadeiro_negativo,01_ate_10_mil,01,01
2020-11-01,2020,11,SC,RIQUEZA,4598,1,2.0,1.0,0,0.06842217132043055,0,verdadeiro_negativo,01_ate_10_mil,01,02_a_03
2020-12-01,2020,12,SC,RIQUEZA,4598,0,2.0,1.0,1,0.08734396688533981,0,falso_negativo,01_ate_10_mil,01,02_a_03
2020-01-01,2020,1,SC,RODEIO,11551,0,1.0,1.0,1,0.06972104716872653,0,falso_negativo,02_10_a_25_mil,01,01
2020-02-01,2020,2,SC,RODEIO,11551,0,1.0,1.0,1,0.07664865739518145,0,falso_negativo,02_10_a_25_mil,01,01
2020-03-01,2020,3,SC,RODEIO,11551,0,1.0,1.0,1,0.06323791650801906,0,falso_negativo,02_10_a_25_mil,01,01
2020-04-01,2020,4,SC,RODEIO,11551,2,3.0,2.0,0,0.08618191333730943,0,verdadeiro_negativo,02_10_a_25_mil,02,02_a_03
2020-05-01,2020,5,SC,RODEIO,11551,0,3.0,2.0,0,0.0932847765955938,0,verdadeiro_negativo,02_10_a_25_mil,02,02_a_03
2020-06-01,2020,6,SC,RODEIO,11551,0,3.0,2.0,0,0.07740004527555851,0,verdadeiro_negativo,02_10_a_25_mil,02,02_a_03
2020-07-01,2020,7,SC,RODEIO,11551,0,3.0,2.0,0,0.0807043970684773,0,verdadeiro_negativo,02_10_a_25_mil,02,02_a_03
2020-08-01,2020,8,SC,RODEIO,11551,0,3.0,2.0,0,0.0867468784360749,0,verdadeiro_negativo,02_10_a_25_mil,02,02_a_03
2020-09-01,2020,9,SC,RODEIO,11551,0,3.0,2.0,0,0.0867468784360749,0,verdadeiro_negativo,02_10_a_25_mil,02,02_a_03
2020-10-01,2020,10,SC,RODEIO,11551,0,3.0,2.0,1,0.0719857651598609,0,falso_negativo,02_10_a_25_mil,02,02_a_03
2020-11-01,2020,11,SC,RODEIO,11551,0,2.0,2.0,1,0.06837807658018516,0,falso_negativo,02_10_a_25_mil,02,02_a_03
2020-12-01,2020,12,SC,RODEIO,11551,0,2.0,2.0,1,0.05082056779500106,0,falso_negativo,02_10_a_25_mil,02,02_a_03
2020-01-01,2020,1,SC,ROMELANDIA,4786,0,1.0,1.0,1,0.0569701108433766,0,falso_negativo,01_ate_10_mil,01,01
2020-02-01,2020,2,SC,ROMELANDIA,4786,2,3.0,2.0,0,0.02274721742545903,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
2020-03-01,2020,3,SC,ROMELANDIA,4786,0,3.0,2.0,0,0.02744176531917816,0,verdadeiro_negativo,01_ate_10_mil,02,02_a_03
